strain,locusId,gene_id,gene_name,description
PS,Dsui_1689,PS:Dsui_1689,Dsui_1689,thioredoxin-disulfide reductase
PS,Dsui_1595,PS:Dsui_1595,Dsui_1595,phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
PS,Dsui_1519,PS:Dsui_1519,Dsui_1519,phosphoribosylaminoimidazole synthetase
PS,Dsui_0238,PS:Dsui_0238,Dsui_0238,cell division protein FtsW
PS,Dsui_0244,PS:Dsui_0244,Dsui_0244,cell division protein FtsL
PS,Dsui_2447,PS:Dsui_2447,Dsui_2447,malonyl CoA-acyl carrier protein transacylase
PS,Dsui_1306,PS:Dsui_1306,Dsui_1306,delta-aminolevulinic acid dehydratase
PS,Dsui_1986,PS:Dsui_1986,Dsui_1986,"sulfite reductase, beta subunit (hemoprotein)"
PS,Dsui_0221,PS:Dsui_0221,Dsui_0221,ribulose-phosphate 3-epimerase
PS,Dsui_2483,PS:Dsui_2483,Dsui_2483,methylase involved in ubiquinone/menaquinone biosynthesis
PS,Dsui_2689,PS:Dsui_2689,Dsui_2689,CDP-diglyceride synthetase
PS,Dsui_1424,PS:Dsui_1424,Dsui_1424,twin arginine targeting protein translocase subunit TatC
PS,Dsui_1196,PS:Dsui_1196,Dsui_1196,"metalloprotein, YbeY/UPF0054 family"
PS,Dsui_3325,PS:Dsui_3325,Dsui_3325,"protein-export membrane protein, SecD/SecF family"
PS,Dsui_0479,PS:Dsui_0479,Dsui_0479,tol-pal system beta propeller repeat protein TolB
PS,Dsui_0111,PS:Dsui_0111,Dsui_0111,argininosuccinate lyase
PS,Dsui_0226,PS:Dsui_0226,Dsui_0226,glutamate N-acetyltransferase/amino-acid acetyltransferase
PS,Dsui_0446,PS:Dsui_0446,Dsui_0446,exoribonuclease R
PS,Dsui_1257,PS:Dsui_1257,Dsui_1257,DNA-directed DNA polymerase III PolC
PS,Dsui_1201,PS:Dsui_1201,Dsui_1201,histidinol-phosphate phosphatase family protein
PS,Dsui_1414,PS:Dsui_1414,Dsui_1414,histidinol-phosphate aminotransferase
PS,Dsui_2987,PS:Dsui_2987,Dsui_2987,protein of unknown function (DUF1841)
PS,Dsui_3142,PS:Dsui_3142,Dsui_3142,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase
PS,Dsui_0673,PS:Dsui_0673,Dsui_0673,arginyl-tRNA synthetase
PS,Dsui_2978,PS:Dsui_2978,Dsui_2978,"dihydroorotate dehydrogenase, subfamily 2"
PS,Dsui_1101,PS:Dsui_1101,Dsui_1101,"glucosamine--fructose-6-phosphate aminotransferase, isomerizing"
PS,Dsui_2785,PS:Dsui_2785,Dsui_2785,"DNA topoisomerase IV, A subunit, proteobacterial"
PS,Dsui_1586,PS:Dsui_1586,Dsui_1586,parvulin-like peptidyl-prolyl isomerase
PS,Dsui_1038,PS:Dsui_1038,Dsui_1038,peptidyl-tRNA hydrolase
PS,Dsui_2711,PS:Dsui_2711,Dsui_2711,succinyl-diaminopimelate desuccinylase
PS,Dsui_0806,PS:Dsui_0806,Dsui_0806,uroporphyrinogen decarboxylase
PS,Dsui_0779,PS:Dsui_0779,Dsui_0779,5-methyltetrahydrofolate--homocysteine methyltransferase
PS,Dsui_2175,PS:Dsui_2175,Dsui_2175,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase"
PS,Dsui_0884,PS:Dsui_0884,Dsui_0884,"glutamyl-tRNA(Gln) and/or aspartyl-tRNA(Asn) amidotransferase, B subunit"
PS,Dsui_0782,PS:Dsui_0782,Dsui_0782,"N-acetyl-gamma-glutamyl-phosphate reductase, uncommon form"
PS,Dsui_1941,PS:Dsui_1941,Dsui_1941,prephenate dehydrogenase
PS,Dsui_0849,PS:Dsui_0849,Dsui_0849,ParB-like partition protein
PS,Dsui_0092,PS:Dsui_0092,Dsui_0092,"phosphoribosylaminoimidazole carboxylase, PurE protein"
PS,Dsui_0048,PS:Dsui_0048,Dsui_0048,phosphoribosylaminoimidazole-succinocarboxamide synthase
PS,Dsui_0714,PS:Dsui_0714,Dsui_0714,"6,7-dimethyl-8-ribityllumazine synthase"
PS,Dsui_1539,PS:Dsui_1539,Dsui_1539,deoxyuridine 5'-triphosphate nucleotidohydrolase Dut
PS,Dsui_1014,PS:Dsui_1014,Dsui_1014,putative enzyme of thiazole biosynthesis
PS,Dsui_0091,PS:Dsui_0091,Dsui_0091,"phosphoribosylaminoimidazole carboxylase, PurK protein"
PS,Dsui_3480,PS:Dsui_3480,Dsui_3480,arabinose efflux permease family protein
PS,Dsui_0235,PS:Dsui_0235,Dsui_0235,D-alanine--D-alanine ligase
PS,Dsui_0890,PS:Dsui_0890,Dsui_0890,rod shape-determining protein MreD
PS,Dsui_1561,PS:Dsui_1561,Dsui_1561,transketolase
PS,Dsui_1625,PS:Dsui_1625,Dsui_1625,copper/silver-translocating P-type ATPase
PS,Dsui_3191,PS:Dsui_3191,Dsui_3191,"tryptophan synthase, alpha subunit"
PS,Dsui_0716,PS:Dsui_0716,Dsui_0716,"riboflavin synthase, alpha subunit"
PS,Dsui_0649,PS:Dsui_0649,Dsui_0649,diaminopimelate epimerase
PS,Dsui_1122,PS:Dsui_1122,Dsui_1122,dihydroxy-acid dehydratase
PS,Dsui_0303,PS:Dsui_0303,Dsui_0303,"4-hydroxybenzoate polyprenyl transferase, proteobacterial"
PS,Dsui_1692,PS:Dsui_1692,Dsui_1692,periplasmic chaperone LolA
PS,Dsui_1570,PS:Dsui_1570,Dsui_1570,amino-acid N-acetyltransferase
PS,Dsui_1691,PS:Dsui_1691,Dsui_1691,"DNA segregation ATPase, FtsK/SpoIIIE family"
PS,Dsui_1557,PS:Dsui_1557,Dsui_1557,3-phosphoglycerate kinase
PS,Dsui_0889,PS:Dsui_0889,Dsui_0889,rod shape-determining protein MreC
PS,Dsui_1359,PS:Dsui_1359,Dsui_1359,"orotidine 5''-phosphate decarboxylase, subfamily 2"
PS,Dsui_0120,PS:Dsui_0120,Dsui_0120,peptide chain release factor 1
PS,Dsui_1124,PS:Dsui_1124,Dsui_1124,prolipoprotein diacylglyceryl transferase
PS,Dsui_1182,PS:Dsui_1182,Dsui_1182,diaminopimelate decarboxylase
PS,Dsui_1942,PS:Dsui_1942,Dsui_1942,cytidylate kinase/3-phosphoshikimate 1-carboxyvinyltransferase
PS,Dsui_2379,PS:Dsui_2379,Dsui_2379,phosphoserine phosphatase SerB
PS,Dsui_0715,PS:Dsui_0715,Dsui_0715,"3,4-dihydroxy-2-butanone 4-phosphate synthase"
PS,Dsui_1024,PS:Dsui_1024,Dsui_1024,signal recognition particle-docking protein FtsY
PS,Dsui_0809,PS:Dsui_0809,Dsui_0809,"response regulator with CheY-like receiver, AAA-type ATPase, and DNA-binding domains"
PS,Dsui_2375,PS:Dsui_2375,Dsui_2375,Fe-S protein assembly chaperone HscA
PS,Dsui_2892,PS:Dsui_2892,Dsui_2892,"phosphoribosylformylglycinamidine synthase, single chain form"
PS,Dsui_0243,PS:Dsui_0243,Dsui_0243,cell division protein FtsI/penicillin-binding protein 2
PS,Dsui_2314,PS:Dsui_2314,Dsui_2314,3-deoxy-8-phosphooctulonate synthase
PS,Dsui_2763,PS:Dsui_2763,Dsui_2763,ribosome biogenesis GTP-binding protein YlqF
PS,Dsui_0054,PS:Dsui_0054,Dsui_0054,glycosyl transferase possibly involved in lipopolysaccharide synthesis
PS,Dsui_0250,PS:Dsui_0250,Dsui_0250,"dihydroorotase, homodimeric type"
PS,Dsui_0498,PS:Dsui_0498,Dsui_0498,guanylate kinase
PS,Dsui_1686,PS:Dsui_1686,Dsui_1686,NAD+ synthetase
PS,Dsui_3255,PS:Dsui_3255,Dsui_3255,integral membrane protein MviN
PS,Dsui_1587,PS:Dsui_1587,Dsui_1587,organic solvent tolerance protein OstA
PS,Dsui_1596,PS:Dsui_1596,Dsui_1596,phosphoribosylamine--glycine ligase
PS,Dsui_0121,PS:Dsui_0121,Dsui_0121,glutamyl-tRNA reductase
PS,Dsui_0902,PS:Dsui_0902,Dsui_0902,lipoate-protein ligase B
PS,Dsui_0594,PS:Dsui_0594,Dsui_0594,RNAse H-fold protein YqgF
PS,Dsui_1099,PS:Dsui_1099,Dsui_1099,UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase
PS,Dsui_1952,PS:Dsui_1952,Dsui_1952,D-heptose-7- phosphate 1-kinase
PS,Dsui_0886,PS:Dsui_0886,Dsui_0886,"glutamyl-tRNA(Gln) and/or aspartyl-tRNA(Asn) amidotransferase, A subunit"
PS,Dsui_2542,PS:Dsui_2542,Dsui_2542,FAD/FMN-dependent dehydrogenase
PS,Dsui_1220,PS:Dsui_1220,Dsui_1220,gamma-glutamyl phosphate reductase
PS,Dsui_1095,PS:Dsui_1095,Dsui_1095,3-dehydroquinate synthase
PS,Dsui_1470,PS:Dsui_1470,Dsui_1470,pantoate--beta-alanine ligase
PS,Dsui_3185,PS:Dsui_3185,Dsui_3185,O-succinylhomoserine sulfhydrylase
PS,Dsui_1558,PS:Dsui_1558,Dsui_1558,glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase
PS,Dsui_0713,PS:Dsui_0713,Dsui_0713,transcription antitermination factor NusB
PS,Dsui_3310,PS:Dsui_3310,Dsui_3310,hypothetical protein
PS,Dsui_1418,PS:Dsui_1418,Dsui_1418,"imidazoleglycerol phosphate synthase, cyclase subunit"
PS,Dsui_2661,PS:Dsui_2661,Dsui_2661,cytosine/adenosine deaminase
PS,Dsui_3385,PS:Dsui_3385,Dsui_3385,Protein of unknown function (DUF1504)
PS,Dsui_2657,PS:Dsui_2657,Dsui_2657,folate-binding protein YgfZ
PS,Dsui_0672,PS:Dsui_0672,Dsui_0672,2-polyprenylphenol 6-hydroxylase
PS,Dsui_1172,PS:Dsui_1172,Dsui_1172,c-type cytochrome biogenesis protein CcmF
PS,Dsui_3510,PS:Dsui_3510,Dsui_3510,1-deoxy-D-xylulose-5-phosphate synthase
PS,Dsui_3075,PS:Dsui_3075,Dsui_3075,ferrochelatase
PS,Dsui_1100,PS:Dsui_1100,Dsui_1100,hypothetical protein
PS,Dsui_0236,PS:Dsui_0236,Dsui_0236,UDP-N-acetylmuramate--alanine ligase
PS,Dsui_3188,PS:Dsui_3188,Dsui_3188,hypothetical protein
PS,Dsui_2391,PS:Dsui_2391,Dsui_2391,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"
PS,Dsui_3263,PS:Dsui_3263,Dsui_3263,3-deoxy-D-manno-octulosonate cytidylyltransferase
PS,Dsui_3204,PS:Dsui_3204,Dsui_3204,chorismate synthase
PS,Dsui_1471,PS:Dsui_1471,Dsui_1471,3-methyl-2-oxobutanoate hydroxymethyltransferase
PS,Dsui_0664,PS:Dsui_0664,Dsui_0664,"glutamate-1-semialdehyde-2,1-aminomutase"
PS,Dsui_2469,PS:Dsui_2469,Dsui_2469,uracil-DNA glycosylase
PS,Dsui_1174,PS:Dsui_1174,Dsui_1174,uncharacterized protein involved in biosynthesis of c-type cytochromes
PS,Dsui_1239,PS:Dsui_1239,Dsui_1239,glucose-6-phosphate isomerase
PS,Dsui_0445,PS:Dsui_0445,Dsui_0445,TonB family protein
PS,Dsui_2463,PS:Dsui_2463,Dsui_2463,pyridoxine 5''-phosphate synthase
PS,Dsui_1382,PS:Dsui_1382,Dsui_1382,KpsF/GutQ family protein
PS,Dsui_1416,PS:Dsui_1416,Dsui_1416,"imidazole glycerol phosphate synthase, glutamine amidotransferase subunit"
PS,Dsui_3089,PS:Dsui_3089,Dsui_3089,"UDP-2,3-diacylglucosamine hydrolase"
PS,Dsui_3499,PS:Dsui_3499,Dsui_3499,riboflavin kinase/FMN adenylyltransferase
PS,Dsui_0467,PS:Dsui_0467,Dsui_0467,lipid A export permease/ATP-binding protein MsbA
PS,Dsui_0237,PS:Dsui_0237,Dsui_0237,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase
PS,Dsui_1168,PS:Dsui_1168,Dsui_1168,heme exporter protein CcmB
PS,Dsui_2464,PS:Dsui_2464,Dsui_2464,holo-(acyl-carrier-protein) synthase
PS,Dsui_3193,PS:Dsui_3193,Dsui_3193,phosphoribosylanthranilate isomerase
PS,Dsui_1407,PS:Dsui_1407,Dsui_1407,UDP-N-acetylglucosamine 1-carboxyvinyltransferase
PS,Dsui_2370,PS:Dsui_2370,Dsui_2370,cysteine desulfurase family protein
PS,Dsui_0647,PS:Dsui_0647,Dsui_0647,Lauroyl/myristoyl acyltransferase
PS,Dsui_1214,PS:Dsui_1214,Dsui_1214,acyl-phosphate glycerol 3-phosphate acyltransferase
PS,Dsui_3143,PS:Dsui_3143,Dsui_3143,hypothetical protein
PS,Dsui_1597,PS:Dsui_1597,Dsui_1597,coproporphyrinogen III oxidase
PS,Dsui_0090,PS:Dsui_0090,Dsui_0090,Sua5/YciO/YrdC/YwlC family protein
PS,Dsui_3386,PS:Dsui_3386,Dsui_3386,response regulator
PS,Dsui_1683,PS:Dsui_1683,Dsui_1683,biopolymer transport protein
PS,Dsui_3057,PS:Dsui_3057,Dsui_3057,phosphoglucosamine mutase
PS,Dsui_3132,PS:Dsui_3132,Dsui_3132,"ATP phosphoribosyltransferase, regulatory subunit"
PS,Dsui_3387,PS:Dsui_3387,Dsui_3387,"histidine kinase,histidine kinase,MASE1-containing protein"
PS,Dsui_3403,PS:Dsui_3403,Dsui_3403,TIGR02099 family protein
PS,Dsui_0790,PS:Dsui_0790,Dsui_0790,UDP-N-acetylenolpyruvoylglucosamine reductase
PS,Dsui_0662,PS:Dsui_0662,Dsui_0662,phosphomethylpyrimidine kinase
PS,Dsui_1298,PS:Dsui_1298,Dsui_1298,methylase involved in ubiquinone/menaquinone biosynthesis
PS,Dsui_0241,PS:Dsui_0241,Dsui_0241,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase
PS,Dsui_3189,PS:Dsui_3189,Dsui_3189,folylpolyglutamate synthase/dihydrofolate synthase
PS,Dsui_0234,PS:Dsui_0234,Dsui_0234,cell division septal protein
PS,Dsui_1092,PS:Dsui_1092,Dsui_1092,"Ubiquinone biosynthesis hydroxylase, UbiH/UbiF/VisC/COQ6 family"
PS,Dsui_2857,PS:Dsui_2857,Dsui_2857,"lipoprotein releasing system, ATP-binding protein"
PS,Dsui_0718,PS:Dsui_0718,Dsui_0718,thiol:disulfide interchange protein
PS,Dsui_1213,PS:Dsui_1213,Dsui_1213,putative glycoprotease GCP
PS,Dsui_2468,PS:Dsui_2468,Dsui_2468,"conserved hypothetical protein, PP_1857 family"
PS,Dsui_1411,PS:Dsui_1411,Dsui_1411,histidinol dehydrogenase
PS,Dsui_1167,PS:Dsui_1167,Dsui_1167,"heme ABC exporter, ATP-binding protein CcmA"
PS,Dsui_2411,PS:Dsui_2411,Dsui_2411,alanine racemase
PS,Dsui_0239,PS:Dsui_0239,Dsui_0239,UDP-N-acetylmuramoylalanine--D-glutamate ligase
PS,Dsui_0403,PS:Dsui_0403,Dsui_0403,lipopolysaccharide heptosyltransferase I
PS,Dsui_1033,PS:Dsui_1033,Dsui_1033,outer membrane lipoprotein LolB
PS,Dsui_1985,PS:Dsui_1985,Dsui_1985,hypothetical protein
PS,Dsui_1222,PS:Dsui_1222,Dsui_1222,"DNA polymerase III, delta subunit"
PS,Dsui_2725,PS:Dsui_2725,Dsui_2725,pseudouridine synthase family protein
PS,Dsui_2901,PS:Dsui_2901,Dsui_2901,nicotinate-nucleotide pyrophosphorylase
PS,Dsui_1277,PS:Dsui_1277,Dsui_1277,glycerol-3-phosphate dehydrogenase
PS,Dsui_0693,PS:Dsui_0693,Dsui_0693,hypothetical protein
PS,Dsui_1538,PS:Dsui_1538,Dsui_1538,phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase
PS,Dsui_1240,PS:Dsui_1240,Dsui_1240,dihydrofolate reductase
PS,Dsui_0686,PS:Dsui_0686,Dsui_0686,tRNA nucleotidyltransferase/poly(A) polymerase
PS,Dsui_1601,PS:Dsui_1601,Dsui_1601,uroporphyrinogen-III synthase
PS,Dsui_0663,PS:Dsui_0663,Dsui_0663,thiamine-phosphate pyrophosphorylase
PS,Dsui_0712,PS:Dsui_0712,Dsui_0712,thiamine-monophosphate kinase
PS,Dsui_2405,PS:Dsui_2405,Dsui_2405,"uracil-DNA glycosylase, family 4"
PS,Dsui_1268,PS:Dsui_1268,Dsui_1268,dinucleotide-utilizing enzyme possibly involved in molybdopterin or thiamin biosynthesis
PS,Dsui_2136,PS:Dsui_2136,Dsui_2136,Fe-S oxidoreductase
PS,Dsui_1052,PS:Dsui_1052,Dsui_1052,"birA, biotin-(acetyl-CoA-carboxylase) ligase"
PS,Dsui_1648,PS:Dsui_1648,Dsui_1648,hypothetical protein
PS,Dsui_2701,PS:Dsui_2701,Dsui_2701,"DNA ligase, NAD-dependent"
PS,Dsui_1585,PS:Dsui_1585,Dsui_1585,4-hydroxythreonine-4-phosphate dehydrogenase
PS,Dsui_0453,PS:Dsui_0453,Dsui_0453,nicotinate/nicotinamide nucleotide adenylyltransferase
PS,Dsui_0805,PS:Dsui_0805,Dsui_0805,primosomal protein N''
PS,Dsui_2390,PS:Dsui_2390,Dsui_2390,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
PS,Dsui_0597,PS:Dsui_0597,Dsui_0597,"dihydroorotase, multifunctional complex type"
PS,Dsui_1514,PS:Dsui_1514,Dsui_1514,2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase
PS,Dsui_0443,PS:Dsui_0443,Dsui_0443,shikimate 5-dehydrogenase
PS,Dsui_0602,PS:Dsui_0602,Dsui_0602,pyrroline-5-carboxylate reductase
PS,Dsui_0242,PS:Dsui_0242,Dsui_0242,UDP-N-acetylmuramyl-tripeptide synthetase
PS,Dsui_0501,PS:Dsui_0501,Dsui_0501,"glycine/D-amino acid oxidase, deaminating"
PS,Dsui_0646,PS:Dsui_0646,Dsui_0646,Lauroyl/myristoyl acyltransferase
PS,Dsui_1684,PS:Dsui_1684,Dsui_1684,TonB family protein
PS,Dsui_3341,PS:Dsui_3341,Dsui_3341,lipopolysaccharide heptosyltransferase II
PS,Dsui_1034,PS:Dsui_1034,Dsui_1034,4-diphosphocytidyl-2C-methyl-D-erythritol kinase
PS,Dsui_1056,PS:Dsui_1056,Dsui_1056,dephospho-CoA kinase
PS,Dsui_3165,PS:Dsui_3165,Dsui_3165,tRNA(Ile)-lysidine synthetase
PS,Dsui_1592,PS:Dsui_1592,Dsui_1592,"Ubiquinone biosynthesis hydroxylase, UbiH/UbiF/VisC/COQ6 family"
PS,Dsui_1150,PS:Dsui_1150,Dsui_1150,Sigma 54 modulation protein / S30EA ribosomal protein
PS,Dsui_2403,PS:Dsui_2403,Dsui_2403,universal bacterial protein YeaZ
PS,Dsui_1889,PS:Dsui_1889,Dsui_1889,hypothetical protein
PV4,5208905,PV4:5208905,Shew_1406,polysaccharide biosynthesis protein (RefSeq)
PV4,5208912,PV4:5208912,Shew_1413,hypothetical protein (RefSeq)
PV4,5208907,PV4:5208907,Shew_1408,thiamine pyrophosphate binding domain-containing protein (RefSeq)
PV4,5208909,PV4:5208909,Shew_1410,"glycosyl transferase, group 1 (RefSeq)"
PV4,5208908,PV4:5208908,Shew_1409,hypothetical protein (RefSeq)
PV4,5208911,PV4:5208911,Shew_1412,tetratricopeptide TPR_2 (RefSeq)
PV4,5210030,PV4:5210030,Shew_2478,hypothetical protein (RefSeq)
PV4,5209484,PV4:5209484,rpsA,30S ribosomal protein S1 (RefSeq)
PV4,5207652,PV4:5207652,secY,preprotein translocase subunit SecY (RefSeq)
PV4,5211442,PV4:5211442,Shew_3851,F0F1 ATP synthase subunit A (RefSeq)
PV4,5210190,PV4:5210190,tsf,elongation factor Ts (RefSeq)
PV4,5210191,PV4:5210191,rpsB,30S ribosomal protein S2 (RefSeq)
PV4,5210304,PV4:5210304,Shew_2747,phosphate binding protein (RefSeq)
PV4,5210373,PV4:5210373,Shew_2816,"nucleoside-specific channel-forming protein, Tsx (RefSeq)"
PV4,5209401,PV4:5209401,Shew_1872,elongation factor G (RefSeq)
PV4,5207657,PV4:5207657,Shew_0183,DNA-directed RNA polymerase subunit alpha (RefSeq)
PV4,5211436,PV4:5211436,Shew_3845,F0F1 ATP synthase subunit beta (RefSeq)
PV4,5210390,PV4:5210390,Shew_2831,Triose-phosphate isomerase (RefSeq)
PV4,5207638,PV4:5207638,rpsC,30S ribosomal protein S3 (RefSeq)
PV4,5209518,PV4:5209518,Shew_1988,"cytochrome c oxidase, cbb3-type, subunit III (RefSeq)"
PV4,5211438,PV4:5211438,Shew_3847,F0F1 ATP synthase subunit alpha (RefSeq)
PV4,5210438,PV4:5210438,Shew_2879,Na(+)-translocating NADH-quinone reductase subunit C (RefSeq)
PV4,5207622,PV4:5207622,Shew_0148,ribosomal protein L1 (RefSeq)
PV4,5211437,PV4:5211437,Shew_3846,F0F1 ATP synthase subunit gamma (RefSeq)
PV4,5207625,PV4:5207625,Shew_0151,"DNA-directed RNA polymerase, beta subunit (RefSeq)"
PV4,5210865,PV4:5210865,Shew_3291,adenylosuccinate synthetase (RefSeq)
PV4,5209176,PV4:5209176,sdhB,succinate dehydrogenase iron-sulfur subunit (RefSeq)
PV4,5210435,PV4:5210435,Shew_2876,Na(+)-translocating NADH-quinone reductase subunit F (RefSeq)
PV4,5209900,PV4:5209900,Shew_2353,magnesium and cobalt transport protein CorA (RefSeq)
PV4,5208554,PV4:5208554,trmD,tRNA (guanine-N(1)-)-methyltransferase (RefSeq)
PV4,5209540,PV4:5209540,Shew_2007,hypothetical protein (RefSeq)
PV4,5207629,PV4:5207629,Shew_0155,elongation factor G (RefSeq)
PV4,5209566,PV4:5209566,Shew_2032,threonyl-tRNA synthetase (RefSeq)
PV4,5207635,PV4:5207635,rplB,50S ribosomal protein L2 (RefSeq)
PV4,5209535,PV4:5209535,Shew_2002,"glyceraldehyde-3-phosphate dehydrogenase, type I (RefSeq)"
PV4,5209495,PV4:5209495,pssA,phosphatidylserine synthase (RefSeq)
PV4,5209478,PV4:5209478,Shew_1948,3-demethylubiquinone-9 3-methyltransferase (RefSeq)
PV4,5210187,PV4:5210187,Shew_2631,undecaprenyl diphosphate synthase (RefSeq)
PV4,5209378,PV4:5209378,Shew_1849,NlpB/DapX family lipoprotein (RefSeq)
PV4,5210522,PV4:5210522,Shew_2951,putative lipoprotein (RefSeq)
PV4,5209180,PV4:5209180,Shew_1658,"succinyl-CoA synthetase, alpha subunit (RefSeq)"
PV4,5209763,PV4:5209763,pheS,phenylalanyl-tRNA synthetase subunit alpha (RefSeq)
PV4,5210403,PV4:5210403,Shew_2844,chaperone protein DnaK (RefSeq)
PV4,5208934,PV4:5208934,phhA,phenylalanine 4-monooxygenase (RefSeq)
PV4,5208954,PV4:5208954,Shew_1449,glutamyl-tRNA synthetase (RefSeq)
PV4,5210189,PV4:5210189,pyrH,uridylate kinase (RefSeq)
PV4,5209527,PV4:5209527,Shew_1997,"bax protein, putative (RefSeq)"
PV4,5209658,PV4:5209658,Shew_2111,"DNA polymerase III, epsilon subunit (RefSeq)"
PV4,5211187,PV4:5211187,Shew_3603,RNA polymerase factor sigma-32 (RefSeq)
PV4,5209122,PV4:5209122,Shew_1600,putative glycerol-3-phosphate acyltransferase PlsX (RefSeq)
PV4,5209480,PV4:5209480,Shew_1950,phosphoserine aminotransferase (RefSeq)
PV4,5211457,PV4:5211457,Shew_3866,60 kDa inner membrane insertion protein (RefSeq)
PV4,5211032,PV4:5211032,lpxC,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase (RefSeq)
PV4,5209475,PV4:5209475,nrdB,ribonucleotide-diphosphate reductase subunit beta (RefSeq)
PV4,5209445,PV4:5209445,Shew_1916,hypothetical protein (RefSeq)
PV4,5207626,PV4:5207626,Shew_0152,DNA-directed RNA polymerase subunit beta' (RefSeq)
PV4,5210440,PV4:5210440,Shew_2881,Na(+)-translocating NADH-quinone reductase subunit A (RefSeq)
PV4,5210379,PV4:5210379,Shew_2822,polynucleotide phosphorylase/polyadenylase (RefSeq)
PV4,5207467,PV4:5207467,dnaA,chromosomal replication initiation protein (RefSeq)
PV4,5209584,PV4:5209584,Shew_2048,glucose-6-phosphate 1-dehydrogenase (RefSeq)
PV4,5210385,PV4:5210385,nusA,transcription elongation factor NusA (RefSeq)
PV4,5207820,PV4:5207820,rho,transcription termination factor Rho (RefSeq)
PV4,5210193,PV4:5210193,Shew_2636,methionine aminopeptidase (RefSeq)
PV4,5211003,PV4:5211003,Shew_3429,dihydrolipoamide dehydrogenase (RefSeq)
PV4,5207612,PV4:5207612,Shew_0141,UDP-N-acetylenolpyruvoylglucosamine reductase (RefSeq)
PV4,5209466,PV4:5209466,Shew_1936,two component transcriptional regulator (RefSeq)
PV4,5209222,PV4:5209222,Shew_1700,"phosphate ABC transporter, ATPase subunit (RefSeq)"
PV4,5209102,PV4:5209102,Shew_1580,"DNA polymerase III, delta prime subunit (RefSeq)"
PV4,5208587,PV4:5208587,Shew_1098,riboflavin biosynthesis protein RibF (RefSeq)
PV4,5208696,PV4:5208696,Shew_1205,phosphopyruvate hydratase (RefSeq)
PV4,5208695,PV4:5208695,Shew_1204,CTP synthetase (RefSeq)
PV4,5208578,PV4:5208578,Shew_1089,transaldolase B (RefSeq)
PV4,5210475,PV4:5210475,Shew_2916,ribose-phosphate pyrophosphokinase (RefSeq)
PV4,5208530,PV4:5208530,thyA,thymidylate synthase (RefSeq)
PV4,5209476,PV4:5209476,Shew_1946,ribonucleotide-diphosphate reductase subunit alpha (RefSeq)
PV4,5210072,PV4:5210072,Shew_2516,glutaminyl-tRNA synthetase (RefSeq)
PV4,5210317,PV4:5210317,Shew_2760,isocitrate dehydrogenase (RefSeq)
PV4,5209178,PV4:5209178,Shew_1656,"2-oxoglutarate dehydrogenase, E2 subunit, dihydrolipoamide succinyltransferase (RefSeq)"
PV4,5209562,PV4:5209562,Shew_2028,thioredoxin reductase (RefSeq)
PV4,5209146,PV4:5209146,cysB,transcriptional regulator CysB (RefSeq)
PV4,5210060,PV4:5210060,clpX,ATP-dependent protease ATP-binding subunit (RefSeq)
PV4,5207956,PV4:5207956,groEL,chaperonin GroEL (RefSeq)
PV4,5208485,PV4:5208485,Shew_0996,RpoD family RNA polymerase sigma factor (RefSeq)
PV4,5209386,PV4:5209386,Shew_1857,iron-containing alcohol dehydrogenase (RefSeq)
PV4,5211029,PV4:5211029,Shew_3445,preprotein translocase subunit SecA (RefSeq)
PV4,5209554,PV4:5209554,Shew_2020,seryl-tRNA synthetase (RefSeq)
PV4,5209505,PV4:5209505,Shew_1975,putative manganese-dependent inorganic pyrophosphatase (RefSeq)
PV4,5208356,PV4:5208356,Shew_0868,trans-hexaprenyltranstransferase (RefSeq)
PV4,5209864,PV4:5209864,Shew_2317,cysteine desulfurase IscS (RefSeq)
PV4,5209028,PV4:5209028,Shew_1513,phosphoribosylaminoimidazole synthetase (RefSeq)
PV4,5208486,PV4:5208486,Shew_0997,DNA primase (RefSeq)
PV4,5209453,PV4:5209453,Shew_1924,succinylglutamate desuccinylase (RefSeq)
PV4,5208586,PV4:5208586,Shew_1097,integral membrane protein MviN (RefSeq)
PV4,5209762,PV4:5209762,pheT,phenylalanyl-tRNA synthetase subunit beta (RefSeq)
PV4,5209080,PV4:5209080,Shew_1558,adenylosuccinate lyase (RefSeq)
PV4,5207699,PV4:5207699,Shew_0221,tryptophanyl-tRNA synthetase (RefSeq)
PV4,5207470,PV4:5207470,Shew_0004,"DNA gyrase, B subunit (RefSeq)"
PV4,5208367,PV4:5208367,ksgA,dimethyladenosine transferase (RefSeq)
