gtdb_species_clade_id	genome_size_Mbp	mean_protein_count	has_phaC	phb_status	gtdb_phylum
s__AG-426-I14_sp003213175--GB_GCA_003213175.1	1.7933855	1886.0	0	precursors_only	Pseudomonadota
s__AG-426-M11_sp003213095--GB_GCA_003213095.1	1.20332225	1257.0	0	precursors_only	Chloroflexota
s__AG11_sp013361335--GB_GCA_013361335.1	3.831163	3635.714285714286	0	precursors_only	Gemmatimonadota
s__AG1_sp003116855--GB_GCA_003116855.1	2.019482	2062.0	0	precursors_only	Thermoproteota
s__AG25_sp003221005--GB_GCA_003221005.1	2.705332	2830.5	0	precursors_only	Gemmatimonadota
s__AK92_sp003399765--RS_GCF_003399765.1	4.8399115	4958.0	1	complete	Pseudomonadota
s__ALPHA2B_sp005503065--GB_GCA_005503065.1	6.1183755	6262.0	1	complete	Pseudomonadota
s__AP-15_sp019244535--GB_GCA_019244535.1	5.5652665	6161.0	1	complete	Pseudomonadota
s__AR12_sp003220225--GB_GCA_003220225.1	6.0297965	6262.5	1	complete	Methylomirabilota
s__AR31_sp003221515--GB_GCA_003221515.1	5.378191666666667	5445.0	1	complete	Methylomirabilota
s__ARK-15_sp009758405--GB_GCA_009758405.1	1.29865975	1381.0	0	precursors_only	Thermoplasmatota
s__ARS1285_sp002688165--GB_GCA_002688165.1	0.6777885	791.5	0	absent	Nanoarchaeota
s__ASMP01_sp018821425--GB_GCA_018821425.1	0.607902	815.6666666666666	0	absent	Nanoarchaeota
s__ASP10-02a_sp002312935--GB_GCA_002312935.1	2.5237636666666665	2421.0	0	precursors_only	Pseudomonadota
s__ASP10-02a_sp024686035--GB_GCA_024686035.1	2.0834525	2090.0	0	precursors_only	Pseudomonadota
s__ASP10-05a_sp002336675--GB_GCA_002336675.1	2.3345896666666666	2035.0	0	precursors_only	Bacteroidota
s__ATM1_sp003577165--GB_GCA_003577165.1	2.7531228333333333	2598.8333333333335	0	precursors_only	Armatimonadota
s__ATN2_sp003577145--GB_GCA_003577145.1	4.041867666666667	3704.0	0	precursors_only	Actinomycetota
s__AV40_sp003218705--GB_GCA_003218705.1	1.889075	1997.5	0	absent	Verrucomicrobiota
s__AV40_sp003220055--GB_GCA_003220055.1	2.1782665	2260.0	0	precursors_only	Verrucomicrobiota
s__AV69_sp003219925--GB_GCA_003219925.1	2.0200235	2185.5	0	precursors_only	Verrucomicrobiota
s__AV80_sp003134765--GB_GCA_003134765.1	4.204245	3814.6	0	precursors_only	Verrucomicrobiota
s__AV80_sp003167555--GB_GCA_003167555.1	4.0250001428571425	3840.0	0	precursors_only	Verrucomicrobiota
s__AV80_sp003169695--GB_GCA_003169695.1	3.8249015	3854.0	0	precursors_only	Verrucomicrobiota
s__AWVT01_sp000469545--RS_GCF_000469545.1	2.2210055	2141.0	0	precursors_only	Bacillota_C
s__Abiotrophia_sp001815865--RS_GCF_001815865.1	1.84901	1830.857142857143	0	precursors_only	Bacillota
s__Abyssibacter_profundi--RS_GCF_003151135.1	3.6819145	3343.5	1	complete	Pseudomonadota
s__Abyssibacter_sp023146115--GB_GCA_023146115.1	3.4535885	3279.0	1	complete	Pseudomonadota
s__Abyssicoccus_albus--RS_GCF_003815035.1	1.770983	1759.5	0	absent	Bacillota
s__AcAMD-5_sp002293025--GB_GCA_002293025.1	1.179217	1206.0	0	precursors_only	Actinomycetota
s__Acaryochloris_marina--RS_GCF_000018105.1	8.0046635	7423.0	0	absent	Cyanobacteriota
s__Accumulibacter_affinis--GB_GCA_016713625.1	4.2749175	4244.5	1	complete	Pseudomonadota
s__Accumulibacter_conexus--GB_GCA_017592775.1	5.158888	4618.0	1	complete	Pseudomonadota
s__Accumulibacter_phosphatis_G--RS_GCF_012939955.1	5.2836255	4879.5	1	complete	Pseudomonadota
s__Accumulibacter_proximus--GB_GCA_016709675.1	4.452157	4314.5	1	complete	Pseudomonadota
s__Accumulibacter_sp000585015--GB_GCA_000585015.1	4.404399666666667	4039.3333333333335	1	complete	Pseudomonadota
s__Accumulibacter_sp000585075--GB_GCA_000585075.1	4.310367875	3852.375	1	complete	Pseudomonadota
s__Accumulibacter_sp023806625--GB_GCA_023806625.1	3.918101	3518.5	1	complete	Pseudomonadota
s__Accumulibacter_vicinus--GB_GCA_002425405.1	4.422159	4180.0	1	complete	Pseudomonadota
s__Acerihabitans_ligni--RS_GCF_016865525.2	6.4141425	5882.5	0	precursors_only	Pseudomonadota
s__Acetatifactor_intestinalis--RS_GCF_009695995.1	2.8786088305084747	2677.2881355932204	0	precursors_only	Bacillota_A
s__Acetatifactor_muris--RS_GCF_024623325.1	5.385399	5057.333333333333	0	precursors_only	Bacillota_A
s__Acetatifactor_muris_B--GB_GCA_023664365.1	4.154047	3869.0	0	precursors_only	Bacillota_A
s__Acetatifactor_sp002490995--GB_GCA_002490995.1	5.3189575	4661.0	0	precursors_only	Bacillota_A
s__Acetatifactor_sp003612485--GB_GCA_003612485.1	4.079781333333334	3558.3333333333335	0	precursors_only	Bacillota_A
s__Acetatifactor_sp016293615--GB_GCA_016293615.1	2.7061206666666666	2374.0	0	precursors_only	Bacillota_A
s__Acetatifactor_sp017527205--GB_GCA_017527205.1	3.8420867999999997	3484.6	0	precursors_only	Bacillota_A
s__Acetatifactor_sp023663505--GB_GCA_023663505.1	3.3220355	3005.0	0	precursors_only	Bacillota_A
s__Acetatifactor_sp023664345--GB_GCA_023664345.1	3.66102	3295.5	0	precursors_only	Bacillota_A
s__Acetatifactor_sp023665475--GB_GCA_023665475.1	3.088989	2815.3333333333335	0	precursors_only	Bacillota_A
s__Acetatifactor_sp900066565--GB_GCA_003584705.1	3.2236383863636364	3010.431818181818	0	precursors_only	Bacillota_A
s__Acetatifactor_sp900755865--GB_GCA_900755865.1	2.7765178333333336	2535.5	0	precursors_only	Bacillota_A
s__Acetatifactor_sp900760705--GB_GCA_900760705.1	3.1594976666666663	2646.0	1	complete	Bacillota_A
s__Acetatifactor_sp910576125--GB_GCA_910576125.1	5.30125675	5085.0	0	precursors_only	Bacillota_A
s__Acetatifactor_sp910579755--GB_GCA_910579755.1	3.6137635	3217.5	0	precursors_only	Bacillota_A
s__Acetatifactor_sp910584235--GB_GCA_910584235.1	4.4960915	3920.0	0	precursors_only	Bacillota_A
s__Acetatifactor_sp910585805--GB_GCA_910585805.1	4.536902	3874.0	0	precursors_only	Bacillota_A
s__Acetatifactor_sp910586835--GB_GCA_910586835.1	3.444664	2962.0	0	precursors_only	Bacillota_A
s__Acetatifactor_sp934402315--GB_GCA_934402315.1	3.1784365	2786.5	0	precursors_only	Bacillota_A
s__Acetatifactor_sp934436435--GB_GCA_934436435.1	3.116778	2824.0	0	precursors_only	Bacillota_A
s__Acetatifactor_sp945485625--GB_GCA_945485625.1	1.648318	1686.0	0	precursors_only	Bacillota_A
s__Acetatifactor_stercoripullorum--GB_GCA_019114005.1	3.063823	2848.0	0	precursors_only	Bacillota_A
s__Acetobacter_ghanensis--RS_GCF_001499675.1	2.818984	2672.5	0	accessory_only	Pseudomonadota
s__Acetobacter_malorum--RS_GCF_001580615.1	3.546521	3380.8	0	accessory_only	Pseudomonadota
s__Acetobacter_nitrogenifigens--RS_GCF_000429165.1	4.2559115	3837.5	0	precursors_only	Pseudomonadota
s__Acetobacter_oeni--RS_GCF_011516825.1	4.087132333333334	3823.0	0	accessory_only	Pseudomonadota
s__Acetobacter_orientalis--RS_GCF_000963965.1	2.9840687000000004	2714.5	0	accessory_only	Pseudomonadota
s__Acetobacter_persici--RS_GCF_000613905.1	3.4802068	3276.8	0	precursors_only	Pseudomonadota
s__Acetobacter_sicerae--RS_GCF_011516765.1	3.877244	3597.0	0	precursors_only	Pseudomonadota
s__Acetobacter_sp017474285--GB_GCA_017474285.1	1.5547405	1556.5	0	accessory_only	Pseudomonadota
s__Acetobacter_sp022483985--GB_GCA_022483985.1	3.5522786666666666	3129.3333333333335	0	accessory_only	Pseudomonadota
s__Acetobacter_syzygii--RS_GCF_000964225.1	2.8574268	2681.2	0	accessory_only	Pseudomonadota
s__Acetobacter_thailandicus--RS_GCF_011516655.1	2.759339	2501.4285714285716	0	precursors_only	Pseudomonadota
s__Acetobacter_tropicalis--RS_GCF_001580915.1	3.7166104444444445	3451.4444444444443	0	precursors_only	Pseudomonadota
s__Acetobacterium_bakii--RS_GCF_001263355.1	4.149576	3837.0	0	absent	Bacillota_A
s__Acetobacterium_paludosum--RS_GCF_008086595.1	3.688497	3394.0	0	accessory_only	Bacillota_A
s__Acetobacterium_wieringae--RS_GCF_001766835.1	3.5370564285714288	3316.8571428571427	0	precursors_only	Bacillota_A
s__Acetomicrobium_thermoterrenum--RS_GCF_900107215.1	2.01682	2108.5	0	precursors_only	Synergistota
s__Acholeplasma_hippikon--RS_GCF_900660755.1	1.448059	1365.0	0	precursors_only	Bacillota
s__Achromobacter_aegrifaciens--RS_GCF_902859735.1	6.7121635	6200.9	1	complete	Pseudomonadota
s__Achromobacter_animicus--RS_GCF_902859585.1	6.081389888888889	5550.222222222223	1	complete	Pseudomonadota
s__Achromobacter_anxifer--RS_GCF_903652925.1	6.836291333333333	6376.666666666667	1	complete	Pseudomonadota
s__Achromobacter_deleyi--RS_GCF_902859705.1	6.927360599999999	6388.8	1	complete	Pseudomonadota
s__Achromobacter_kerstersii--RS_GCF_902859595.1	6.870405	6099.0	1	complete	Pseudomonadota
s__Achromobacter_pulmonis--RS_GCF_902859765.1	5.811402333333333	5319.0	1	complete	Pseudomonadota
s__Achromobacter_pulmonis_A--RS_GCF_002885955.2	6.2382325	5879.5	1	complete	Pseudomonadota
s__Achromobacter_ruhlandii--RS_GCF_902859695.1	6.4575304000000004	5921.65	1	complete	Pseudomonadota
s__Achromobacter_sp001270295--RS_GCF_943737005.1	4.812867	4726.666666666667	1	complete	Pseudomonadota
s__Achromobacter_sp023432075--GB_GCA_023432075.1	5.5673475	5407.5	1	complete	Pseudomonadota
s__Achromobacter_spanius_D--RS_GCF_002966795.1	6.2028585	5583.0	1	complete	Pseudomonadota
s__Achromobacter_xylosoxidans--RS_GCF_001457475.1	6.5992717460317465	6121.5317460317465	1	complete	Pseudomonadota
s__Acidaminococcus_sp900315205--GB_GCA_900315205.1	2.2673411666666663	2060.1666666666665	0	precursors_only	Bacillota_C
s__Acidaminococcus_sp900538365--GB_GCA_900538365.1	2.0816666666666666	1976.0	0	precursors_only	Bacillota_C
s__Acidibacillus_ferrooxidans--RS_GCF_001642725.1	2.74056625	2840.5	0	precursors_only	Bacillota
s__Acidibrevibacterium_fodinaquatile--RS_GCF_003352165.1	3.6121686666666664	3403.6666666666665	1	complete	Pseudomonadota
s__Acidibrevibacterium_sp021801255--GB_GCA_021801255.1	3.4279815	3240.5	1	complete	Pseudomonadota
s__Acidiferrobacter_sp021819125--GB_GCA_021819125.1	2.295291	2367.0	0	precursors_only	Pseudomonadota
s__Acidiferrobacter_sp021819245--GB_GCA_021819245.1	2.3543985	2503.5	0	precursors_only	Pseudomonadota
s__Acidiferrobacter_thiooxydans--RS_GCF_003333315.1	2.9631848333333335	2952.6666666666665	0	precursors_only	Pseudomonadota
s__Acidifodinimicrobium_mancum--GB_GCA_015121965.1	0.49507433333333334	561.0	0	absent	Nanoarchaeota
s__Acidilobus_sp000495735--GB_GCA_000495735.1	1.3179836666666667	1442.25	0	precursors_only	Thermoproteota
s__Acidiluteibacter_ferrifornacis--RS_GCF_009909615.1	3.571291	3103.5	0	precursors_only	Bacteroidota
s__Acidimangrovimonas_indica--RS_GCF_900106675.1	4.276186333333333	4129.333333333333	1	complete	Pseudomonadota
s__Acidiphilium_rubrum--RS_GCF_900156265.1	3.9363922000000002	3725.4	1	complete	Pseudomonadota
s__Acidiphilium_sp002255515--RS_GCF_902712915.1	3.6283405	3355.5	1	complete	Pseudomonadota
s__Acidiphilium_sp002279355--GB_GCA_002279355.1	3.0779643333333335	3015.6666666666665	1	complete	Pseudomonadota
s__Acidipila_rosea--RS_GCF_004339725.1	3.609496	3178.4	0	precursors_only	Acidobacteriota
s__Acidipropionibacterium_jensenii--RS_GCF_000425285.1	3.0571446	2695.8	0	precursors_only	Actinomycetota
s__Acidisoma_sp009765865--RS_GCF_009765865.1	6.3778675	6158.0	1	complete	Pseudomonadota
s__Acidithiobacillus_A_caldus--RS_GCF_000175575.2	2.774390789473684	2908.157894736842	0	absent	Pseudomonadota
s__Acidithiobacillus_B_sulfuriphilus--RS_GCF_003721225.1	2.347071	2404.0	0	absent	Pseudomonadota
s__Acidithiobacillus_ferridurans--RS_GCF_003966655.1	2.7997914444444443	3067.6666666666665	0	absent	Pseudomonadota
s__Acidithiobacillus_sp015100155--RS_GCF_015100155.1	3.2051185	3279.5	0	absent	Pseudomonadota
s__Acidithiobacillus_sp021818125--GB_GCA_021818125.1	2.606681	2950.5	0	absent	Pseudomonadota
s__Acidithiobacillus_sp023229925--GB_GCA_023229925.1	2.4663275	2465.5	0	absent	Pseudomonadota
s__Acidithiobacillus_thiooxidans--RS_GCF_009662475.1	3.5223334347826087	3791.478260869565	0	absent	Pseudomonadota
s__Acidocella_aminolytica--RS_GCF_900129125.1	3.974776	4053.0	1	complete	Pseudomonadota
s__Acidocella_facilis--RS_GCF_000687875.1	3.702913	3519.6666666666665	1	complete	Pseudomonadota
s__Acidocella_sp002255575--GB_GCA_002255575.1	2.8259265	2935.0	1	complete	Pseudomonadota
s__Acidocella_sp003137135--GB_GCA_003137135.1	4.3512615	4336.0	1	complete	Pseudomonadota
s__Acidocella_sp003164135--GB_GCA_003164135.1	3.8363547999999996	4086.4	1	complete	Pseudomonadota
s__Acidocella_sp018971905--GB_GCA_018971905.1	1.857966	2054.5	1	complete	Pseudomonadota
s__Acidoferrum_sp001917435--GB_GCA_001917435.1	4.5004005	4254.0	0	precursors_only	Acidobacteriota
s__Acidoferrum_sp003225295--GB_GCA_003225295.1	7.1881226	6832.8	0	precursors_only	Acidobacteriota
s__Acidomonas_methanolica--RS_GCF_004346035.1	3.632857	3465.2	0	precursors_only	Pseudomonadota
s__Acidothermus_sp023512015--GB_GCA_023512015.1	2.048004	2049.5	0	precursors_only	Actinomycetota
s__Acidovorax_A_oryzae--RS_GCF_000687165.1	4.579168857142857	4310.5	1	complete	Pseudomonadota
s__Acidovorax_A_sp913774625--GB_GCA_913774625.1	4.422625555555556	3960.4444444444443	1	complete	Pseudomonadota
s__Acidovorax_A_sp913774955--GB_GCA_913774955.1	4.727104	4263.333333333333	1	complete	Pseudomonadota
s__Acidovorax_C_sp001725235--RS_GCF_021496925.1	4.612947666666667	4220.666666666667	1	complete	Pseudomonadota
s__Acidovorax_F_monticola--RS_GCF_014489595.1	4.72084	4568.5	1	complete	Pseudomonadota
s__Acidovorax_defluvii--GB_GCA_003268905.1	3.590166214285714	3459.5	1	complete	Pseudomonadota
s__Acidovorax_kalamii--RS_GCF_002245625.1	5.217675	4721.0	1	complete	Pseudomonadota
s__Acidovorax_soli--RS_GCF_900107605.1	3.9233396666666667	3659.0	1	complete	Pseudomonadota
s__Acidovorax_sp000302535--RS_GCF_000302535.1	5.025603285714285	4784.571428571428	1	complete	Pseudomonadota
s__Acidovorax_sp001428665--RS_GCF_001428665.1	6.788636	6262.0	1	complete	Pseudomonadota
s__Aciduliprofundum_boonei--RS_GCF_000025665.1	1.3539661666666667	1532.3333333333333	0	precursors_only	Thermoplasmatota
s__Acidulodesulfobacterium_A_sp021781285--GB_GCA_021781285.1	1.6879923333333333	1866.8333333333333	0	absent	SZUA-79
s__Acidulodesulfobacterium_A_sp021813525--GB_GCA_021813525.1	1.303377	1358.6666666666667	0	absent	SZUA-79
s__Acidulodesulfobacterium_A_sp021822485--GB_GCA_021822485.1	1.301005	1310.0	0	absent	SZUA-79
s__Acidulodesulfobacterium_ferriphilum--GB_GCA_004195035.1	1.7726566000000001	1758.2	0	absent	SZUA-79
s__Acidulodesulfobacterium_sp021798015--GB_GCA_021798015.1	2.2333765	2462.0	0	absent	SZUA-79
s__Acidulodesulfobacterium_sp023381755--GB_GCA_023381755.1	1.1649215	1158.0	0	absent	SZUA-79
s__Acidulodesulfobacterium_sp023489335--GB_GCA_023489335.1	1.88505675	1862.75	0	absent	SZUA-79
s__Acinetobacter_albensis--RS_GCF_900095025.1	3.03352725	2839.0	1	complete	Pseudomonadota
s__Acinetobacter_baumannii_B--RS_GCF_016508585.1	4.169109076923077	3900.923076923077	1	complete	Pseudomonadota
s__Acinetobacter_bereziniae--RS_GCF_000368925.1	4.633282229508197	4396.262295081967	1	complete	Pseudomonadota
s__Acinetobacter_brisouii_A--RS_GCF_008993995.1	3.305991	3308.6666666666665	0	precursors_only	Pseudomonadota
s__Acinetobacter_calcoaceticus--RS_GCF_000368965.1	3.99610948	3752.2	1	complete	Pseudomonadota
s__Acinetobacter_calcoaceticus_C--RS_GCF_900520355.1	3.8284395	3602.25	1	complete	Pseudomonadota
s__Acinetobacter_chengduensis--RS_GCF_003664645.1	3.6692116666666665	3510.0	1	complete	Pseudomonadota
s__Acinetobacter_cumulans--RS_GCF_003024525.3	3.762241	3597.8888888888887	1	complete	Pseudomonadota
s__Acinetobacter_fasciculus--RS_GCF_011058205.1	3.467165	3377.5	1	complete	Pseudomonadota
s__Acinetobacter_gyllenbergii--RS_GCF_000413855.1	4.300769666666667	4098.333333333333	1	complete	Pseudomonadota
s__Acinetobacter_harbinensis--RS_GCF_000816495.1	2.8356556666666664	2716.6666666666665	1	complete	Pseudomonadota
s__Acinetobacter_idrijaensis--GB_GCA_000761495.1	3.2260518	3181.4	1	complete	Pseudomonadota
s__Acinetobacter_indicus--RS_GCF_000488255.1	3.0218920785714287	2867.2642857142855	1	complete	Pseudomonadota
s__Acinetobacter_johnsonii--RS_GCF_000368045.1	3.5010396	3439.5666666666666	1	complete	Pseudomonadota
s__Acinetobacter_kookii--RS_GCF_900096895.1	3.1764985	2988.5	1	complete	Pseudomonadota
s__Acinetobacter_kyonggiensis--RS_GCF_900107285.1	3.5189593333333336	3316.0	1	complete	Pseudomonadota
s__Acinetobacter_lactucae--RS_GCF_001605885.1	3.925169388888889	3674.1111111111113	1	complete	Pseudomonadota
s__Acinetobacter_lwoffii--RS_GCF_000487975.1	3.371758272727273	3219.3636363636365	1	complete	Pseudomonadota
s__Acinetobacter_lwoffii_C--RS_GCF_013343215.1	3.149131375	2977.25	1	complete	Pseudomonadota
s__Acinetobacter_lwoffii_D--RS_GCF_014769185.1	3.3697105	3221.0	1	complete	Pseudomonadota
s__Acinetobacter_lwoffii_F--RS_GCF_024129435.1	3.1462195	2977.5	1	complete	Pseudomonadota
s__Acinetobacter_lwoffii_G--GB_GCA_013530545.1	3.091875	2999.5	1	complete	Pseudomonadota
s__Acinetobacter_nosocomialis--RS_GCF_000368085.1	3.9241780121951217	3753.349593495935	1	complete	Pseudomonadota
s__Acinetobacter_parvus--RS_GCF_000368025.1	2.8371951666666666	2749.6666666666665	1	complete	Pseudomonadota
s__Acinetobacter_pecorum--RS_GCF_014837015.1	3.07121	2953.6	1	complete	Pseudomonadota
s__Acinetobacter_piscicola_A--RS_GCF_015218165.1	4.008270285714286	3916.8571428571427	1	complete	Pseudomonadota
s__Acinetobacter_pittii--RS_GCF_000369045.1	4.007162016666666	3808.5805555555557	1	complete	Pseudomonadota
s__Acinetobacter_pittii_E--RS_GCF_000399685.1	3.7368645	3434.25	1	complete	Pseudomonadota
s__Acinetobacter_proteolyticus--RS_GCF_000367945.1	4.350988	4101.25	1	complete	Pseudomonadota
s__Acinetobacter_pseudolwoffii--RS_GCF_002803605.1	3.1108590689655173	2960.3793103448274	1	complete	Pseudomonadota
s__Acinetobacter_rathckeae--RS_GCF_015627125.1	2.688236	2487.0	0	absent	Pseudomonadota
s__Acinetobacter_seifertii--RS_GCF_000368065.1	4.0930465499999995	3920.325	1	complete	Pseudomonadota
s__Acinetobacter_sp000368265--RS_GCF_000368265.1	3.233084	3045.0	1	complete	Pseudomonadota
s__Acinetobacter_sp000369405--RS_GCF_000369405.1	4.016141	3829.25	1	complete	Pseudomonadota
s__Acinetobacter_sp000632455--RS_GCF_000632455.1	3.26671175	3155.0	1	complete	Pseudomonadota
s__Acinetobacter_sp001626925--GB_GCA_001626925.1	2.080964857142857	2095.714285714286	1	complete	Pseudomonadota
s__Acinetobacter_sp002018365--RS_GCF_002018365.1	3.5075912804878047	3387.0	1	complete	Pseudomonadota
s__Acinetobacter_sp002135205--RS_GCF_002135205.1	3.806983	3653.8333333333335	1	complete	Pseudomonadota
s__Acinetobacter_sp002135245--RS_GCF_016599715.1	3.4172365	3275.125	1	complete	Pseudomonadota
s__Acinetobacter_sp002135315--RS_GCF_002135315.1	3.2615465	3080.0	1	complete	Pseudomonadota
s__Acinetobacter_sp002365595--GB_GCA_002365595.1	3.3568516666666666	3207.6666666666665	1	complete	Pseudomonadota
s__Acinetobacter_sp003105055--RS_GCF_023824315.1	3.40093	3192.5	1	complete	Pseudomonadota
s__Acinetobacter_sp003987695--RS_GCF_022549495.1	3.30911	3334.0	1	complete	Pseudomonadota
s__Acinetobacter_sp009707625--RS_GCF_023158935.1	2.838882	2758.5	1	complete	Pseudomonadota
s__Acinetobacter_stercoris--RS_GCF_900323515.1	4.1247875	3863.0	1	complete	Pseudomonadota
s__Acinetobacter_terrae--RS_GCF_013004375.1	3.401654875	3225.375	1	complete	Pseudomonadota
s__Acinetobacter_tjernbergiae--RS_GCF_000374425.1	3.2326802000000003	3070.4	1	complete	Pseudomonadota
s__Acinetobacter_variabilis--RS_GCF_000369625.1	3.2909652978723405	3175.9148936170213	1	complete	Pseudomonadota
s__Acinetobacter_venetianus--RS_GCF_000368585.1	3.477516863636364	3380.0454545454545	1	complete	Pseudomonadota
s__Actibacterium_B_pelagium--RS_GCF_002285415.1	3.48125	3371.5	1	complete	Pseudomonadota
s__Actinoalloteichus_hoggarensis--RS_GCF_002234535.1	6.5963475	5551.5	0	precursors_only	Actinomycetota
s__Actinobacillus_A_porcitonsillarum--RS_GCF_003101015.1	2.0746605	2015.8333333333333	0	absent	Pseudomonadota
s__Actinobacillus_B_aerogenes--GB_GCA_900637275.1	2.10391	2014.75	0	absent	Pseudomonadota
s__Actinobacillus_equuli--RS_GCF_900636745.1	2.441762	2217.0	0	precursors_only	Pseudomonadota
s__Actinobacillus_lignieresii--RS_GCF_900444945.1	2.2930563857142854	2162.542857142857	0	absent	Pseudomonadota
s__Actinobacillus_suis--RS_GCF_000739435.1	2.4978256153846154	2361.0	0	absent	Pseudomonadota
s__Actinocatenispora_sera--RS_GCF_018324685.1	6.995737	6459.0	0	precursors_only	Actinomycetota
s__Actinokineospora_fastidiosa--RS_GCF_014648415.1	7.0276235	6425.5	0	precursors_only	Actinomycetota
s__Actinomadura_B_viridilutea--GB_GCA_003001795.1	6.7221415	5909.5	1	complete	Actinomycetota
s__Actinomarina_sp000384495--GB_GCA_000384495.1	0.82871	898.3333333333334	0	precursors_only	Actinomycetota
s__Actinomarina_sp002169115--GB_GCA_002169115.2	0.7616145	860.0	0	precursors_only	Actinomycetota
s__Actinomarina_sp002308095--GB_GCA_002308095.1	0.840022	959.5	0	precursors_only	Actinomycetota
s__Actinomarina_sp003213165--GB_GCA_003213165.1	0.984558375	1063.625	0	precursors_only	Actinomycetota
s__Actinomarina_sp003213625--GB_GCA_003213625.1	0.9658983703703703	1055.037037037037	0	precursors_only	Actinomycetota
s__Actinomarina_sp003281085--GB_GCA_003281085.1	0.8456972222222222	926.5555555555555	0	precursors_only	Actinomycetota
s__Actinomarina_sp014239265--GB_GCA_014239265.1	1.0080665	1152.5	0	precursors_only	Actinomycetota
s__Actinomarina_sp014384285--GB_GCA_014384285.1	1.016435	1144.75	0	precursors_only	Actinomycetota
s__Actinomarina_sp902533795--GB_GCA_902533795.1	0.9536205	1045.5	0	precursors_only	Actinomycetota
s__Actinomarina_sp902555985--GB_GCA_902555985.1	0.929918	1013.75	0	precursors_only	Actinomycetota
s__Actinomarina_sp902571385--GB_GCA_902571385.1	0.906844	984.5	0	precursors_only	Actinomycetota
s__Actinomarina_sp902593795--GB_GCA_902593795.1	0.9525766666666666	1043.3333333333333	0	precursors_only	Actinomycetota
s__Actinomarina_sp902595195--GB_GCA_902595195.1	0.901884	1002.0	0	precursors_only	Actinomycetota
s__Actinomarina_sp902604835--GB_GCA_902604835.1	0.9632685	1046.5	0	precursors_only	Actinomycetota
s__Actinomarina_sp902625455--GB_GCA_902625455.1	0.8771258000000001	967.2	0	precursors_only	Actinomycetota
s__Actinomyces_bovis--RS_GCF_900444995.1	2.5842815	2165.5	0	absent	Actinomycetota
s__Actinomyces_bowdenii--RS_GCF_017592395.1	3.1000135	2517.5	0	absent	Actinomycetota
s__Actinomyces_dentalis--RS_GCF_000429225.1	3.428854	2870.5	0	absent	Actinomycetota
s__Actinomyces_denticolens--RS_GCF_002072185.1	2.8507236000000002	2344.0	0	absent	Actinomycetota
s__Actinomyces_gaoshouyii--RS_GCF_002072175.1	2.2957566666666667	1886.0	0	absent	Actinomycetota
s__Actinomyces_gerencseriae--RS_GCF_000429265.1	3.2758315	2767.0	0	precursors_only	Actinomycetota
s__Actinomyces_glycerinitolerans--RS_GCF_900098745.1	3.72899	3096.75	0	absent	Actinomycetota
s__Actinomyces_graevenitzii--RS_GCF_000239695.1	1.98392925	1730.75	0	absent	Actinomycetota
s__Actinomyces_lilanjuaniae--RS_GCF_003606385.1	3.039393	2617.5	0	absent	Actinomycetota
s__Actinomyces_marmotae--RS_GCF_013177295.1	2.3678006000000003	1937.8	0	absent	Actinomycetota
s__Actinomyces_massiliensis--RS_GCF_000269805.1	3.187624	2768.6666666666665	0	absent	Actinomycetota
s__Actinomyces_oris_A--RS_GCF_001553935.1	2.991217	2710.5	0	absent	Actinomycetota
s__Actinomyces_oris_B--RS_GCF_001929375.1	3.08007	2582.0	0	absent	Actinomycetota
s__Actinomyces_oris_E--RS_GCF_005696555.1	2.96819	2719.5	0	absent	Actinomycetota
s__Actinomyces_procaprae--RS_GCF_004798665.1	3.3234535	2769.5	0	absent	Actinomycetota
s__Actinomyces_qiguomingii--RS_GCF_004102025.1	3.923566	3365.0	0	absent	Actinomycetota
s__Actinomyces_ruminicola--RS_GCF_900103885.1	3.105476	2599.0	0	absent	Actinomycetota
s__Actinomyces_slackii--RS_GCF_900637295.1	3.1958	2608.5	0	absent	Actinomycetota
s__Actinomyces_sp000220835--RS_GCF_000220835.1	2.662876	2320.75	0	absent	Actinomycetota
s__Actinomyces_sp002999235--RS_GCF_002999235.1	3.2653405	2486.5	0	absent	Actinomycetota
s__Actinomyces_sp900323545--RS_GCF_900323545.1	3.13109	2583.5	0	absent	Actinomycetota
s__Actinomyces_sp915063485--GB_GCA_915063485.1	1.9972735	1840.75	0	absent	Actinomycetota
s__Actinomyces_trachealis--RS_GCF_015711475.1	2.524341	2188.0	0	absent	Actinomycetota
s__Actinomyces_urogenitalis--RS_GCF_000159035.1	2.655384	2230.0	0	absent	Actinomycetota
s__Actinoplanes_abujensis--RS_GCF_014204895.1	9.2971255	8549.5	0	precursors_only	Actinomycetota
s__Actinoplanes_brasiliensis--RS_GCF_004362215.1	9.696655	8545.0	0	precursors_only	Actinomycetota
s__Actinoplanes_caeruleus--RS_GCF_003751945.1	8.3945465	7764.0	0	precursors_only	Actinomycetota
s__Actinoplanes_lobatus--RS_GCF_014205215.1	10.329609	9399.0	0	precursors_only	Actinomycetota
s__Actinoplanes_lutulentus--RS_GCF_003259845.1	9.862376	8924.5	0	precursors_only	Actinomycetota
s__Actinoplanes_philippinensis--RS_GCF_900113015.1	10.371157	9429.0	0	precursors_only	Actinomycetota
s__Actinoplanes_sp019710575--RS_GCF_019710575.1	10.548989	9769.0	0	precursors_only	Actinomycetota
