gtdb_species_clade_id	gtdb_phylum	pha_class	n_phac_clusters	primary_env	primary_variability
s__Photobacterium_lutimaris--RS_GCF_003025555.1	Pseudomonadota	other_pfam	1	marine	low
s__Photobacterium_malacitanum--RS_GCF_900185615.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Photobacterium_marinum--RS_GCF_000331515.1	Pseudomonadota	other_pfam	1	sediment	moderate
s__Photobacterium_phosphoreum--RS_GCF_002954725.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Photobacterium_piscicola--RS_GCF_900166965.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Photobacterium_profundum--RS_GCF_003026285.1	Pseudomonadota	other_pfam	1	sediment	moderate
s__Photobacterium_rosenbergii--RS_GCF_003026455.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Photobacterium_sanctipauli--RS_GCF_003026495.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Photobacterium_sanguinicancri--RS_GCF_002265265.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Photobacterium_sp003026105--RS_GCF_003026105.1	Pseudomonadota	other_pfam	1	marine	low
s__Photobacterium_sp022129445--RS_GCF_022129445.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Photobacterium_swingsii--GB_GCA_024346715.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Photobacterium_toruni--GB_GCA_024529955.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Phreatobacter_oligotrophus--RS_GCF_003046185.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Phyllobacterium_brassicacearum--RS_GCF_003010955.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Phyllobacterium_calauticae--RS_GCF_019991125.1	Pseudomonadota	other_pfam	1	freshwater	low
s__Phyllobacterium_endophyticum--RS_GCF_003010935.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Phyllobacterium_myrsinacearum--RS_GCF_002980555.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Phyllobacterium_pellucidum--RS_GCF_013327855.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Phyllobacterium_sophorae--RS_GCF_003010965.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Phyllobacterium_sp900472835--RS_GCF_020731415.2	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Phyllobacterium_trifolii--RS_GCF_014192095.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Phyllobacterium_zundukense--RS_GCF_002764115.1	Pseudomonadota	other_pfam	1	soil	high
s__Pigmentiphaga_sp001898625--GB_GCA_001898625.1	Pseudomonadota	other_pfam	1	wastewater_engineered	high
s__Pigmentiphaga_sp002188635--RS_GCF_002188635.1	Pseudomonadota	other_pfam	3	soil	high
s__Pigmentiphaga_sp009360345--GB_GCA_009360345.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Pinirhizobacter_soli--RS_GCF_015905305.1	Pseudomonadota	other_pfam	1	soil	high
s__Pinisolibacter_aquiterrae--RS_GCF_019160155.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Pirellula_staleyi--RS_GCF_000025185.1	Planctomycetota	other_pfam	1	other_unknown	unknown
s__Piscinibacter_sp016706565--GB_GCA_016706565.1	Pseudomonadota	other_pfam	2	wastewater_engineered	high
s__Piscinibacter_sp017983795--GB_GCA_017983795.1	Pseudomonadota	other_pfam	3	wastewater_engineered	high
s__Piscirickettsia_salmonis--RS_GCF_000297215.2	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Planktomarina_sp002683685--GB_GCA_002683685.1	Pseudomonadota	other_pfam	1	marine	low
s__Planktomarina_sp905182455--GB_GCA_905182455.1	Pseudomonadota	other_pfam	1	marine	low
s__Planktomarina_temperata--RS_GCF_000738435.1	Pseudomonadota	other_pfam	2	marine	low
s__Planktophila_sp009699165--GB_GCA_009699165.1	Actinomycetota	other_pfam	1	freshwater	moderate
s__Planktotalea_frisia--RS_GCF_001890925.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Planktotalea_sp000156115--GB_GCA_000156115.1	Pseudomonadota	other_pfam	1	marine	low
s__Planktothricoides_sp001276715--RS_GCF_001276715.1	Cyanobacteriota	other_pfam	1	freshwater	moderate
s__Planktothrix_sp014697575--RS_GCF_014697575.1	Cyanobacteriota	other_pfam	1	other_unknown	unknown
s__Planktothrix_tepida--RS_GCF_900009145.1	Cyanobacteriota	other_pfam	1	other_unknown	unknown
s__Plasticicumulans_sp003962905--GB_GCA_018240295.1	Pseudomonadota	other_pfam	4	wastewater_engineered	high
s__Pleionea_sp013373545--GB_GCA_013373545.1	Pseudomonadota	other_pfam	2	marine	low
s__Plesiomonas_shigelloides--RS_GCF_900087055.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Pokkaliibacter_plantistimulans--RS_GCF_003194385.1	Pseudomonadota	other_pfam	1	soil	high
s__Polaromonas_sp000751355--GB_GCA_000751355.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Polaromonas_sp002256925--GB_GCA_002256925.1	Pseudomonadota	other_pfam	1	wastewater_engineered	high
s__Polaromonas_sp002278925--GB_GCA_002278925.1	Pseudomonadota	other_pfam	3	wastewater_engineered	high
s__Polaromonas_sp002381615--GB_GCA_002381615.1	Pseudomonadota	other_pfam	1	soil	high
s__Polaromonas_sp003711205--RS_GCF_003711205.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Polaromonas_sp015752205--RS_GCF_015752205.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Polaromonas_sp016000195--GB_GCA_016000195.1	Pseudomonadota	other_pfam	2	freshwater	moderate
s__Polaromonas_sp945860515--GB_GCA_945860515.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Polaromonas_sp945878995--GB_GCA_945878995.1	Pseudomonadota	other_pfam	2	freshwater	moderate
s__Polymorphobacter_fuscus--RS_GCF_011927825.1	Pseudomonadota	other_pfam	2	soil	high
s__Polymorphobacter_multimanifer--RS_GCF_014205635.1	Pseudomonadota	other_pfam	3	other_unknown	unknown
s__Polymorphobacter_sp903939555--GB_GCA_903939555.1	Pseudomonadota	other_pfam	4	freshwater	moderate
s__Polynucleobacter_asymbioticus--RS_GCF_000016345.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Polynucleobacter_difficilis--RS_GCF_003065365.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Polynucleobacter_finlandensis--RS_GCF_018881755.1	Pseudomonadota	other_pfam	3	freshwater	moderate
s__Polynucleobacter_kasalickyi--RS_GCF_900176405.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Polynucleobacter_paneuropaeus--RS_GCF_003261235.1	Pseudomonadota	other_pfam	2	freshwater	moderate
s__Polynucleobacter_sp001830325--GB_GCA_001830325.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Polynucleobacter_sp001870365--RS_GCF_018687455.1	Pseudomonadota	other_pfam	2	freshwater	moderate
s__Polynucleobacter_sp001889925--RS_GCF_018881655.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Polynucleobacter_sp002292975--GB_GCA_002292975.1	Pseudomonadota	other_pfam	3	freshwater	moderate
s__Polynucleobacter_sp002359975--GB_GCA_002359975.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Polynucleobacter_sp009923575--RS_GCF_018881775.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Polynucleobacter_sp009927445--GB_GCA_009927445.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Polynucleobacter_sp009928245--RS_GCF_018687475.1	Pseudomonadota	other_pfam	4	freshwater	moderate
s__Polynucleobacter_sp018500105--GB_GCA_018500105.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Polynucleobacter_sp018687495--RS_GCF_018687495.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Polynucleobacter_sp018687535--RS_GCF_018687535.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Polynucleobacter_sp018687675--RS_GCF_018687675.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Polynucleobacter_sp018687735--RS_GCF_018687735.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Polynucleobacter_sp018687935--RS_GCF_018687935.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Polynucleobacter_sp018688335--RS_GCF_018688335.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Polynucleobacter_sp018688495--RS_GCF_018688495.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Polynucleobacter_sp018882215--RS_GCF_018882215.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Polynucleobacter_sp021395205--RS_GCF_021395205.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Polynucleobacter_sp903821995--GB_GCA_903821995.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Polynucleobacter_sp903826775--GB_GCA_903826775.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Polynucleobacter_sp903827075--GB_GCA_903827075.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Polynucleobacter_sp903837335--GB_GCA_903837335.1	Pseudomonadota	other_pfam	2	freshwater	moderate
s__Polynucleobacter_sp903843235--GB_GCA_903843235.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Polynucleobacter_sp903843315--GB_GCA_903843315.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Polynucleobacter_sp903845455--GB_GCA_903845455.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Polynucleobacter_sp903846025--GB_GCA_903846025.1	Pseudomonadota	other_pfam	4	freshwater	moderate
s__Polynucleobacter_sp903867305--GB_GCA_903867305.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Polynucleobacter_sp903871735--GB_GCA_903871735.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Polynucleobacter_sp903875135--GB_GCA_903875135.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Polynucleobacter_sp903880555--RS_GCF_018881925.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Polynucleobacter_sp903889595--GB_GCA_903889595.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Polynucleobacter_sp903935355--GB_GCA_903935355.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Polynucleobacter_sp903944255--GB_GCA_903944255.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Polynucleobacter_sp903944725--GB_GCA_903944725.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Polynucleobacter_sphagniphilus--RS_GCF_001953355.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Polynucleobacter_wuianus--RS_GCF_001659725.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Pontibrevibacter_nitratireducens--RS_GCF_014235845.1	Pseudomonadota	other_pfam	2	marine	low
s__Ponticaulis_sp002338565--GB_GCA_002338565.1	Pseudomonadota	other_pfam	1	marine	low
s__Ponticaulis_sp002723155--GB_GCA_002723155.1	Pseudomonadota	other_pfam	1	marine	low
s__Pontivivens_insulae--RS_GCF_900302495.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Pontixanthobacter_sp020630295--GB_GCA_020630295.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Porticoccus_hydrocarbonoclasticus--RS_GCF_000744735.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Porticoccus_sp002390285--GB_GCA_002390285.1	Pseudomonadota	other_pfam	3	marine	low
s__Porticoccus_sp002707685--GB_GCA_002707685.1	Pseudomonadota	other_pfam	2	marine	low
s__Porticoccus_sp002746985--GB_GCA_002746985.1	Pseudomonadota	other_pfam	2	marine	low
s__Porticoccus_sp006226995--GB_GCA_023261185.1	Pseudomonadota	other_pfam	3	freshwater	moderate
s__Porticoccus_sp018066715--GB_GCA_018066715.1	Pseudomonadota	other_pfam	2	sediment	moderate
s__Povalibacter_sp023423935--GB_GCA_023423935.1	Pseudomonadota	other_pfam	1	animal_associated	low
s__Prauserella_A_endophytica--RS_GCF_005146945.1	Actinomycetota	other_pfam	1	other_unknown	unknown
s__Prauserella_A_marina--RS_GCF_002240355.1	Actinomycetota	other_pfam	1	other_unknown	unknown
s__Prauserella_B_muralis--RS_GCF_003202285.1	Actinomycetota	other_pfam	1	other_unknown	unknown
s__Prauserella_rugosa--RS_GCF_000719975.1	Actinomycetota	other_pfam	1	other_unknown	unknown
s__Prauserella_salsuginis--RS_GCF_024648885.1	Actinomycetota	other_pfam	1	other_unknown	unknown
s__Prevotella_hominis--RS_GCF_004535825.1	Bacteroidota	other_pfam	1	human_associated	low
s__Prevotella_sp900318625--GB_GCA_900318625.1	Bacteroidota	other_pfam	1	animal_associated	low
s__Priestia_D_taiwanensis--RS_GCF_014638355.1	Bacillota	other_pfam	1	other_unknown	unknown
s__Priestia_aryabhattai--RS_GCF_000956595.1	Bacillota	other_pfam	1	other_unknown	unknown
s__Priestia_aryabhattai_A--GB_GCA_024134725.1	Bacillota	other_pfam	1	other_unknown	unknown
s__Priestia_flexa--RS_GCF_001591565.1	Bacillota	other_pfam	1	other_unknown	unknown
s__Priestia_megaterium--RS_GCF_000832985.1	Bacillota	other_pfam	1	other_unknown	high
s__Priestia_zanthoxyli--RS_GCF_009497655.1	Bacillota	other_pfam	1	other_unknown	unknown
s__Propionivibrio_aalborgensis--RS_GCF_900089945.1	Pseudomonadota	other_pfam	5	wastewater_engineered	high
s__Propionivibrio_dominans--GB_GCA_016709335.1	Pseudomonadota	other_pfam	7	wastewater_engineered	high
s__Propionivibrio_sp016705685--GB_GCA_016705685.1	Pseudomonadota	other_pfam	4	wastewater_engineered	high
s__Prosthecomicrobium_A_hirschii--RS_GCF_001305515.1	Pseudomonadota	other_pfam	2	soil	high
s__Protistobacter_heckmanni--GB_GCA_025050535.1	Pseudomonadota	other_pfam	2	freshwater	moderate
s__Pseudacidovorax_intermedius--RS_GCF_003350475.1	Pseudomonadota	other_pfam	2	marine	low
s__Pseudacidovorax_intermedius_A--RS_GCF_001476815.1	Pseudomonadota	other_pfam	1	plant_associated	high
s__Pseudacidovorax_sp900156165--RS_GCF_900156165.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Pseudacidovorax_sp903864295--RS_GCF_021401245.1	Pseudomonadota	other_pfam	2	freshwater	moderate
s__Pseudaminobacter_salicylatoxidans--RS_GCF_003148475.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Pseudaminobacter_sp900116595--RS_GCF_003590645.1	Pseudomonadota	other_pfam	1	other_unknown	high
s__Pseudaquidulcibacter_saccharophilus--RS_GCF_019455445.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Pseudaquidulcibacter_sp002337085--GB_GCA_002337085.1	Pseudomonadota	other_pfam	1	wastewater_engineered	high
s__Pseudaquidulcibacter_sp009773395--GB_GCA_009773395.1	Pseudomonadota	other_pfam	4	freshwater	moderate
s__Pseudoalteromonas_aurantia--RS_GCF_014858725.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Pseudoalteromonas_aurantia_A--RS_GCF_005886875.1	Pseudomonadota	other_pfam	1	marine	low
s__Pseudoalteromonas_elyakovii--GB_GCA_000814665.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Pseudoalteromonas_galatheae--RS_GCF_005886105.2	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Pseudoalteromonas_luteoviolacea--RS_GCF_001625655.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Pseudoalteromonas_luteoviolacea_B--RS_GCF_001625695.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Pseudoalteromonas_luteoviolacea_C--RS_GCF_001696455.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Pseudoalteromonas_luteoviolacea_E--RS_GCF_001625575.1	Pseudomonadota	other_pfam	1	marine	low
s__Pseudoalteromonas_luteoviolacea_F--RS_GCF_001625565.1	Pseudomonadota	other_pfam	1	marine	low
s__Pseudoalteromonas_luteoviolacea_G--RS_GCF_001750165.1	Pseudomonadota	other_pfam	1	marine	low
s__Pseudoalteromonas_luteoviolacea_H--RS_GCF_000814765.1	Pseudomonadota	other_pfam	1	marine	low
s__Pseudoalteromonas_peptidolytica--RS_GCF_012641745.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Pseudoalteromonas_phenolica--RS_GCF_001444405.1	Pseudomonadota	other_pfam	2	marine	low
s__Pseudoalteromonas_phenolica_A--RS_GCF_005886345.1	Pseudomonadota	other_pfam	1	marine	low
s__Pseudoalteromonas_piscicida--RS_GCF_000238315.3	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Pseudoalteromonas_piscicida_A--RS_GCF_002208135.1	Pseudomonadota	other_pfam	1	marine	low
s__Pseudoalteromonas_rubra_A--RS_GCF_000967655.1	Pseudomonadota	other_pfam	1	marine	low
s__Pseudoalteromonas_rubra_D--RS_GCF_005886805.2	Pseudomonadota	other_pfam	1	marine	low
s__Pseudoalteromonas_rubra_E--RS_GCF_005887095.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Pseudoalteromonas_sp001282135--RS_GCF_004014715.1	Pseudomonadota	other_pfam	1	marine	low
s__Pseudoalteromonas_sp002591815--RS_GCF_016695175.1	Pseudomonadota	other_pfam	1	marine	low
s__Pseudoalteromonas_sp002850255--RS_GCF_002850255.1	Pseudomonadota	other_pfam	1	marine	low
s__Pseudoalteromonas_sp003590335--RS_GCF_003590335.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Pseudoalteromonas_viridis--RS_GCF_017742995.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Pseudobacteroides_cellulosolvens--RS_GCF_001262605.1	Bacillota_A	other_pfam	1	other_unknown	unknown
s__Pseudodonghicola_xiamenensis--RS_GCF_000429365.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Pseudoduganella_albidiflava--RS_GCF_004322755.1	Pseudomonadota	other_pfam	1	soil	high
s__Pseudoduganella_buxea--RS_GCF_009720835.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Pseudoduganella_dura--RS_GCF_009727155.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Pseudoduganella_flava--RS_GCF_007830495.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Pseudoduganella_haloabia--GB_GCA_008011715.1	Pseudomonadota	other_pfam	2	marine	low
s__Pseudoduganella_plicata--RS_GCF_004421005.1	Pseudomonadota	other_pfam	3	soil	high
s__Pseudoduganella_sp001191005--RS_GCF_001191005.1	Pseudomonadota	other_pfam	2	sediment	moderate
s__Pseudoduganella_sp001425005--RS_GCF_001425005.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Pseudoduganella_sp024400215--RS_GCF_024400215.1	Pseudomonadota	other_pfam	2	soil	high
s__Pseudoduganella_umbonata--RS_GCF_014192225.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Pseudofulvimonas_gallinarii--RS_GCF_004343305.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Pseudofulvimonas_sp002344355--GB_GCA_002344355.1	Pseudomonadota	other_pfam	2	wastewater_engineered	high
s__Pseudogemmobacter_sp900105075--RS_GCF_900105075.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Pseudogulbenkiania_ferrooxidans--RS_GCF_000174355.1	Pseudomonadota	other_pfam	3	other_unknown	unknown
s__Pseudohalocynthiibacter_aestuariivivens--RS_GCF_018457175.1	Pseudomonadota	other_pfam	2	marine	low
s__Pseudohoeflea_sp002707605--GB_GCA_002707605.1	Pseudomonadota	other_pfam	1	marine	low
s__Pseudolabrys_sp001464835--GB_GCA_001464835.1	Pseudomonadota	other_pfam	1	plant_associated	high
s__Pseudolabrys_sp001899285--GB_GCA_001899285.1	Pseudomonadota	other_pfam	1	wastewater_engineered	high
s__Pseudolabrys_sp003133345--GB_GCA_003133345.1	Pseudomonadota	other_pfam	3	soil	high
s__Pseudolabrys_sp009694265--GB_GCA_009694265.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Pseudolabrys_sp019247925--GB_GCA_019247925.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Pseudolabrys_sp903839845--GB_GCA_903839845.1	Pseudomonadota	other_pfam	3	freshwater	moderate
s__Pseudolabrys_sp903878085--GB_GCA_903878085.1	Pseudomonadota	other_pfam	2	freshwater	moderate
s__Pseudolabrys_sp903885555--GB_GCA_903885555.1	Pseudomonadota	other_pfam	3	freshwater	moderate
s__Pseudolabrys_sp903929045--GB_GCA_903929045.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Pseudoleptotrichia_goodfellowii--RS_GCF_007990505.1	Fusobacteriota	other_pfam	1	human_clinical	low
s__Pseudomaricurvus_alcaniphilus--RS_GCF_011440395.1	Pseudomonadota	other_pfam	1	marine	low
s__Pseudomonas_E_agarici--RS_GCF_900109755.1	Pseudomonadota	other_pfam	3	other_unknown	unknown
s__Pseudomonas_E_alcaligenes--RS_GCF_000467105.1	Pseudomonadota	other_pfam	4	other_unknown	unknown
s__Pseudomonas_E_alcaligenes_A--RS_GCF_900156545.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Pseudomonas_E_alcaliphila--RS_GCF_900101755.1	Pseudomonadota	other_pfam	4	other_unknown	unknown
s__Pseudomonas_E_alcaliphila_B--RS_GCF_001941865.1	Pseudomonadota	other_pfam	2	wastewater_engineered	high
s__Pseudomonas_E_alkylphenolica--RS_GCF_000746525.1	Pseudomonadota	other_pfam	3	soil	high
s__Pseudomonas_E_alliivorans--RS_GCF_017826695.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Pseudomonas_E_allokribbensis--RS_GCF_014863605.1	Pseudomonadota	other_pfam	2	freshwater	moderate
s__Pseudomonas_E_alloputida--RS_GCF_021282585.1	Pseudomonadota	other_pfam	5	other_unknown	unknown
s__Pseudomonas_E_alvandae--RS_GCF_019141525.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Pseudomonas_E_amygdali--RS_GCF_002699855.1	Pseudomonadota	other_pfam	8	other_unknown	unknown
s__Pseudomonas_E_anatoliensis--RS_GCF_017976235.1	Pseudomonadota	other_pfam	2	food	moderate
s__Pseudomonas_E_anguilliseptica--RS_GCF_900105355.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Pseudomonas_E_anguilliseptica_A--RS_GCF_021375795.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Pseudomonas_E_antarctica--RS_GCF_900624995.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Pseudomonas_E_anuradhapurensis--RS_GCF_014269225.2	Pseudomonadota	other_pfam	2	soil	high
s__Pseudomonas_E_arcuscaelestis--RS_GCF_016881005.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Pseudomonas_E_arsenicoxydans--RS_GCF_900103875.1	Pseudomonadota	other_pfam	3	other_unknown	unknown
s__Pseudomonas_E_asgharzadehiana--RS_GCF_019139815.1	Pseudomonadota	other_pfam	2	other_unknown	high
s__Pseudomonas_E_asiatica--RS_GCF_009932335.1	Pseudomonadota	other_pfam	4	other_unknown	low
s__Pseudomonas_E_asplenii--RS_GCF_900105475.1	Pseudomonadota	other_pfam	5	other_unknown	unknown
s__Pseudomonas_E_atacamensis--RS_GCF_004801935.1	Pseudomonadota	other_pfam	2	soil	high
s__Pseudomonas_E_avellanae--RS_GCF_000444135.1	Pseudomonadota	other_pfam	4	other_unknown	unknown
s__Pseudomonas_E_aylmerensis--RS_GCF_001702265.1	Pseudomonadota	other_pfam	2	soil	high
s__Pseudomonas_E_azadiae--RS_GCF_019145355.1	Pseudomonadota	other_pfam	2	soil	high
s__Pseudomonas_E_azerbaijanoccidens--RS_GCF_019145495.1	Pseudomonadota	other_pfam	2	soil	high
s__Pseudomonas_E_azotoformans--RS_GCF_900103345.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Pseudomonas_E_azotoformans_A--RS_GCF_001579805.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Pseudomonas_E_baetica--RS_GCF_002813455.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Pseudomonas_E_bananamidigenes--RS_GCF_001679645.1	Pseudomonadota	other_pfam	2	soil	high
s__Pseudomonas_E_bharatica--RS_GCF_000319305.2	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Pseudomonas_E_bijieensis--RS_GCF_013347965.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Pseudomonas_E_brassicacearum--RS_GCF_008801605.1	Pseudomonadota	other_pfam	2	soil	high
s__Pseudomonas_E_brassicacearum_A--RS_GCF_000585995.1	Pseudomonadota	other_pfam	2	soil	high
s__Pseudomonas_E_brenneri--RS_GCF_007858285.1	Pseudomonadota	other_pfam	3	other_unknown	unknown
s__Pseudomonas_E_canadensis--RS_GCF_000503215.1	Pseudomonadota	other_pfam	2	soil	high
s__Pseudomonas_E_cannabina--RS_GCF_900100365.1	Pseudomonadota	other_pfam	3	other_unknown	unknown
s__Pseudomonas_E_capeferrum--RS_GCF_000731675.1	Pseudomonadota	other_pfam	2	soil	high
s__Pseudomonas_E_capsici--RS_GCF_017165765.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Pseudomonas_E_caricapapayae--RS_GCF_001400735.1	Pseudomonadota	other_pfam	4	other_unknown	unknown
s__Pseudomonas_E_cedrina--RS_GCF_001983175.1	Pseudomonadota	other_pfam	2	other_unknown	moderate
s__Pseudomonas_E_ceruminis--RS_GCF_021602025.1	Pseudomonadota	other_pfam	4	human_clinical	low
s__Pseudomonas_E_chengduensis--RS_GCF_900102635.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Pseudomonas_E_chengduensis_A--RS_GCF_015712065.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Pseudomonas_E_chlororaphis--RS_GCF_003945765.1	Pseudomonadota	other_pfam	3	other_unknown	unknown
s__Pseudomonas_E_chlororaphis_E--RS_GCF_001023535.1	Pseudomonadota	other_pfam	2	soil	high
s__Pseudomonas_E_chlororaphis_F--RS_GCF_003850345.1	Pseudomonadota	other_pfam	2	soil	high
s__Pseudomonas_E_chlororaphis_G--RS_GCF_003731765.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Pseudomonas_E_cichorii--RS_GCF_018343775.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Pseudomonas_E_cichorii_C--RS_GCF_018968705.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Pseudomonas_E_cichorii_D--RS_GCF_015471405.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Pseudomonas_E_composti--RS_GCF_900115475.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Pseudomonas_E_corrugata--RS_GCF_001269905.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Pseudomonas_E_costantinii--RS_GCF_001870435.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Pseudomonas_E_cremoris--RS_GCF_014230465.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Pseudomonas_E_crudilactis--RS_GCF_013433315.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Pseudomonas_E_cuatrocienegasensis--RS_GCF_900110925.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Pseudomonas_E_cyclaminis--RS_GCF_015163715.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Pseudomonas_E_daroniae--RS_GCF_004327285.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Pseudomonas_E_defluvii--RS_GCF_001695625.1	Pseudomonadota	other_pfam	2	wastewater_engineered	high
