gtdb_species_clade_id	n_genomes_with_env	primary_env	n_env_categories	primary_variability	pct_high_var	pct_low_var	phb_status	has_phaC	has_complete_pathway	gtdb_phylum
s__Mesoaciditoga_sp015489955--GB_GCA_015489955.1	2	marine	1	low	0.0	100.0	precursors_only	0	0	Thermotogota
s__Mesobacillus_boroniphilus--RS_GCF_000517385.1	2	other_unknown	1	unknown	0.0	0.0	precursors_only	0	0	Bacillota
s__Mesobacillus_jeotgali--RS_GCF_002874535.1	2	marine	2	low	0.0	50.0	precursors_only	0	0	Bacillota
s__Mesobacillus_oceanisediminis_A--RS_GCF_007678455.1	3	other_unknown	1	unknown	0.0	0.0	precursors_only	0	0	Bacillota
s__Mesobacillus_selenatarsenatis_A--RS_GCF_020422885.1	3	freshwater	3	moderate	33.33333333333333	0.0	precursors_only	0	0	Bacillota
s__Mesobacillus_sp014856545--GB_GCA_014856545.1	2	other_unknown	2	unknown	0.0	50.0	precursors_only	0	0	Bacillota
s__Mesobacillus_sp018613055--GB_GCA_018613055.1	2	other_unknown	1	unknown	0.0	0.0	precursors_only	0	0	Bacillota
s__Mesobacillus_sp018613195--RS_GCF_018613195.1	2	other_unknown	1	unknown	0.0	0.0	precursors_only	0	0	Bacillota
s__Mesobacillus_subterraneus_A--RS_GCF_000934845.1	2	other_unknown	2	unknown	0.0	0.0	precursors_only	0	0	Bacillota
s__Mesobacillus_subterraneus_B--RS_GCF_023715485.1	2	other_unknown	1	unknown	0.0	0.0	precursors_only	0	0	Bacillota
s__Mesocricetibacter_sp905373425--GB_GCA_905373425.1	2	human_clinical	2	low	0.0	50.0	absent	0	0	Pseudomonadota
s__Mesoflavibacter_profundi--RS_GCF_014764305.1	3	other_unknown	1	unknown	0.0	0.0	precursors_only	0	0	Bacteroidota
s__Mesoflavibacter_zeaxanthinifaciens--RS_GCF_000422365.1	4	other_unknown	1	unknown	0.0	0.0	precursors_only	0	0	Bacteroidota
s__Mesomycoplasma_A_molare--RS_GCF_024918955.1	2	other_unknown	1	unknown	0.0	0.0	absent	0	0	Bacillota
s__Mesomycoplasma_dispar--RS_GCF_000941075.1	3	other_unknown	1	unknown	0.0	0.0	absent	0	0	Bacillota
s__Mesomycoplasma_flocculare--RS_GCF_000815065.1	8	other_unknown	2	unknown	0.0	12.5	absent	0	0	Bacillota
s__Mesomycoplasma_hyopneumoniae--RS_GCF_000008205.1	25	other_unknown	1	unknown	0.0	0.0	absent	0	0	Bacillota
s__Mesomycoplasma_hyorhinis--RS_GCF_000383515.1	93	other_unknown	1	unknown	0.0	0.0	absent	0	0	Bacillota
s__Mesomycoplasma_ovipneumoniae--RS_GCF_001951355.1	7	other_unknown	1	unknown	0.0	0.0	absent	0	0	Bacillota
s__Mesomycoplasma_ovipneumoniae_A--RS_GCF_000218525.1	9	other_unknown	1	unknown	0.0	0.0	absent	0	0	Bacillota
s__Mesonia_algae--RS_GCF_003253545.1	2	other_unknown	1	unknown	0.0	0.0	precursors_only	0	0	Bacteroidota
s__Mesonia_mobilis--RS_GCF_000423405.1	3	other_unknown	2	unknown	0.0	33.33333333333333	precursors_only	0	0	Bacteroidota
s__Mesonia_oceanica--RS_GCF_902499555.1	9	other_unknown	2	unknown	0.0	44.44444444444444	precursors_only	0	0	Bacteroidota
s__Mesonia_sp012964435--GB_GCA_012964435.1	2	other_unknown	1	unknown	0.0	0.0	precursors_only	0	0	Bacteroidota
s__Mesoplasma_chauliocola--RS_GCF_002290085.1	2	other_unknown	2	unknown	0.0	50.0	absent	0	0	Bacillota
s__Mesoplasma_coleopterae--RS_GCF_002804245.1	3	other_unknown	1	unknown	0.0	0.0	absent	0	0	Bacillota
s__Mesoplasma_entomophilum--RS_GCF_002804125.1	3	other_unknown	1	unknown	0.0	0.0	absent	0	0	Bacillota
s__Mesoplasma_florum--RS_GCF_000008305.1	10	other_unknown	1	unknown	0.0	0.0	absent	0	0	Bacillota
s__Mesoplasma_grammopterae--RS_GCF_000701525.1	3	other_unknown	1	unknown	0.0	0.0	absent	0	0	Bacillota
s__Mesoplasma_melaleucae--RS_GCF_002804105.1	2	other_unknown	1	unknown	0.0	0.0	absent	0	0	Bacillota
s__Mesorhizobium_G_denitrificans--RS_GCF_003403035.1	2	wastewater_engineered	1	high	100.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_amorphae_B--RS_GCF_001686985.1	2	other_unknown	1	unknown	0.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_australicum--RS_GCF_000230995.2	20	soil	2	high	75.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_caraganae--RS_GCF_016836705.1	3	soil	2	high	66.66666666666666	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_ciceri--RS_GCF_000185905.1	58	soil	3	high	93.10344827586206	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_composti--RS_GCF_004801285.1	2	other_unknown	2	unknown	50.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_defluvii--RS_GCF_004363725.1	2	other_unknown	1	unknown	0.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_erdmanii--RS_GCF_000472705.1	2	other_unknown	1	unknown	0.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_helmanticense--RS_GCF_003034915.1	2	soil	2	high	50.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_japonicum--RS_GCF_000009625.1	21	other_unknown	3	unknown	33.33333333333333	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_jarvisii--RS_GCF_003601985.1	6	other_unknown	2	unknown	16.666666666666664	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_loti--RS_GCF_003148495.1	4	soil	2	high	75.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_loti_B--RS_GCF_013170845.1	2	other_unknown	1	unknown	0.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_loti_D--RS_GCF_013170705.1	4	other_unknown	1	unknown	0.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_lusatiense--RS_GCF_014201615.1	3	other_unknown	2	unknown	33.33333333333333	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_mediterraneum_A--RS_GCF_002284565.1	21	soil	2	high	95.23809523809523	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_muleiense--RS_GCF_900099905.1	61	soil	2	high	90.1639344262295	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_norvegicum--RS_GCF_004919685.1	2	soil	1	high	100.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_opportunistum--RS_GCF_000176035.2	13	soil	2	high	53.84615384615385	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_plurifarium--GB_GCA_000824785.1	7	other_unknown	2	unknown	42.857142857142854	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_qingshengii--RS_GCF_900103325.1	2	other_unknown	2	unknown	50.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_silamurunense--RS_GCF_014843825.1	2	soil	1	high	100.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp000502715--RS_GCF_000502715.1	38	other_unknown	1	unknown	0.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp000502875--RS_GCF_000502875.1	3	soil	2	high	66.66666666666666	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp000513935--RS_GCF_000513935.1	7	soil	2	high	85.71428571428571	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp001425625--RS_GCF_001425625.1	2	other_unknown	1	unknown	0.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp001427025--RS_GCF_001427025.1	2	other_unknown	1	unknown	0.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp001899205--GB_GCA_001899205.1	3	wastewater_engineered	1	high	100.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp002294725--RS_GCF_002294725.1	16	soil	2	high	93.75	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp002294945--RS_GCF_003952525.1	10	soil	2	high	90.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp002294985--RS_GCF_002294985.1	84	soil	2	high	91.66666666666666	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp002295115--RS_GCF_002295115.1	9	soil	2	high	55.55555555555556	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp003952385--RS_GCF_003952385.1	9	soil	1	high	100.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp003952425--RS_GCF_003952425.1	32	soil	1	high	100.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp003952465--RS_GCF_003952465.1	6	soil	1	high	100.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp003952485--RS_GCF_003952485.1	8	soil	1	high	100.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp003952505--RS_GCF_003952505.1	17	soil	1	high	100.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp003996995--RS_GCF_003996995.1	49	soil	2	high	93.87755102040816	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp003997495--RS_GCF_003997495.1	2	soil	1	high	100.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp004010325--RS_GCF_004010325.2	4	soil	1	high	100.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp004016445--RS_GCF_004016445.2	5	soil	1	high	100.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp004017275--GB_GCA_004017275.1	5	soil	1	high	100.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp004017535--GB_GCA_004017535.1	7	soil	1	high	100.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp004020105--RS_GCF_016756595.1	9	soil	2	high	88.88888888888889	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp004020315--GB_GCA_004020315.1	5	soil	1	high	100.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp004020365--GB_GCA_004020365.1	8	soil	1	high	100.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp004020545--GB_GCA_004020545.1	9	soil	1	high	100.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp004020645--GB_GCA_004020645.1	22	soil	1	high	100.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp004020875--GB_GCA_004020875.1	12	soil	1	high	100.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp004022705--RS_GCF_004022705.2	20	soil	1	high	100.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp004136315--RS_GCF_004136315.1	3	other_unknown	2	unknown	0.0	33.33333333333333	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp004791025--RS_GCF_004791025.1	23	soil	1	high	100.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp004791165--RS_GCF_004791165.1	25	soil	1	high	100.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp004791255--GB_GCA_004791255.1	5	soil	1	high	100.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp004791585--RS_GCF_004791585.1	24	soil	1	high	100.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp004962245--GB_GCA_004962245.1	3	soil	1	high	100.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp006439515--RS_GCF_006442545.2	4	soil	1	high	100.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp006440675--RS_GCF_006440675.2	9	soil	1	high	100.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp006440735--RS_GCF_006440735.1	2	soil	1	high	100.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp006440775--RS_GCF_006440775.1	4	soil	1	high	100.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp006442205--RS_GCF_006442205.1	4	soil	1	high	100.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp006442685--RS_GCF_006442975.2	63	soil	2	high	88.88888888888889	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp006442815--RS_GCF_006442815.1	2	soil	1	high	100.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp006442965--RS_GCF_006442965.1	2	soil	1	high	100.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp006658505--RS_GCF_006658505.1	6	soil	1	high	100.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp007003975--RS_GCF_007003975.1	2	soil	1	high	100.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp013170805--RS_GCF_013170805.1	2	other_unknown	1	unknown	0.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp013170825--RS_GCF_013170825.1	3	other_unknown	2	unknown	33.33333333333333	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp020164955--RS_GCF_020164955.1	2	soil	1	high	100.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_sp900472295--GB_GCA_900472295.1	3	other_unknown	1	unknown	0.0	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_temperatum--RS_GCF_002284575.1	3	other_unknown	2	unknown	33.33333333333333	0.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_terrae--RS_GCF_008727715.1	8	human_clinical	4	low	37.5	50.0	complete	1	1	Pseudomonadota
s__Mesorhizobium_wenxiniae--RS_GCF_002284535.1	72	soil	2	high	98.61111111111111	0.0	complete	1	1	Pseudomonadota
s__Mesosutterella_massiliensis--RS_GCF_001182045.1	4	human_clinical	2	low	0.0	100.0	absent	0	0	Pseudomonadota
s__Mesosutterella_multiformis--RS_GCF_003402575.1	15	human_associated	4	low	26.666666666666668	66.66666666666666	absent	0	0	Pseudomonadota
s__Mesosutterella_sp022134585--RS_GCF_022134585.1	2	animal_associated	1	low	0.0	100.0	absent	0	0	Pseudomonadota
s__Mesosutterella_sp902797695--GB_GCA_902797695.1	3	animal_associated	2	low	0.0	100.0	absent	0	0	Pseudomonadota
s__Mesotoga_infera_B--RS_GCF_900157305.1	13	other_unknown	2	unknown	46.15384615384615	0.0	precursors_only	0	0	Thermotogota
s__Mesotoga_prima--RS_GCF_000147715.2	10	other_unknown	3	unknown	30.0	0.0	precursors_only	0	0	Thermotogota
s__Mesotoga_sp002305955--GB_GCA_002305955.1	7	wastewater_engineered	2	high	71.42857142857143	0.0	precursors_only	0	0	Thermotogota
s__Mesotoga_sp002752635--RS_GCF_002752635.1	15	other_unknown	3	unknown	40.0	0.0	precursors_only	0	0	Thermotogota
s__Mesotoga_sp003228205--RS_GCF_003228205.1	5	other_unknown	1	unknown	0.0	0.0	precursors_only	0	0	Thermotogota
s__Mesotoga_sp003664995--RS_GCF_003664995.1	2	other_unknown	2	unknown	0.0	0.0	precursors_only	0	0	Thermotogota
s__Metabacillus_endolithicus--RS_GCF_023078335.1	3	soil	3	high	33.33333333333333	33.33333333333333	complete	1	1	Bacillota
s__Metabacillus_halosaccharovorans--RS_GCF_002019635.1	3	other_unknown	2	unknown	33.33333333333333	0.0	complete	1	1	Bacillota
s__Metabacillus_litoralis_A--RS_GCF_014217835.1	2	soil	1	high	100.0	0.0	complete	1	1	Bacillota
s__Metabacillus_litoralis_B--RS_GCF_003667825.1	4	other_unknown	2	unknown	0.0	25.0	complete	1	1	Bacillota
s__Metabacillus_niabensis_A--RS_GCF_902829255.1	3	other_unknown	1	unknown	0.0	0.0	complete	1	1	Bacillota
s__Metabacillus_schmidteae--RS_GCF_903166545.1	2	human_associated	2	low	0.0	50.0	complete	1	1	Bacillota
s__Metabacillus_sediminilitoris--RS_GCF_009720625.1	2	sediment	1	moderate	0.0	0.0	precursors_only	0	0	Bacillota
s__Metabacillus_weihaiensis--RS_GCF_001889165.1	2	marine	1	low	0.0	100.0	complete	1	1	Bacillota
s__Metalachnospira_gallinarum--GB_GCA_904378045.1	6	other_unknown	3	unknown	0.0	50.0	absent	0	0	Bacillota_A
s__Metalachnospira_sp900546215--GB_GCA_900546215.1	4	human_clinical	1	low	0.0	100.0	precursors_only	0	0	Bacillota_A
s__Metalachnospira_sp900548595--GB_GCA_900548595.1	5	human_clinical	2	low	0.0	100.0	absent	0	0	Bacillota_A
s__Metalachnospira_sp900553995--RS_GCF_018918145.1	6	human_clinical	3	low	0.0	100.0	absent	0	0	Bacillota_A
s__Metalachnospira_sp902406135--GB_GCA_902406135.1	3	human_clinical	2	low	0.0	100.0	absent	0	0	Bacillota_A
s__Metallibacterium_scheffleri--RS_GCF_002077135.1	5	freshwater	3	moderate	0.0	0.0	complete	1	1	Pseudomonadota
s__Metallibacterium_sp021794575--GB_GCA_021794575.1	4	sediment	2	moderate	25.0	0.0	complete	1	1	Pseudomonadota
s__Metallibacterium_sp021827205--GB_GCA_021827205.1	2	sediment	1	moderate	0.0	0.0	complete	1	1	Pseudomonadota
s__Metallococcus_carri--RS_GCF_011440275.1	2	plant_associated	2	high	50.0	0.0	precursors_only	0	0	Actinomycetota
s__Metallosphaera_hakonensis--RS_GCF_003201675.2	2	other_unknown	2	unknown	0.0	0.0	precursors_only	0	0	Thermoproteota
s__Metallosphaera_javensis--GB_GCA_021654415.1	2	other_unknown	1	unknown	0.0	0.0	precursors_only	0	0	Thermoproteota
s__Metallosphaera_sedula--GB_GCA_000016605.1	12	other_unknown	1	unknown	0.0	0.0	precursors_only	0	0	Thermoproteota
s__Metallosphaera_yellowstonensis--RS_GCF_000243315.1	2	other_unknown	2	unknown	0.0	0.0	precursors_only	0	0	Thermoproteota
s__Metalysinibacillus_jejuensis--RS_GCF_003057615.1	2	animal_associated	2	low	0.0	50.0	precursors_only	0	0	Bacillota
s__Metamycoplasma_alkalescens--RS_GCF_900476125.1	3	other_unknown	1	unknown	0.0	0.0	absent	0	0	Bacillota
s__Metamycoplasma_anseris--RS_GCF_000702805.1	2	other_unknown	1	unknown	0.0	0.0	absent	0	0	Bacillota
s__Metamycoplasma_arginini_A--RS_GCF_900660725.1	6	other_unknown	2	unknown	16.666666666666664	0.0	absent	0	0	Bacillota
s__Metamycoplasma_arthritidis--RS_GCF_900660715.1	2	other_unknown	1	unknown	0.0	0.0	absent	0	0	Bacillota
s__Metamycoplasma_cloacale--RS_GCF_900660735.1	3	other_unknown	1	unknown	0.0	0.0	absent	0	0	Bacillota
s__Metamycoplasma_hominis--RS_GCF_000085865.1	55	human_associated	3	low	0.0	90.9090909090909	absent	0	0	Bacillota
s__Metamycoplasma_hyosynoviae--RS_GCF_004365165.1	12	animal_associated	2	low	0.0	66.66666666666666	absent	0	0	Bacillota
s__Metamycoplasma_phocoeninasale--RS_GCF_012934885.1	2	other_unknown	1	unknown	0.0	0.0	absent	0	0	Bacillota
s__Metamycoplasma_salivarium--RS_GCF_900660445.2	5	other_unknown	1	unknown	0.0	0.0	absent	0	0	Bacillota
s__Metamycoplasma_struthionis--RS_GCF_003855455.1	2	other_unknown	1	unknown	0.0	0.0	absent	0	0	Bacillota
s__Metamycoplasma_zalophi--RS_GCF_018914005.1	2	other_unknown	1	unknown	0.0	0.0	absent	0	0	Bacillota
s__Metasolibacillus_fluoroglycofenilyticus--RS_GCF_003049645.1	2	other_unknown	2	unknown	50.0	0.0	precursors_only	0	0	Bacillota
s__Methanarcanum_hacksteinii--GB_GCA_006954405.1	11	animal_associated	4	low	0.0	90.9090909090909	precursors_only	0	0	Thermoplasmatota
s__Methanimicrococcus_blatticola--RS_GCF_004363215.1	3	animal_associated	2	low	0.0	66.66666666666666	precursors_only	0	0	Halobacteriota
s__Methanimicrococcus_sp017613335--GB_GCA_017613335.1	2	animal_associated	1	low	0.0	100.0	precursors_only	0	0	Halobacteriota
s__Methanobacterium_A_sp002067325--GB_GCA_002067325.1	7	other_unknown	3	unknown	14.285714285714285	0.0	precursors_only	0	0	Methanobacteriota
s__Methanobacterium_A_sp002494495--GB_GCA_002494495.1	15	sediment	2	moderate	0.0	0.0	precursors_only	0	0	Methanobacteriota
s__Methanobacterium_A_sp002495625--GB_GCA_002495625.1	2	sediment	1	moderate	0.0	0.0	precursors_only	0	0	Methanobacteriota
s__Methanobacterium_A_sp003166335--GB_GCA_003166335.1	4	soil	1	high	100.0	0.0	precursors_only	0	0	Methanobacteriota
s__Methanobacterium_B_sp000744455--RS_GCF_000744455.1	3	other_unknown	2	unknown	33.33333333333333	0.0	precursors_only	0	0	Methanobacteriota
s__Methanobacterium_B_sp003158115--GB_GCA_003158115.1	5	soil	1	high	100.0	0.0	precursors_only	0	0	Methanobacteriota
s__Methanobacterium_B_sp003162115--GB_GCA_003162115.1	3	soil	1	high	100.0	0.0	precursors_only	0	0	Methanobacteriota
s__Methanobacterium_C_congolense--RS_GCF_900095295.1	2	sediment	2	moderate	0.0	0.0	precursors_only	0	0	Methanobacteriota
s__Methanobacterium_C_sp002498385--GB_GCA_002498385.1	18	sediment	1	moderate	0.0	0.0	precursors_only	0	0	Methanobacteriota
s__Methanobacterium_D_bryantii--RS_GCF_002287175.1	2	other_unknown	1	unknown	0.0	0.0	precursors_only	0	0	Methanobacteriota
s__Methanobacterium_D_sp002505765--GB_GCA_002505765.1	2	other_unknown	2	unknown	0.0	0.0	precursors_only	0	0	Methanobacteriota
s__Methanobacterium_D_veterum--RS_GCF_000745485.1	2	other_unknown	1	unknown	0.0	0.0	precursors_only	0	0	Methanobacteriota
s__Methanobacterium_formicicum--RS_GCF_001316325.1	10	other_unknown	2	unknown	0.0	20.0	precursors_only	0	0	Methanobacteriota
s__Methanobacterium_sp002496805--GB_GCA_002496805.1	4	sediment	1	moderate	0.0	0.0	precursors_only	0	0	Methanobacteriota
s__Methanobacterium_sp012838205--GB_GCA_012838205.1	2	other_unknown	2	unknown	50.0	0.0	precursors_only	0	0	Methanobacteriota
s__Methanobacterium_subterraneum--RS_GCF_002813695.1	11	other_unknown	6	unknown	9.090909090909092	27.27272727272727	precursors_only	0	0	Methanobacteriota
s__Methanobrevibacter_A_gottschalkii--RS_GCF_003814835.1	4	other_unknown	2	unknown	0.0	25.0	precursors_only	0	0	Methanobacteriota
s__Methanobrevibacter_A_millerae_B--GB_GCA_015063005.1	2	animal_associated	1	low	0.0	100.0	precursors_only	0	0	Methanobacteriota
s__Methanobrevibacter_A_oralis--RS_GCF_001639275.1	4	other_unknown	3	low	0.0	50.0	precursors_only	0	0	Methanobacteriota
s__Methanobrevibacter_A_smithii--RS_GCF_000016525.1	49	human_clinical	5	low	2.0408163265306123	83.6734693877551	precursors_only	0	0	Methanobacteriota
s__Methanobrevibacter_A_smithii_A--RS_GCF_023617305.1	16	other_unknown	3	unknown	0.0	31.25	precursors_only	0	0	Methanobacteriota
s__Methanobrevibacter_A_sp017434555--GB_GCA_017434555.1	3	animal_associated	1	low	0.0	100.0	precursors_only	0	0	Methanobacteriota
s__Methanobrevibacter_A_sp900313645--GB_GCA_900313645.1	2	animal_associated	1	low	0.0	100.0	precursors_only	0	0	Methanobacteriota
s__Methanobrevibacter_A_sp900314695--GB_GCA_900314695.1	24	animal_associated	2	low	0.0	87.5	precursors_only	0	0	Methanobacteriota
s__Methanobrevibacter_A_sp900316895--GB_GCA_900316895.1	2	other_unknown	2	unknown	0.0	50.0	precursors_only	0	0	Methanobacteriota
s__Methanobrevibacter_A_sp900317865--GB_GCA_900317865.1	8	animal_associated	2	low	0.0	75.0	precursors_only	0	0	Methanobacteriota
s__Methanobrevibacter_A_sp900319535--GB_GCA_902771225.1	14	animal_associated	2	low	0.0	85.71428571428571	precursors_only	0	0	Methanobacteriota
s__Methanobrevibacter_A_sp900319985--GB_GCA_900319985.1	3	animal_associated	2	low	0.0	66.66666666666666	precursors_only	0	0	Methanobacteriota
s__Methanobrevibacter_A_sp900320515--GB_GCA_900320515.1	8	animal_associated	2	low	0.0	75.0	precursors_only	0	0	Methanobacteriota
s__Methanobrevibacter_A_sp900766745--GB_GCA_900766745.1	3	human_clinical	1	low	0.0	100.0	precursors_only	0	0	Methanobacteriota
s__Methanobrevibacter_A_sp900769095--GB_GCA_900769095.1	7	animal_associated	3	low	0.0	85.71428571428571	precursors_only	0	0	Methanobacteriota
s__Methanobrevibacter_A_sp902770715--GB_GCA_902770715.1	3	animal_associated	1	low	0.0	100.0	precursors_only	0	0	Methanobacteriota
s__Methanobrevibacter_A_sp902785855--GB_GCA_902785855.1	2	animal_associated	1	low	0.0	100.0	precursors_only	0	0	Methanobacteriota
s__Methanobrevibacter_A_sp902789505--GB_GCA_902789505.1	2	animal_associated	1	low	0.0	100.0	precursors_only	0	0	Methanobacteriota
s__Methanobrevibacter_A_thaueri--RS_GCF_003111625.1	4	animal_associated	1	low	0.0	100.0	precursors_only	0	0	Methanobacteriota
s__Methanobrevibacter_A_woesei--RS_GCF_003111605.1	5	animal_associated	2	low	0.0	100.0	precursors_only	0	0	Methanobacteriota
s__Methanobrevibacter_B_boviskoreani--RS_GCF_000320505.1	9	animal_associated	2	low	0.0	66.66666666666666	precursors_only	0	0	Methanobacteriota
s__Methanobrevibacter_B_sp900314605--GB_GCA_900314605.1	9	animal_associated	2	low	0.0	77.77777777777779	precursors_only	0	0	Methanobacteriota
s__Methanobrevibacter_C_arboriphilus--RS_GCF_002072215.1	2	other_unknown	1	unknown	0.0	0.0	precursors_only	0	0	Methanobacteriota
s__Methanobrevibacter_C_arboriphilus_A--RS_GCF_019669925.1	5	other_unknown	1	unknown	0.0	0.0	precursors_only	0	0	Methanobacteriota
s__Methanobrevibacter_olleyae--RS_GCF_900114585.1	2	other_unknown	1	unknown	0.0	0.0	precursors_only	0	0	Methanobacteriota
s__Methanobrevibacter_ruminantium_A--GB_GCA_004553595.1	6	animal_associated	1	low	0.0	100.0	precursors_only	0	0	Methanobacteriota
s__Methanobrevibacter_sp016838945--GB_GCA_016838945.1	2	other_unknown	1	unknown	0.0	0.0	precursors_only	0	0	Methanobacteriota
s__Methanobrevibacter_sp900314635--GB_GCA_900314635.1	19	animal_associated	2	low	0.0	89.47368421052632	precursors_only	0	0	Methanobacteriota
s__Methanobrevibacter_sp902774685--GB_GCA_902774685.1	2	animal_associated	1	low	0.0	100.0	precursors_only	0	0	Methanobacteriota
s__Methanobrevibacter_sp902784195--GB_GCA_902784195.1	7	animal_associated	1	low	0.0	100.0	precursors_only	0	0	Methanobacteriota
s__Methanocalculus_alkaliphilus--RS_GCF_024170505.1	2	freshwater	2	moderate	0.0	0.0	precursors_only	0	0	Halobacteriota
s__Methanocalculus_sp003838065--GB_GCA_003838065.1	2	freshwater	1	moderate	0.0	0.0	precursors_only	0	0	Halobacteriota
s__Methanocalculus_sp003838185--RS_GCF_024170265.1	4	freshwater	2	moderate	0.0	0.0	precursors_only	0	0	Halobacteriota
s__Methanocalculus_sp9912u--GB_GCA_013329165.1	3	other_unknown	2	unknown	33.33333333333333	0.0	precursors_only	0	0	Halobacteriota
s__Methanocaldococcus_A_villosus--RS_GCF_000371805.1	2	marine	1	low	0.0	100.0	precursors_only	0	0	Methanobacteriota
s__Methanocaldococcus_jannaschii--RS_GCF_000091665.1	2	other_unknown	1	unknown	0.0	0.0	precursors_only	0	0	Methanobacteriota
s__Methanocaldococcus_sp902827205--GB_GCA_902827205.1	2	other_unknown	1	unknown	0.0	0.0	precursors_only	0	0	Methanobacteriota
s__Methanocella_conradii--RS_GCF_000251105.1	2	other_unknown	1	unknown	0.0	0.0	precursors_only	0	0	Halobacteriota
s__Methanococcoides_methylutens--RS_GCF_000765475.1	2	other_unknown	2	unknown	0.0	50.0	precursors_only	0	0	Halobacteriota
