#Annotated with Bakta (v1.12.0): https://github.com/oschwengers/bakta
#Database (v6.0): https://doi.org/10.5281/zenodo.4247252
ID	Length	Gene	Product	EC	GO	COG	RefSeq	UniParc	UniRef
NZ_JANGBF010000094.1_1	102		hypothetical protein						
JVZA01000003.1_53	34		hypothetical protein						
PVUI01000008.1_126	43		hypothetical protein						
NZ_LHVI01000028.1_275	375		Leucine-binding protein domain-containing protein						UniRef50_A0A919LVJ6
NZ_VDVH01000217.1_1	83		hypothetical protein						
NZ_KV880769.1_2780	51		hypothetical protein						
NZ_WFKC01000013.1_31	326		TauD/TfdA-like domain-containing protein						UniRef50_A0A9W7NIU7
NZ_CP022764.1_870	395		Putative 8-amino-7-oxononanoate synthase						UniRef50_Q7DD75
NZ_NCQE01000042.1_1	98		hypothetical protein						
NZ_BGLB01000004.1_13	456		Peptidase						UniRef50_A0A1S2DHG5
NZ_LHVJ01000030.1_134	103		hypothetical protein						
NZ_AQPL01000052.1_1	565	recN	DNA repair protein RecN						UniRef50_A0A0K1ZI72
NZ_JACARN010000075.1_26	461		2-aminoadipate transaminase						UniRef50_A0A5E7A684
NZ_CP010595.1_1834	125		hypothetical protein						
NZ_FMYA01000007.1_102	169		Major tail tube protein						UniRef50_A0A1H0BDF0
NZ_BPVB01000267.1_1	35		hypothetical protein						
NZ_GG699620.1_1	176		hypothetical protein						
NZ_CABGNM010000091.1_1	83		hypothetical protein						
NZ_JAHBDI010000011.1_386	377		MnmC_1 protein						UniRef50_A0A0D0RW42
NZ_FOJM01000005.1_170	793		ABC-type antimicrobial peptide transport system permease subunit						UniRef50_A0A127VKM4
NZ_CP038438.1_4777	397		Elongation factor Tu						UniRef50_P09591
NZ_CAAGVJ010000013.1_55	285		HNH nuclease domain-containing protein						UniRef50_S1Q7G9
NZ_CP032345.1_2407	232		Cation transporter						UniRef50_A0A235H6E6
NZ_CP097108.1_2107	39		hypothetical protein						
JQNA01000001.1_1633	210		Dephospho-CoA kinase						UniRef50_A0A7Z2GJ31
NZ_NBAI01000087.1_6	76	triH	TriH protein						UniRef50_A0A0P9SCZ7
NZ_CP068285.1_3052	934	secA	Protein translocase subunit SecA 1						UniRef50_Q2Y647
NZ_JAFHMC010000152.1_10	152		hypothetical protein						
BBKD01000189.1_6	69		hypothetical protein						UniRef50_A0A376F9P7
NZ_VLLU01000850.1_1	71		hypothetical protein						
NZ_CP021235.1_3001	107		hypothetical protein						
NZ_AKJE01000108.1_17	505		TIGR03752 family integrating conjugative element protein						UniRef50_Q1LKU8
NZ_JAFGYZ010000003.1_84	308		Homocysteine S-methyltransferase						UniRef50_Q3KCI5
NZ_NOWT01000007.1_5	522		Lysine--tRNA ligase						UniRef50_A7HQ72
NZ_BRIO01000640.1_1	78		hypothetical protein						
NZ_JANUTV010000001.1_25	255		hypothetical protein						
NZ_JH600545.1_63	281		hypothetical protein						
NZ_JAEILH010000020.1_119	89		hypothetical protein						
NZ_LDET01000037.1_13	114		Serine/threonine-protein kinase B						UniRef50_A0A125QGN1
NZ_KN639176.1_3265	251	moeB	Molybdopterin biosynthesis MoeB protein						UniRef50_Q9HVC9
NZ_JAIOKF010000045.1_1	40		hypothetical protein						
NZ_VCDZ01000062.1_4	576	ompA	OmpA family protein						UniRef50_A0A377L9R2
NZ_CP056451.1_4057	30		hypothetical protein						
NZ_SWGZ01000024.1_50	290		hypothetical protein						
NZ_FKAK01000001.1_241	86		Phage protein						UniRef50_E7C9R6
NC_023064.1_5587	363		Anhydro-N-acetylmuramic acid kinase						UniRef50_Q88QQ4
RZUZ01000219.1_10	357	urtC	Urea ABC transporter permease subunit UrtC						UniRef50_A8AGS9
NZ_JAFLXG010000009.1_117	231	czcR	Transcriptional activator protein CzcR						UniRef50_Q44006
NZ_JYHW01000034.1_114	37		hypothetical protein						
NZ_VKSH01000626.1_1	72		hypothetical protein						
NZ_RBVC01000053.1_151	238		Fe2OG dioxygenase domain-containing protein						UniRef50_A0A0H3LBZ3
NZ_MIND01000018.1_2095	328		Tyr recombinase domain-containing protein						UniRef50_A0A2S3WBP1
NZ_RBTV01000104.1_1	46		hypothetical protein						
MLEU01000029.1_55	240		Kynurenine formamidase						UniRef50_A0A380PQ51
NZ_CABVHZ010000005.1_141	119		cbb3-type cytochrome c oxidase subunit I						UniRef50_UPI000EDD5A40
NZ_JANUKZ010000001.1_526	424		hypothetical protein						
NZ_JH600575.1_2	166		hypothetical protein						
NZ_CP099600.1_1308	165		DUF2442 domain-containing protein						UniRef50_A0A1I0G3R7
NZ_JADZGO010000021.1_3765	181		Cupin type-2 domain-containing protein						UniRef50_A0A3M4VVR6
NZ_CABVJH010000004.1_413	36		hypothetical protein						
NZ_LKEF01000002.1_72	214		hypothetical protein						
NZ_JXNZ01000010.1_10	303		Restriction endonuclease						UniRef50_A0A2L1J9I5
NZ_CABVHX010000020.1_39	119		hypothetical protein						
NZ_CP103375.1_2809	192		hypothetical protein						UniRef50_A4VC19
NZ_CP045701.2_1879	506		Uracil permease						UniRef50_A0A3M3EPD1
JACNQL010000005.1_127	147		dATP pyrophosphohydrolase, MutT-like						UniRef50_D3VEU4
NZ_PIEJ01001060.1_1	133		hypothetical protein						
NZ_JACASB010000044.1_87	153		Head completion/stabilization protein						UniRef50_A0A0C5DZX6
NZ_JAEIKQ010000126.1_1	1089		Type IV secretion protein Rhs						UniRef50_A0A263NL01
NZ_CP025979.1_2187	33		hypothetical protein						
DYTS01000062.1_1	1578		non-ribosomal peptide synthetase						UniRef50_UPI000FC4031D
NZ_FMXV01000020.1_106	266		Transport permease protein						UniRef50_Q9HTB8
NZ_FONH01000010.1_47	264		Indole-3-glycerol phosphate synthase						UniRef50_A4SV52
NZ_CP080411.1_2354	336		Photosynthesis system II assembly factor Ycf48/Hcf136-like domain-containing protein						UniRef50_A0A1E5IZA6
NZ_SOPK01000087.1_1	268		hypothetical protein						
NZ_CABGZJ010000064.1_1	268		hypothetical protein						
NZ_CP038001.1_2242	496		Phenylacetaldehyde dehydrogenase						UniRef50_O06837
RZVZ01000348.1_1	226		hypothetical protein						
NZ_CP021832.1_176	148		hypothetical protein						UniRef50_A0A0T6XJF5
NZ_POHW01000024.1_44	418		Isocitrate dehydrogenase [NADP] 1						UniRef50_A0A5A4WIX0
JAINAO010000011.1_34	167		hypothetical protein						
NZ_JALJWN010000001.1_1830	109		Thioredoxin						UniRef50_E0SKQ9
MCNJ01000032.1_35	185		hypothetical protein						
NZ_CAJVQH010000004.1_213	600		3-methylmercaptopropionyl-CoA dehydrogenase						UniRef50_A0A5E6P7M7
NZ_JABWQV010000219.1_10	85		Phage tail assembly chaperone-like domain-containing protein						UniRef50_A0A7X9Y8Y6
NZ_CABVIE010000035.1_6	356		dTDP-glucose 4,6-dehydratase						UniRef50_A0A4U9U1U2
NZ_CABVIB010000018.1_3	427		hypothetical protein						
NZ_RBUU01000047.1_6	1559		DNA primase						UniRef50_A0A0P9SG23
NCHA01000009.1_50	746		peptidoglycan glycosyltransferase						UniRef50_A0A4U9V907
NZ_JYHW01000001.1_224	246	ompR	DNA-binding dual transcriptional regulator OmpR						UniRef50_A0A4U9CW60
NZ_CP069599.1_589	478		Coniferyl aldehyde dehydrogenase						UniRef50_O86447
NZ_VLNF01000590.1_1	79		hypothetical protein						
NZ_BJNJ01000211.1_1	108		hypothetical protein						
NZ_CABVJA010000004.1_169	62		Serine kinase/phosphatase						UniRef50_A0A191YXE0
NZ_MBDT01000014.1_80	71		hypothetical protein						
NZ_UNWH01000033.1_2	193		hypothetical protein						
NZ_JUYL01000074.1_3	72		Cytoplasmic protein						UniRef50_U3TTY8
NZ_JAGGPV010000005.1_43	145		DUF2007 domain-containing protein						UniRef50_A0A0Q4GN34
NZ_CABDWI010000001.1_1	53		hypothetical protein						
JYFZ02000001.1_1079	536	entE	(2,3-dihydroxybenzoyl)adenylate synthase EntE	2.5.1.-,2.7.7.58,6.3.2.14					UniRef50_P10378
NZ_FKYQ01000001.1_488	159		DUF2829 domain-containing protein						UniRef50_A0A0Q4J769
NZ_PHHE01000001.1_3275	235		HAD-IA family hydrolase						UniRef50_A0A7X2BPQ9
AJXH01000409.1_2	329		hypothetical protein						
NZ_JABZEJ010000001.1_2877	85		hypothetical protein						
NZ_CP059738.1_4705	205		Resolvase/invertase-type recombinase catalytic domain-containing protein						UniRef50_A0A0P7Y3D9
NZ_JAGGOH010000003.1_256	194		DUF72 domain-containing protein						UniRef50_A0AAP7FN64
NZ_FNSU01000003.1_1952	258		ABC transmembrane type-1 domain-containing protein						UniRef50_A0A0C5E277
NZ_UWFI01000343.1_1	132		hypothetical protein						
NZ_MTLB01000010.1_101	207		M48 family metallopeptidase						UniRef50_UPI001E38EE78
NZ_JAEKFL010000002.1_883	182		Phosphinothricin N-acetyltransferase						UniRef50_D3KZ21
NZ_JANLGV010000013.1_111	146		hypothetical protein						
AEMF01000001.1_3807	125		hypothetical protein						
NZ_CP022364.1_826	98		Nitrogen fixation protein						UniRef50_D3NWW0
NZ_NAJR01000005.1_26	73		hypothetical protein						
NZ_CP021762.1_2723	202		Glutathione S-transferase						UniRef50_A0A4S1E7M3
NZ_CABMNO010000001.1_329	84		hypothetical protein						
NZ_PCQM01000032.1_38	87		DUF2790 domain-containing protein						UniRef50_A0A3M3EX25
NZ_RJUQ01000018.1_184	286		hypothetical protein						
NZ_RBSF01000178.1_2	101		hypothetical protein						
RZVX01001046.1_1	112		hypothetical protein						
NZ_CABVHW010000014.1_128	287		Elongation factor Ts						UniRef50_A1U3Q3
NZ_JAMXYJ010000004.1_90	163		Ead/Ea22-like family protein						UniRef50_A0A5W4NRK2
LR890742.1_18	65		hypothetical protein						
NZ_AKJV01000007.1_44	603		Peptidase S9 prolyl oligopeptidase catalytic domain-containing protein						UniRef50_A0A0P9ZD17
NZ_JQGJ02000003.1_428	434	dadA	D-amino acid dehydrogenase						UniRef50_B1M860
NZ_PDJN01000001.1_517	408		ATP-grasp domain-containing protein						UniRef50_I4MZQ9
NZ_CABVIO010000008.1_235	193		Thioredoxin domain-containing protein						UniRef50_W1NC27
NZ_VKSX01000654.1_1	73		hypothetical protein						
NZ_FNZL01000007.1_86	235	gntR	GntR family transcriptional regulator						UniRef50_A0A0Q5ELX7
NZ_RPIV01000026.1_1	233		FAD-binding PCMH-type domain-containing protein						UniRef50_A0A4D4KMJ1
NZ_JALJWB010000001.1_1744	541	ctpH	Methyl-accepting chemotaxis protein CtpH						UniRef50_G3XDA3
NZ_ANJG01000223.1_6	67		hypothetical protein						
NZ_AGFJ01000398.1_2	300	insK	Transposase InsK for insertion sequence element IS150						UniRef50_A0AA37HKN5
NZ_JACARY010000006.1_42	148		DUF4354 domain-containing protein						UniRef50_A0A2K9D210
NZ_LRBZ01000130.1_9	36		hypothetical protein						
NZ_LHUX01000012.1_522	299		Putative glucose-6-phosphate 1-epimerase						UniRef50_A0A379ILW1
NZ_JACNDZ010000028.1_14	221		Putative permease of ABC transporter						UniRef50_D5BQ53
RPUE01000054.1_2	85		hypothetical protein						
NZ_WHOR01000224.1_6	78		UPF0434 protein NMB0674						UniRef50_Q7DDM0
NZ_CP017951.1_2786	179		Small integral membrane protein						UniRef50_A0AA89X721
NZ_RPLA01000049.1_66	134		hypothetical protein						
NZ_CP079827.1_3511	229		hypothetical protein						
NZ_CP103420.1_638	198		Tail fiber assembly protein						UniRef50_A0A743Z823
NZ_CP062804.1_2295	183		hypothetical protein						
NZ_BRHN01000722.1_1	76		hypothetical protein						
NZ_CP099599.1_5216	320		HTH lysR-type domain-containing protein						UniRef50_A0A0F9YHI8
NZ_BDJA01000006.1_10	268		hypothetical protein						
NZ_VLMX01000037.1_1	101		hypothetical protein						
NZ_CP022774.1_1332	266		hypothetical protein						
SPUY01000038.1_49	769		histidine kinase						UniRef50_Q9I019
DBUN01000286.1_56	219		Polar amino acid transport system permease protein						UniRef50_A0A1H7AA85
NZ_RPMD01000124.1_8	316		hypothetical protein						
JALIHQ010000006.1_45	296		Restriction endonuclease						UniRef50_A0A2D1QLC8
NZ_MULM01000185.1_154	74		hypothetical protein						
BQGC01000279.1_1	152		hypothetical protein						
NZ_JAIFYD010000018.1_85	189		hypothetical protein						
NZ_CP080412.1_295	144		Cytochrome c domain-containing protein						UniRef50_A9KX31
CAJKOM010000076.1_13	116		Secreted protein						UniRef50_A0A1B7IV55
NZ_CP078756.1_2471	957	vasK	Type VI secretion protein VasK						UniRef50_R8WT75
NZ_JAKZHE010000107.1_1	90		hypothetical protein						
NZ_JALPTD010000037.1_25	286		Type III effector protein						UniRef50_A0A0Q8B5Q6
NZ_CABVJE010000005.1_213	298		HTH lysR-type domain-containing protein						UniRef50_A0A3M3DZB1
NZ_PXJY01000118.1_1	107		hypothetical protein						
NZ_JACWON010000017.1_72	54		hypothetical protein						
NZ_CABVIR010000001.1_842	339		Branched-chain-amino-acid aminotransferase						UniRef50_T2SEC1
NZ_JAEFBF010000050.1_14	59		hypothetical protein						
NZ_VKUK01000436.1_1	86		hypothetical protein						
NZ_VLLU01000857.1_1	71		hypothetical protein						
NZ_CM001978.1_1391	298		hypothetical protein						
NZ_JACHEC010000001.1_784	407		hypothetical protein						
NZ_MULM01000176.1_30	146		Ohr family peroxiredoxin						UniRef50_A0A375FRF3
NZ_AXBP01000016.1_149	216		Chloramphenicol acetyltransferase						UniRef50_A0A1X9YRS1
NZ_UNVA01000027.1_3	218		Inner membrane protein						UniRef50_A0A5W3L7B1
NZ_VLMO01000250.1_1	88		hypothetical protein						
NZ_LKCE01000012.1_215	248		hypothetical protein						
NZ_AKJS01000035.1_11	181		Pilus assembly protein						UniRef50_A0A285Z0M6
NZ_RQRS01000003.1_238	442		Gliding motility-associated lipoprotein						UniRef50_A0A4V2MJ86
NZ_VNTF01000902.1_1	115		IS4 orf						UniRef50_A0A2X2ILK3
NZ_ACHU02000746.1_1	35		hypothetical protein						
NZ_LPOS01000030.1_41	185		Single-stranded DNA-binding protein						UniRef50_A0A4P7KZF4
DXOL01000047.1_26	171		hypothetical protein						
NZ_POFV01000001.1_3	494		Cu(I)/Ag(I) efflux system membrane fusion protein						UniRef50_A0A4R6FVL2
NZ_SEUB01000003.1_481	314	lysR	DNA-binding transcriptional LysR family regulator						UniRef50_A0A839T0W7
NZ_JAMJIV010000001.1_142	159		N-acetyltransferase						UniRef50_A0A522EYU1
NZ_PDIE01000015.1_351	247		Mannose-1-phosphate guanylyltransferase						UniRef50_A0A376RI42
NZ_CP032324.1_330	146		hypothetical protein						
NZ_CP080420.1_686	313	eamA	EamA domain-containing protein						UniRef50_D4ZFY0
NZ_LT963395.1_1516	261	ycfH	Uncharacterized deoxyribonuclease YcfH						UniRef50_A0A024HJN2
NZ_FNOX01000002.1_501	146		hypothetical protein						
NZ_CP097529.1_2441	81		hypothetical protein						
NZ_POFT01000033.1_59	326		Integrase catalytic domain-containing protein						UniRef50_A0A3M3BHI0
NZ_RBPY01000109.1_1	32		hypothetical protein						
NZ_CP087176.1_5250	93		hypothetical protein						UniRef50_A0A0S8YM39
NZ_QRZK01000032.1_26	233		DNA alkylation repair protein						UniRef50_A0A1F0I3E7
NZ_JUSQ01000002.1_42	169		hypothetical protein						
CAIZUG010000016.1_11	547	eptA	Phosphoethanolamine transferase EptA						UniRef50_P30845
NZ_JACMZU010000024.1_2	548		putative malate:quinone oxidoreductase						UniRef50_A4WCM3
NZ_LDBI01000005.1_79	186		hypothetical protein						
NZ_LGLQ01000151.1_8	140		hypothetical protein						
NZ_JAEKCV010000013.1_60	813	quiP	Acyl-homoserine lactone acylase QuiP						UniRef50_Q9I4U2
JAGONW010000010.1_100	76		hypothetical protein						
NZ_AP017469.1_406	164		hypothetical protein						UniRef50_G9Y8L0
NZ_WKAA01000060.1_1	105		hypothetical protein						
NZ_JABXGA010000253.1_1	50		hypothetical protein						
NZ_AKJV01000010.1_10	487	lysM	LysM domain-containing protein						UniRef50_A0A917UVF5
NZ_MDCY01000116.1_1	84		hypothetical protein						
NZ_JANUNN010000001.1_316	315		hypothetical protein						
NZ_JABFMS010000002.1_220	347		O-antigen chain length regulator						UniRef50_J2YDI6
NZ_JABWNR020000186.1_1	37		hypothetical protein						
NZ_JAFHYE010000006.1_68	248		Acetoacetyl-CoA reductase						UniRef50_Q3JJT1
NZ_JVQN01000269.1_11	259		Deoxyribose-phosphate aldolase						UniRef50_P0A6L0
NZ_CP017852.1_42	127	traM	Relaxosome protein TraM						UniRef50_P18807
NZ_CABVHI010000009.1_17	58		Secreted protein						UniRef50_A0A0R3A7P1
NZ_CP027755.1_3797	600		ABC-type xenobiotic transporter						UniRef50_A0A9X1BKX6
NZ_CP023314.2_1380	176		Ubiquinol-cytochrome c chaperone domain-containing protein						UniRef50_Q9A8I7
NZ_JANUEL010000006.1_309	384		hypothetical protein						
NZ_CABVJD010000002.1_572	144		hypothetical protein						
NZ_MTYR01000070.1_25	43		hypothetical protein						
NZ_CP066169.2_2890	114		hypothetical protein						
NZ_LHVI01000023.1_229	146		Universal stress protein						UniRef50_A0A3M4VRX7
NZ_CABVHI010000010.1_86	221	tetR	Transcriptional regulator, TetR family						UniRef50_E4PI73
NZ_UGUS01000002.1_5639	459		hypothetical protein						
JAIHLZ010000032.1_44	177		hypothetical protein						
NZ_CP025262.1_4714	55		Rubredoxin						UniRef50_A0A6J4EFA0
NZ_RBRB01000208.1_1	126		hypothetical protein						
NZ_BMIL01000008.1_51	423		DUF1343 domain-containing protein						UniRef50_A0A179DFR8
NZ_PXKM01000194.1_1	53		hypothetical protein						
DOQA01000027.1_11	197		hypothetical protein						
NZ_CBZM010000106.1_1	200		hypothetical protein						
NZ_JXCQ01000041.1_25	162	phzB	Phenazine biosynthesis protein PhzB						UniRef50_Q51788
NZ_JAKMVC010000007.1_37	190	ycaC	Putative hydrolase YcaC						UniRef50_A0A5E7AJ84
NZ_LYSO01000002.1_36	68		hypothetical protein						
CAIYKJ010000306.1_1	251		Triosephosphate isomerase						UniRef50_P95576
NZ_JAHCZG010000007.1_6	818		AAA+ ATPase domain-containing protein						UniRef50_A0A1S2D4E7
NZ_CP026092.2_2465	142		hypothetical protein						
NZ_PVNC01000005.1_415	196		NADH-dependent flavin reductase						UniRef50_A0A6J5AEL9
NZ_PCPN01000021.1_47	170		Secretion system X translation initiation factor						UniRef50_A0A0F4T3D1
NC_017574.1_1391	469		3-isopropylmalate dehydratase large subunit						UniRef50_A1AW36
NZ_JTCF02000070.1_65	174		Transcriptional regulator						UniRef50_A0A6G6ARP1
NZ_RPMO01000253.1_9	22		hypothetical protein						
NZ_LCZB01000057.1_20	575	shlB	Hemolysin transporter protein ShlB						UniRef50_A0A5E7FRD1
NZ_PDIF01000047.1_13	537		hypothetical protein						
NZ_RBTU01000230.1_1	92		hypothetical protein						
NZ_SGSE01000082.1_5	200		IS2 insertion element transposase InsAB						UniRef50_A0A376LP62
NZ_RPLW01000229.1_1	63		hypothetical protein						
NZ_JAMHKC010000012.1_2445	273		hypothetical protein						
NZ_JABWNW020000008.1_123	761		Multidomain glycosyltransferase						UniRef50_A0A182BC09
NZ_CABVJD010000014.1_123	472		Short chain fatty acid transporter						UniRef50_A0A2J7Z2E5
NZ_LJQQ01000085.1_1	52		hypothetical protein						
NZ_JAJLJF010000040.1_36	767		Protein CR006 P-loop domain-containing protein						UniRef50_B8GSP5
NZ_CP039340.1_600	374		hypothetical protein						
NZ_CP012831.1_897	694		DUF6311 domain-containing protein						UniRef50_A0A024E899
JQNA01000001.1_1185	321		Serine racemase						UniRef50_A0A212JEJ1
NZ_JACWOX010000009.1_67	163		hypothetical protein						
NZ_JAMXKQ010000149.1_2	40		hypothetical protein						
NZ_JAKIVH010000001.1_2063	230	rutB	Ureidoacrylate amidohydrolase RutB						UniRef50_A0A679K516
NZ_CP066875.1_24	72		hypothetical protein						
NZ_JABXQP010000001.1_4296	238		hypothetical protein						
NZ_PIEQ01001018.1_2	50		hypothetical protein						
NZ_VLMM01000868.1_1	81		hypothetical protein						
NZ_JADBPO010000016.1_61	77		hypothetical protein						
NZ_JACYMR010000008.1_30	123		GGDEF domain-containing protein						UniRef50_A0A3D4NMR2
JAIBEQ010000902.1_3	291		ABC transporter substrate-binding protein						UniRef50_A0A1W6KHM9
NZ_JACRQL010000001.1_221	76		hypothetical protein						
NZ_CAKLBO010000004.1_49	201		SprT-like domain-containing protein						UniRef50_H8KMU2
JAKONX010000261.1_1	149		hypothetical protein						
NZ_LACH01000022.1_9	167		hypothetical protein						
NZ_JAEKCU010000060.1_1	33		hypothetical protein						
NZ_CP080412.1_3937	501		DUF3300 domain-containing protein						UniRef50_Q8E8L4
NZ_WJZK01000435.1_1	58		hypothetical protein						
NZ_JALHAY010000121.1_2	70		hypothetical protein						
LR890281.1_1195	929		hypothetical protein						UniRef50_UPI0019044A27
NZ_CP080420.1_3821	251		Divergent polysaccharide deacetylase family protein						UniRef50_A0A917ND47
NZ_JAIZFZ010000006.1_60	291		CRISPR-associated endonuclease Cas1 2						UniRef50_Q8KB21
NZ_SOCQ01000005.1_87	96		putative addiction module antidote protein						UniRef50_A0A1M5ZG96
NZ_PIEJ01000914.1_3	163		hypothetical protein						
NZ_JACMZY010000002.1_190	546		Acetolactate synthase large subunit						UniRef50_A0A0H3KJN5
NZ_CP022364.1_46	67		hypothetical protein						
NZ_WKEP01000002.1_144	76		DUF904 domain-containing protein						UniRef50_A0A177SGI6
NZ_WJZI01000338.1_6	73		hypothetical protein						
NZ_VNTF01000155.1_1	170		hypothetical protein						
JALNIV010000091.1_1	205		hypothetical protein						
NZ_JPIS01000029.1_20	358	flhB	Flagellar biosynthetic protein FlhB						UniRef50_G7Z7A0
NZ_LZZU01000033.1_6	183		Type 1 fimbrial protein						UniRef50_A0A132E5T7
NZ_VLIH01000023.1_48	808		Pyoverdine sidechain peptide synthetase IV, D-Asp-L-Ser component						UniRef50_A0A3M5NX99
NZ_VWXW01000243.1_1	480		histidine kinase						UniRef50_A0A2D0ADJ7
NZ_JXBI01000018.1_5	207	dsbA	Thiol:disulfide interchange protein DsbA						UniRef50_Q9X6N0
NC_006576.1_1168	125		hypothetical protein						
SPEM01000287.1_12	84		hypothetical protein						
NZ_CAKKLL010000001.1_778	406		Fatty acid hydroxylase domain-containing protein						UniRef50_A0A6J4GT35
NZ_NAJR01000002.1_174	497		Metal-dependent carboxypeptidase						UniRef50_A0A085JEK2
NZ_CP051171.1_1542	592		Succinate dehydrogenase flavoprotein subunit						UniRef50_A0A1R1I1Q9
NZ_LACH01000003.1_4	181		hypothetical protein						
NZ_JAMYBL010000014.1_101	296		HTH lysR-type domain-containing protein						UniRef50_A0A0T6ZSR5
NZ_JACVAI010000005.1_310	600		ATP-dependent lipid A-core flippase						UniRef50_Q9HUG8
NZ_LHVI01000023.1_99	623	ppiD	Periplasmic chaperone PpiD						UniRef50_A0A061CWM7
NZ_CP028555.2_2644	194		Peptidoglycan-binding protein						UniRef50_A0A979GGD1
NZ_WIRI01000493.1_27	31		hypothetical protein						
NZ_JADPBB010000183.1_9	126	mobC	Plasmid mobilization relaxosome protein MobC						UniRef50_A0A3N2M351
NZ_PQLE01000017.1_16	117		hypothetical protein						UniRef50_A0AAP6CSG5
NZ_AOJV01000114.1_3	83		hypothetical protein						
NZ_MOCA01000002.1_133	203		RNA polymerase sigma factor						UniRef50_A0A0C5E0Q3
NZ_CACSXJ020000042.1_1	291		glutamate decarboxylase						UniRef50_UPI002F261150
NZ_JAFHEJ010000150.1_1	63		hypothetical protein						
NZ_QQYK01000178.1_2	26		hypothetical protein						
NZ_FMXV01000016.1_9	418		Integrase						UniRef50_A0A099L505
NZ_RBUQ01000004.1_58	96		DUF2622 domain-containing protein						UniRef50_A0A2S8Y6L2
NC_008577.1_504	84		hypothetical protein						
NZ_JAHMSM010000001.1_308	351		hypothetical protein						UniRef50_A0AAW8XIC5
NZ_UJYT01000006.1_53	157	greB	Transcription elongation factor GreB						UniRef50_A0A447JB84
NC_017574.1_1232	141		hypothetical protein						
NZ_VKWX01000102.1_1	91		hypothetical protein						
MTLJ01000038.1_2	77		hypothetical protein						
NZ_LGQV01000010.1_20	474	ygaK	Putative FAD-linked oxidoreductase YgaK						UniRef50_I3XBZ1
NZ_BQIH01000024.1_52	990		DNA-binding protein						UniRef50_A0A2P5GI48
NZ_ARVC01000005.1_91	86		hypothetical protein						
NZ_JAGGOD010000013.1_76	364		Iron-sulfur cluster carrier protein						UniRef50_A0A119A133
NZ_CP077422.1_2139	612		Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site						UniRef50_E0SCI5
NZ_QPCF01000083.1_48	228		hypothetical protein						
NZ_JAIWYL010000004.1_307	297	lysR	LysR family transcriptional regulator						UniRef50_UPI00375169CB
NZ_JADOBM010000097.1_1	60		hypothetical protein						
NZ_NHSZ01000247.1_17	176		hypothetical protein						
NZ_CVTL01000022.1_380	185		hypothetical protein						
NZ_CP032327.1_26	290		Transport permease protein						UniRef50_A0A5B0KQ09
NZ_JAIOKN010000042.1_31	239		F0F1 ATP synthase subunit epsilon						UniRef50_A0A0C5EEV0
NZ_KB316461.1_12	650		hypothetical protein						
CP103377.1_4218	82		hypothetical protein						
MDDA01000143.1_4	164		HNH nuclease domain-containing protein						UniRef50_A0AAQ1BGM4
NZ_CP046621.1_992	205		Glutathione S-transferase N-terminal domain-containing protein						UniRef50_A0A061D501
NZ_QFVF01000293.1_1	89		hypothetical protein						
NZ_JUYF01000097.1_41	180		Phosphoenolpyruvate-dihydroxyacetone phosphotransferase dihydroxyacetone-binding subunit						UniRef50_A0A091C9B0
NZ_JACYCX010000409.1_2	193		hypothetical protein						
NZ_VTUB01000509.1_1	20		hypothetical protein						
NZ_CAKLBP010000001.1_721	654	glgB	1,4-alpha-glucan branching enzyme GlgB						UniRef50_A0A2E0VV69
NZ_CP010705.1_2810	84		HTH cro/C1-type domain-containing protein						UniRef50_A0A1X6YJI3
NZ_RBRJ01000183.1_1	91		hypothetical protein						
NZ_VHIO01000010.1_51	434		hypothetical protein						UniRef50_A0A7W7N3N8
NZ_MPLD01000014.1_269	424		putative uracil permease						UniRef50_Q9CPL9
NZ_SITJ01000064.1_159	99		Phage tail protein						UniRef50_A0A097R5U6
NZ_PKQD01000027.1_2	167		DUF1436 domain-containing protein						UniRef50_Q665Q8
NZ_JALYCY010000002.1_5	288		hypothetical protein						
NZ_CP024883.1_2387	494		Putative kinase						UniRef50_A0A377XCE6
NZ_JACAPP010000033.1_61	567		DUF1302 domain-containing protein						UniRef50_A0A359D9F9
NZ_RBQG01000303.1_29	89		Bacteriocin immunity protein						UniRef50_A0A3M5P0T7
NZ_RBNQ01000124.1_1	428		Carrier domain-containing protein						UniRef50_A0A1B1CPL4
NZ_CABVHP010000021.1_3	676		Methyl-accepting chemotaxis protein						UniRef50_A0A2H2YYI7
NZ_NEIX01000002.1_17	399		LL-diaminopimelate aminotransferase						UniRef50_A0A1A8T8C8
NZ_MVAZ01000071.1_1	661		hypothetical protein						
NC_002947.4_3952	377		Peptidase S58						UniRef50_G1V842
NZ_LRCN01000033.1_1	93		hypothetical protein						
NZ_CP034190.1_1001	836		Aminopeptidase N						UniRef50_A0A0J0Y427
NZ_NHSS01000060.1_20	351		hypothetical protein						
NZ_CP073104.1_1885	490		Porin						UniRef50_C3K768
NZ_FKGL01000003.1_116	303	eamA	EamA domain-containing protein						UniRef50_A0A7U3Z0B7
NZ_CP086206.1_2683	619		Type I secretion target						UniRef50_A0A379ICQ1
NZ_JAJLIY010000094.1_10	167		hypothetical protein						UniRef50_A0A1E3FRR7
NZ_CP048810.1_3076	87		hypothetical protein						
NZ_PDIH01000067.1_196	117		hypothetical protein						
NZ_JANFGV010000020.1_51	121		hypothetical protein						UniRef50_A0A0H3H3S4
