orgId	locusId	min_rank	max_rank	mean_rank	rank_range	n_configs_top50	n_configs_top100	in_top50_all	in_top100_all	original	equal	fitness_dominant	conservation_dominant	drop_biogeographic	drop_tractability
pseudo3_N2E3	AO353_14960	5125	8518	6673.333333333333	3393	0	0	False	False	6819	6847	8518	5125	6811	5920
pseudo6_N2E2	Pf6N2E2_5248	5125	8518	6673.333333333333	3393	0	0	False	False	6819	6847	8518	5125	6811	5920
pseudo3_N2E3	AO353_27085	5125	8518	6673.333333333333	3393	0	0	False	False	6819	6847	8518	5125	6811	5920
RalstoniaUW163	UW163_RS11045	5125	8518	6673.333333333333	3393	0	0	False	False	6819	6847	8518	5125	6811	5920
BFirm	BPHYT_RS33970	5125	8518	6673.333333333333	3393	0	0	False	False	6819	6847	8518	5125	6811	5920
Kang	B158DRAFT_0745	4637	8637	6715.166666666667	4000	0	0	False	False	6827	8637	6185	4637	7003	7002
SynE	Synpcc7942_0218	5638	8834	6921.333333333333	3196	0	0	False	False	6828	6566	5638	8834	6807	6855
Cup4G11	RR42_RS20810	5309	8986	6943.0	3677	0	0	False	False	6829	6855	5309	8986	6822	6857
SyringaeB728a_mexBdelta	Psyr_2347	5781	6916	6546.166666666667	1135	0	0	False	False	6830	6574	6366	5781	6810	6916
MR1	10942713	3315	9313	6902.0	5998	0	0	False	False	6831	6387	3315	8763	6803	9313
SyringaeB728a	Psyr_2847	5980	7615	6729.5	1635	0	0	False	False	6832	7102	5980	6007	6841	7615
MR1	199650	5264	7651	6623.666666666667	2387	0	0	False	False	6833	5745	7533	5264	6716	7651
pseudo1_N1B4	Pf1N1B4_4475	5264	7651	6623.666666666667	2387	0	0	False	False	6833	5745	7533	5264	6716	7651
pseudo5_N2C3_1	AO356_20795	5264	7651	6623.666666666667	2387	0	0	False	False	6833	5745	7533	5264	6716	7651
Cup4G11	RR42_RS27990	5074	8677	6733.0	3603	0	0	False	False	6833	7023	8677	5074	6837	5954
Smeli	SMc02803	5264	7651	6623.666666666667	2387	0	0	False	False	6833	5745	7533	5264	6716	7651
Smeli	SMc00767	5264	7651	6623.666666666667	2387	0	0	False	False	6833	5745	7533	5264	6716	7651
pseudo1_N1B4	Pf1N1B4_3226	5264	7651	6623.666666666667	2387	0	0	False	False	6833	5745	7533	5264	6716	7651
Keio	1936696	5264	7651	6623.666666666667	2387	0	0	False	False	6833	5745	7533	5264	6716	7651
MR1	201170	5264	7651	6623.666666666667	2387	0	0	False	False	6833	5745	7533	5264	6716	7651
MR1	202042	5264	7651	6623.666666666667	2387	0	0	False	False	6833	5745	7533	5264	6716	7651
Cola	Echvi_2953	4639	8315	6741.0	3676	0	0	False	False	6833	8315	4639	6032	7005	7622
pseudo1_N1B4	Pf1N1B4_3718	5264	7651	6623.666666666667	2387	0	0	False	False	6833	5745	7533	5264	6716	7651
BFirm	BPHYT_RS27235	5074	8677	6733.0	3603	0	0	False	False	6833	7023	8677	5074	6837	5954
Marino	GFF3765	5264	7651	6623.666666666667	2387	0	0	False	False	6833	5745	7533	5264	6716	7651
pseudo5_N2C3_1	AO356_21830	5264	7651	6623.666666666667	2387	0	0	False	False	6833	5745	7533	5264	6716	7651
MR1	200137	5264	7651	6623.666666666667	2387	0	0	False	False	6833	5745	7533	5264	6716	7651
Btheta	350326	5074	8677	6733.0	3603	0	0	False	False	6833	7023	8677	5074	6837	5954
Magneto	AMB_RS21290	4639	8315	6741.0	3676	0	0	False	False	6833	8315	4639	6032	7005	7622
pseudo1_N1B4	Pf1N1B4_1112	5264	7651	6623.666666666667	2387	0	0	False	False	6833	5745	7533	5264	6716	7651
MR1	201656	5264	7651	6623.666666666667	2387	0	0	False	False	6833	5745	7533	5264	6716	7651
Btheta	349648	5074	8677	6733.0	3603	0	0	False	False	6833	7023	8677	5074	6837	5954
pseudo13_GW456_L13	PfGW456L13_2903	5264	7651	6623.666666666667	2387	0	0	False	False	6833	5745	7533	5264	6716	7651
acidovorax_3H11	Ac3H11_3781	5326	8990	6959.0	3664	0	0	False	False	6855	6859	5326	8990	6830	6894
SynE	Synpcc7942_0483	4347	9179	7030.833333333333	4832	0	0	False	False	6856	7407	4347	9179	6872	7524
PS	Dsui_1000	5664	8839	6945.5	3175	0	0	False	False	6857	6576	5664	8839	6824	6913
pseudo13_GW456_L13	PfGW456L13_1353	5299	8675	7032.0	3376	0	0	False	False	6858	6161	5299	8675	6802	8397
Pedo557	CA265_RS00610	4062	9723	7320.666666666667	5661	0	0	False	False	6859	8626	4062	9723	7030	7624
Cola	Echvi_2772	4944	8901	6915.5	3957	0	0	False	False	6860	8901	4944	6721	7057	7010
Keio	15283	3959	8881	6986.333333333333	4922	0	0	False	False	6861	6730	3959	8881	6844	8643
Koxy	BWI76_RS15015	3959	8881	6986.333333333333	4922	0	0	False	False	6861	6730	3959	8881	6844	8643
Koxy	BWI76_RS14670	3959	8881	6986.333333333333	4922	0	0	False	False	6861	6730	3959	8881	6844	8643
acidovorax_3H11	Ac3H11_1133	4764	8881	6829.666666666667	4117	0	0	False	False	6864	6730	4764	8881	6844	6895
Dino	3608078	4764	8881	6829.666666666667	4117	0	0	False	False	6864	6730	4764	8881	6844	6895
Caulo	CCNA_01628	4764	8881	6829.666666666667	4117	0	0	False	False	6864	6730	4764	8881	6844	6895
Korea	Ga0059261_3365	4764	8881	6829.666666666667	4117	0	0	False	False	6864	6730	4764	8881	6844	6895
Korea	Ga0059261_3437	4764	8881	6829.666666666667	4117	0	0	False	False	6864	6730	4764	8881	6844	6895
acidovorax_3H11	Ac3H11_4621	4764	8881	6829.666666666667	4117	0	0	False	False	6864	6730	4764	8881	6844	6895
PV4	5208752	5810	8694	6872.833333333333	2884	0	0	False	False	6864	7032	8694	5810	6866	5971
Dino	3608308	4764	8881	6829.666666666667	4117	0	0	False	False	6864	6730	4764	8881	6844	6895
Korea	Ga0059261_3615	4764	8881	6829.666666666667	4117	0	0	False	False	6864	6730	4764	8881	6844	6895
Methanococcus_JJ	MMJJ_RS02735	5810	8694	6872.833333333333	2884	0	0	False	False	6864	7032	8694	5810	6866	5971
BFirm	BPHYT_RS34055	5810	8694	6872.833333333333	2884	0	0	False	False	6864	7032	8694	5810	6866	5971
azobra	AZOBR_RS09935	4740	8741	6688.0	4001	0	0	False	False	6864	8741	5680	4740	7046	7057
Dino	3606946	4764	8881	6829.666666666667	4117	0	0	False	False	6864	6730	4764	8881	6844	6895
Dino	3606791	4764	8881	6829.666666666667	4117	0	0	False	False	6864	6730	4764	8881	6844	6895
PV4	5211374	4764	8881	6829.666666666667	4117	0	0	False	False	6864	6730	4764	8881	6844	6895
Phaeo	GFF925	4764	8881	6829.666666666667	4117	0	0	False	False	6864	6730	4764	8881	6844	6895
Miya	8500733	4740	8741	6688.0	4001	0	0	False	False	6864	8741	5680	4740	7046	7057
Dino	3606850	4764	8881	6829.666666666667	4117	0	0	False	False	6864	6730	4764	8881	6844	6895
Ddia6719	HGI48_RS04055	5810	8694	6872.833333333333	2884	0	0	False	False	6864	7032	8694	5810	6866	5971
Dyella79	N515DRAFT_2731	4740	8741	6688.0	4001	0	0	False	False	6864	8741	5680	4740	7046	7057
Dyella79	N515DRAFT_2561	4740	8741	6688.0	4001	0	0	False	False	6864	8741	5680	4740	7046	7057
Dyella79	N515DRAFT_2094	4740	8741	6688.0	4001	0	0	False	False	6864	8741	5680	4740	7046	7057
Dino	3610467	5692	8841	6958.166666666667	3149	0	0	False	False	6886	6581	5692	8841	6832	6917
psRCH2	GFF1913	5699	8842	6964.166666666667	3143	0	0	False	False	6887	6583	5699	8842	6836	6938
Cup4G11	RR42_RS10920	5999	8647	7007.666666666667	2648	0	0	False	False	6888	8647	6396	5999	7045	7071
Pedo557	CA265_RS20355	5752	8038	6922.333333333333	2286	0	0	False	False	6889	8038	5752	6184	7025	7646
PV4	5210285	5702	8843	6966.666666666667	3141	0	0	False	False	6890	6584	5702	8843	6842	6939
Methanococcus_S2	MMP_RS02545	5801	6979	6595.166666666667	1178	0	0	False	False	6891	6588	6452	5801	6860	6979
psRCH2	GFF1135	4750	8760	6765.166666666667	4010	0	0	False	False	6892	7105	8760	4750	6978	6106
psRCH2	GFF2268	4750	8760	6765.166666666667	4010	0	0	False	False	6892	7105	8760	4750	6978	6106
RalstoniaPSI07	RPSI07_RS16195	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
RalstoniaPSI07	RPSI07_RS12835	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
RalstoniaPSI07	RPSI07_RS16850	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
Btheta	353453	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
PV4	5209107	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
SynE	Synpcc7942_1781	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
Btheta	353341	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
Ponti	CA264_05305	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
PV4	5209078	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
RalstoniaBSBF1503	RALBFv3_RS00650	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
RalstoniaBSBF1503	RALBFv3_RS01280	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
SyringaeB728a	Psyr_3356	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
PS	Dsui_0098	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
RalstoniaUW163	UW163_RS13980	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
RalstoniaPSI07	RPSI07_RS07535	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
RalstoniaPSI07	RPSI07_RS00955	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
Pedo557	CA265_RS15590	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
Btheta	351193	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
RalstoniaUW163	UW163_RS14590	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
BFirm	BPHYT_RS35810	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
RalstoniaBSBF1503	RALBFv3_RS05885	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
Ponti	CA264_15420	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
Btheta	350103	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
RalstoniaUW163	UW163_RS21790	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
RalstoniaUW163	UW163_RS22790	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
RalstoniaGMI1000	RS_RS00380	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
PV4	5209685	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
PV4	5209594	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
PV4	5209928	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
Btheta	352323	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
WCS417	GFF3492	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
ANA3	7023964	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
Btheta	352286	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
Ponti	CA264_17085	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
Ponti	CA264_17465	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
Ponti	CA264_15985	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
DdiaME23	DZA65_RS12565	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
RalstoniaGMI1000	RS_RS08715	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
RalstoniaGMI1000	RS_RS07335	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
BFirm	BPHYT_RS34795	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
RalstoniaGMI1000	RS_RS12110	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
Korea	Ga0059261_0009	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
azobra	AZOBR_RS20070	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
azobra	AZOBR_RS20585	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
RalstoniaGMI1000	RS_RS00090	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
PV4	5207746	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
Btheta	350102	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
azobra	AZOBR_RS01330	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
PV4	5209526	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
pseudo6_N2E2	Pf6N2E2_1280	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
pseudo6_N2E2	Pf6N2E2_1473	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
acidovorax_3H11	Ac3H11_2639	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
RalstoniaGMI1000	RS_RS18435	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
ANA3	7024565	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
Phaeo	GFF2784	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
ANA3	7024809	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
PV4	5208814	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
PV4	5208431	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
RalstoniaBSBF1503	RALBFv3_RS09795	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
RalstoniaBSBF1503	RALBFv3_RS16165	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
RalstoniaBSBF1503	RALBFv3_RS17360	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
Btheta	353782	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
Dino	3609603	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
RalstoniaGMI1000	RS_RS23950	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
Btheta	350781	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
RalstoniaBSBF1503	RALBFv3_RS18280	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
RalstoniaGMI1000	RS_RS18360	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
PV4	5208449	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
Btheta	351661	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
Btheta	353890	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
Btheta	353895	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
BFirm	BPHYT_RS08820	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
Ponti	CA264_20610	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
Dino	3608065	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
ANA3	7024451	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
PS	Dsui_2660	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
RalstoniaBSBF1503	RALBFv3_RS22245	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
Btheta	353902	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
Caulo	CCNA_00309	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
Ponti	CA264_18140	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
Dino	3608075	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
PV4	5210647	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
PV4	5209494	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
Pedo557	CA265_RS16500	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
Ponti	CA264_05345	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
RalstoniaPSI07	RPSI07_RS23570	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
Korea	Ga0059261_2001	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
Ponti	CA264_17715	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
Btheta	349856	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
Cup4G11	RR42_RS05820	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
Dino	3609587	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
PV4	5208363	5570	8549	6793.666666666667	2979	0	0	False	False	6894	6880	8549	5570	6876	5993
pseudo1_N1B4	Pf1N1B4_1457	4915	8798	7065.666666666667	3883	0	0	False	False	6986	6432	4915	8798	6835	8428
pseudo1_N1B4	Pf1N1B4_5371	4547	8639	6942.5	4092	0	0	False	False	6987	6029	4547	8634	6819	8639
Koxy	BWI76_RS14870	5344	8389	6857.833333333333	3045	0	0	False	False	6988	5344	5352	8319	6755	8389
Dino	3607818	5718	8849	6993.166666666667	3131	0	0	False	False	6989	6589	5718	8849	6865	6949
psRCH2	GFF515	4829	8987	6929.0	4158	0	0	False	False	6990	6856	4829	8987	6972	6940
Marino	GFF2018	4555	9056	7018.833333333333	4501	0	0	False	False	6991	6053	4555	8635	6823	9056
pseudo5_N2C3_1	AO356_00810	5086	9091	6730.833333333333	4005	0	0	False	False	6992	6573	5086	5780	6863	9091
WCS417	GFF1945	5803	6993	6631.5	1190	0	0	False	False	6993	6638	6487	5803	6875	6993
Cup4G11	RR42_RS08355	4682	9231	7176.333333333333	4549	0	0	False	False	6994	7508	4682	9231	7016	7627
pseudo6_N2E2	Pf6N2E2_2933	6265	8862	7125.166666666667	2597	0	0	False	False	6995	6658	6265	8862	6974	6997
Cup4G11	RR42_RS08185	6267	8863	7126.333333333333	2596	0	0	False	False	6996	6659	6267	8863	6975	6998
DdiaME23	DZA65_RS01180	6040	7605	6808.333333333333	1565	0	0	False	False	6997	7605	6125	6040	7027	7056
Putida	PP_5312	4549	8648	6715.166666666667	4099	0	0	False	False	6998	6989	8648	4549	6990	6117
psRCH2	GFF1579	4549	8648	6715.166666666667	4099	0	0	False	False	6998	6989	8648	4549	6990	6117
Methanococcus_S2	MMP_RS09020	4694	8583	6980.333333333333	3889	0	0	False	False	7000	8583	4694	6834	7120	7651
Miya	8502251	4694	8583	6980.333333333333	3889	0	0	False	False	7000	8583	4694	6834	7120	7651
SB2B	6935888	4003	9081	6647.666666666667	5078	0	0	False	False	7000	6861	4003	5961	6980	9081
Miya	8500161	4694	8583	6980.333333333333	3889	0	0	False	False	7000	8583	4694	6834	7120	7651
Miya	8501387	4694	8583	6980.333333333333	3889	0	0	False	False	7000	8583	4694	6834	7120	7651
Miya	8499990	4694	8583	6980.333333333333	3889	0	0	False	False	7000	8583	4694	6834	7120	7651
Miya	8499573	5336	8293	7051.333333333333	2957	0	0	False	False	7006	8293	5336	6732	7058	7883
pseudo1_N1B4	Pf1N1B4_5365	4577	9063	7028.666666666667	4486	0	0	False	False	7007	6059	4577	8638	6828	9063
Ponti	CA264_17965	5015	9160	7171.5	4145	0	0	False	False	7008	7209	5015	9160	7007	7630
Miya	8499294	4707	8591	7059.833333333333	3884	0	0	False	False	7009	8591	4707	7043	7128	7881
BFirm	BPHYT_RS03265	6438	8804	7186.833333333333	2366	0	0	False	False	7010	6438	6995	8804	6874	7000
pseudo6_N2E2	Pf6N2E2_2285	5056	8191	6834.0	3135	0	0	False	False	7011	8191	5791	5056	7061	7894
Cola	Echvi_0539	5262	8911	7004.166666666667	3649	0	0	False	False	7012	8911	5262	6527	7176	7137
Pedo557	CA265_RS24750	6258	8694	7149.333333333333	2436	0	0	False	False	7013	8694	6258	6608	7171	7152
PV4	5209012	5756	8852	7041.5	3096	0	0	False	False	7014	6642	5756	8852	6989	6996
pseudo5_N2C3_1	AO356_18855	4983	8484	6914.833333333333	3501	0	0	False	False	7015	5770	4983	8484	6820	8417
Caulo	CCNA_01186	4467	9194	7128.0	4727	0	0	False	False	7016	7429	4467	9194	7031	7631
SyringaeB728a_mexBdelta	Psyr_2785	5323	8290	6849.5	2967	0	0	False	False	7017	7647	5323	5778	7042	8290
SyringaeB728a	Psyr_3090	6036	7873	6880.333333333333	1837	0	0	False	False	7018	7188	6152	6036	7015	7873
Cola	Echvi_1250	4945	8953	7067.0	4008	0	0	False	False	7030	8953	4945	7138	7193	7143
SyringaeB728a	Psyr_3550	5342	8658	6856.833333333333	3316	0	0	False	False	7019	6995	8658	5342	6995	6132
pseudo3_N2E3	AO353_23320	5342	8658	6856.833333333333	3316	0	0	False	False	7019	6995	8658	5342	6995	6132
Cola	Echvi_4022	4945	8953	7067.0	4008	0	0	False	False	7030	8953	4945	7138	7193	7143
Cola	Echvi_4083	4945	8953	7067.0	4008	0	0	False	False	7030	8953	4945	7138	7193	7143
WCS417	GFF4220	5342	8658	6856.833333333333	3316	0	0	False	False	7019	6995	8658	5342	6995	6132
WCS417	GFF2041	5342	8658	6856.833333333333	3316	0	0	False	False	7019	6995	8658	5342	6995	6132
Putida	PP_2875	5342	8658	6856.833333333333	3316	0	0	False	False	7019	6995	8658	5342	6995	6132
RalstoniaBSBF1503	RALBFv3_RS11340	4168	8797	6718.0	4629	0	0	False	False	7019	7156	8797	4168	7017	6151
pseudo6_N2E2	Pf6N2E2_6043	5342	8658	6856.833333333333	3316	0	0	False	False	7019	6995	8658	5342	6995	6132
Cola	Echvi_1821	4945	8953	7067.0	4008	0	0	False	False	7030	8953	4945	7138	7193	7143
BFirm	BPHYT_RS27825	4168	8797	6718.0	4629	0	0	False	False	7019	7156	8797	4168	7017	6151
Cola	Echvi_0655	4945	8953	7067.0	4008	0	0	False	False	7030	8953	4945	7138	7193	7143
WCS417	GFF4258	5342	8658	6856.833333333333	3316	0	0	False	False	7019	6995	8658	5342	6995	6132
RalstoniaUW163	UW163_RS02245	4168	8797	6718.0	4629	0	0	False	False	7019	7156	8797	4168	7017	6151
RalstoniaUW163	UW163_RS13970	5342	8658	6856.833333333333	3316	0	0	False	False	7019	6995	8658	5342	6995	6132
Smeli	SM_b20302	5371	8415	6894.5	3044	0	0	False	False	7035	5371	5407	8331	6808	8415
Pedo557	CA265_RS17225	5088	8929	7110.5	3841	0	0	False	False	7036	8929	5088	7271	7191	7148
MR1	199259	4938	9072	7049.166666666667	4134	0	0	False	False	7037	5881	4938	8536	6831	9072
BFirm	BPHYT_RS36000	6322	8867	7155.833333333333	2545	0	0	False	False	7038	6664	6322	8867	6992	7052
Cup4G11	RR42_RS00625	5790	8854	7055.0	3064	0	0	False	False	7039	6645	5790	8854	6993	7009
BFirm	BPHYT_RS27740	5282	8805	6919.833333333333	3523	0	0	False	False	7040	7192	8805	5282	7032	6168
BFirm	BPHYT_RS36550	5282	8805	6919.833333333333	3523	0	0	False	False	7040	7192	8805	5282	7032	6168
PV4	5207570	5282	8805	6919.833333333333	3523	0	0	False	False	7040	7192	8805	5282	7032	6168
ANA3	7022567	5282	8805	6919.833333333333	3523	0	0	False	False	7040	7192	8805	5282	7032	6168
Dda3937	DDA3937_RS02625	5282	8805	6919.833333333333	3523	0	0	False	False	7040	7192	8805	5282	7032	6168
DdiaME23	DZA65_RS07735	5282	8805	6919.833333333333	3523	0	0	False	False	7040	7192	8805	5282	7032	6168
RalstoniaPSI07	RPSI07_RS11355	5282	8805	6919.833333333333	3523	0	0	False	False	7040	7192	8805	5282	7032	6168
Dda3937	DDA3937_RS02065	5282	8805	6919.833333333333	3523	0	0	False	False	7040	7192	8805	5282	7032	6168
Cup4G11	RR42_RS22560	5282	8805	6919.833333333333	3523	0	0	False	False	7040	7192	8805	5282	7032	6168
Ddia6719	HGI48_RS04710	5282	8805	6919.833333333333	3523	0	0	False	False	7040	7192	8805	5282	7032	6168
Cola	Echvi_0168	4716	8617	6996.5	3901	0	0	False	False	7050	8617	4716	6516	7177	7903
Magneto	AMB_RS15610	4716	8617	6996.5	3901	0	0	False	False	7050	8617	4716	6516	7177	7903
azobra	AZOBR_RS07060	4916	9072	6990.833333333333	4156	0	0	False	False	7052	6877	4916	9072	7024	7004
Dda3937	DDA3937_RS08365	5808	7065	6760.833333333333	1257	0	0	False	False	7053	6656	6969	5808	7014	7065
SB2B	6938510	5150	9134	6726.833333333333	3984	0	0	False	False	7054	6578	5451	5150	6994	9134
DdiaME23	DZA65_RS16460	5643	8835	7125.333333333333	3192	0	0	False	False	7055	6568	5643	8835	7004	7647
Caulo	CCNA_03961	4556	9207	7199.833333333333	4651	0	0	False	False	7056	7449	4556	9207	7059	7872
azobra	AZOBR_RS21530	5479	8033	7013.0	2554	0	0	False	False	7057	8033	6400	5479	7173	7936
Cup4G11	RR42_RS08155	6042	8819	7065.0	2777	0	0	False	False	7058	7211	8819	6042	7055	6205
PV4	5208445	6042	8819	7065.0	2777	0	0	False	False	7058	7211	8819	6042	7055	6205
Caulo	CCNA_01483	4578	9209	7218.166666666667	4631	0	0	False	False	7060	7451	4578	9209	7126	7885
acidovorax_3H11	Ac3H11_3497	4395	9103	7155.166666666667	4708	0	0	False	False	7061	7031	4395	9103	7052	8289
SyringaeB728a_mexBdelta	Psyr_2821	5843	8347	7060.333333333333	2504	0	0	False	False	7062	7512	5843	6467	7131	8347
Smeli	SMc00802	5420	8445	6938.5	3025	0	0	False	False	7063	5420	5459	8383	6861	8445
Caulo	CCNA_02021	4586	9212	7225.5	4626	0	0	False	False	7064	7468	4586	9212	7133	7890
azobra	AZOBR_RS29140	5025	8956	6970.833333333333	3931	0	0	False	False	7065	7359	8956	5025	7129	6291
Ponti	CA264_20965	5810	8694	6979.166666666667	2884	0	0	False	False	7066	7032	8694	5810	7062	6211
