orgId	locusId	gene_cluster_id	n_species	breadth_class	s_pangenome	s_pangenome_v2	breadth_subscore_orig	breadth_subscore_new	total_score	total_score_v2	rank_orig	rank_v2	rank_change
Dino	3609145	NZ_CP097547.1_2581			0.5	0.025	0.5	0.025	0.32566963125	0.25441963125	7642	8683	-1041
Korea	Ga0059261_0013	NZ_QQYY01000007.1_27			0.5	0.025	0.5	0.025	0.325617846875	0.254367846875	7643	8685	-1042
pseudo6_N2E2	Pf6N2E2_939				0.0	0.0	0.5	0.025	0.3254986583333333	0.3254986583333333	7644	5820	1824
Marino	GFF714	NC_017506.1_694			0.4	0.0	0.5	0.025	0.32547584375	0.26547584375	7645	8110	-465
BFirm	BPHYT_RS27305	NC_010676.1_1504	1.0	universal	0.9	0.42500000000000004	0.5	0.025	0.3254650375	0.25421503749999996	7646	8688	-1042
Cola	Echvi_0895				0.0	0.0	0.5	0.025	0.3253680520833333	0.3253680520833333	7647	5831	1816
acidovorax_3H11	Ac3H11_3425	NZ_LUKZ01000011.1_101			0.4	0.0	0.5	0.025	0.32533984375	0.26533984374999997	7648	8116	-468
Cup4G11	RR42_RS07090	NZ_CP010536.1_1421			0.4	0.0	0.5	0.025	0.3252285375	0.2652285375	7649	8119	-470
WCS417	GFF4070	NZ_CP093333.1_4021	1.0	universal	1.0	0.525	0.5	0.025	0.325222165625	0.253972165625	7650	8692	-1042
Dino	3607624	NZ_CP097547.1_1050			0.5	0.025	0.5	0.025	0.32520208125	0.25395208125	7651	8693	-1042
Miya	8499946				0.0	0.0	0.5	0.025	0.3251768895833333	0.32517688958333335	7652	5836	1816
HerbieS	HSERO_RS05440	NZ_CP011930.1_1070	15.0	universal	0.9	0.775	0.5	0.375	0.32516280625	0.30641280625	7653	6523	1130
Btheta	349925	JANUHY010000004.1_3289	9.0	universal	0.9	0.625	0.5	0.225	0.3250945375	0.28384453750000005	7654	7350	304
BFirm	BPHYT_RS20770	NC_010676.1_186	3.0	universal	0.9	0.47500000000000003	0.5	0.075	0.325	0.26125	7655	8315	-660
BFirm	BPHYT_RS13415	NC_010681.1_2680	7.0	universal	0.9	0.575	0.5	0.175	0.325	0.27625	7655	7686	-31
Putida	PP_5578	NZ_AOUR02000120.1_32	1.0	universal	0.9	0.42500000000000004	0.5	0.025	0.325	0.25375	7655	8694	-1039
RalstoniaUW163	UW163_RS16185	NZ_JABZEJ010000001.1_1077	4.0	universal	0.9	0.5	0.5	0.1	0.325	0.265	7655	8124	-469
RalstoniaGMI1000	RS_RS00180	NZ_CP051169.1_3429	3.0	universal	0.9	0.47500000000000003	0.5	0.075	0.325	0.26125	7655	8315	-660
PV4	5209230	NC_009092.1_1722	4.0	universal	0.9	0.5	0.5	0.1	0.325	0.265	7655	8124	-469
SyringaeB728a	Psyr_0687	NZ_LKCE01000001.1_7	3.0	universal	0.9	0.47500000000000003	0.5	0.075	0.325	0.26125	7655	8315	-660
azobra	AZOBR_RS24370	NC_016618.1_430	18.0	universal	0.9	0.8500000000000001	0.5	0.45	0.325	0.3175	7655	6119	1536
Cup4G11	RR42_RS16515	NZ_CP010536.1_3326	2.0	universal	0.9	0.45	0.5	0.05	0.325	0.2575	7655	8439	-784
Ddia6719	HGI48_RS04840	NZ_JALDOM010000041.1_2	1.0	universal	0.9	0.42500000000000004	0.5	0.025	0.325	0.25375	7655	8694	-1039
Pedo557	CA265_RS19355	NZ_JAGGPU010000010.1_375	2.0	universal	0.9	0.45	0.5	0.05	0.325	0.2575	7655	8439	-784
Koxy	BWI76_RS11235	NZ_JACERW010000016.1_67			0.4	0.0	0.5	0.025	0.325	0.265	7655	8124	-469
ANA3	7022498	NC_008573.1_4	3.0	universal	0.9	0.47500000000000003	0.5	0.075	0.325	0.26125	7655	8315	-660
pseudo6_N2E2	Pf6N2E2_1263	NZ_CP015225.1_1278	3.0	universal	0.9	0.47500000000000003	0.5	0.075	0.325	0.26125	7655	8315	-660
Ddia6719	HGI48_RS00525	NZ_CP051429.1_104	2.0	universal	0.9	0.45	0.5	0.05	0.325	0.2575	7655	8439	-784
RalstoniaUW163	UW163_RS15365	NZ_CP026307.1_1536	9.0	universal	0.9	0.625	0.5	0.225	0.325	0.28375	7655	7352	303
ANA3	7025443	NC_008577.1_2661	2.0	universal	0.9	0.45	0.5	0.05	0.325	0.2575	7655	8439	-784
RalstoniaGMI1000	RS_RS00900	CP099579.1_652	9.0	universal	0.9	0.625	0.5	0.225	0.325	0.28375	7655	7352	303
Korea	Ga0059261_0250	NZ_BCYW01000004.1_132	2.0	universal	0.9	0.45	0.5	0.05	0.325	0.2575	7655	8439	-784
Ddia6719	HGI48_RS01110	NZ_CP051429.1_217	17.0	universal	0.9	0.825	0.5	0.425	0.325	0.31375	7655	6271	1384
SyringaeB728a	Psyr_2811	NZ_JAKMWD010000007.1_157	1.0	universal	0.9	0.42500000000000004	0.5	0.025	0.325	0.25375	7655	8694	-1039
SyringaeB728a_mexBdelta	Psyr_0687	NZ_LKCE01000001.1_7	3.0	universal	0.9	0.47500000000000003	0.5	0.075	0.325	0.26125	7655	8315	-660
SynE	Synpcc7942_2608	NZ_JACJTW010000003.1_33			0.5	0.025	0.5	0.025	0.3249999999999999	0.25375	7677	8694	-1017
Caulo	CCNA_01093	NZ_CP023313.2_1026			0.5	0.025	0.5	0.025	0.3249999999999999	0.25375	7677	8694	-1017
Dino	3610821	NZ_CP097552.1_54	3.0	universal	1.0	0.575	0.5	0.075	0.3249511781249999	0.261201178125	7679	8325	-646
Koxy	BWI76_RS17910	NZ_CP080009.1_911			0.4	0.0	0.5	0.025	0.32487758125	0.26487758125	7680	8133	-453
Btheta	350658	NZ_JAIHBF010000004.1_219	1.0	universal	0.9	0.42500000000000004	0.5	0.025	0.3248626437499999	0.25361264375	7681	8704	-1023
Cola	Echvi_0372				0.0	0.0	0.5	0.025	0.3248573999999999	0.32485739999999996	7682	5851	1831
Dino	3608451	NZ_CP097547.1_1879	1.0	universal	1.0	0.525	0.5	0.025	0.324822625	0.253572625	7683	8705	-1022
psRCH2	GFF4330	NC_019938.1_12			0.4	0.0	0.5	0.025	0.324820859375	0.264820859375	7684	8134	-450
PS	Dsui_2402	NC_016616.1_2334			0.5	0.025	0.5	0.025	0.3247153	0.2534653	7685	8708	-1023
Cola	Echvi_3456				0.0	0.0	0.5	0.025	0.32467461875	0.32467461875000003	7686	5853	1833
Cup4G11	RR42_RS08430	NZ_CP010536.1_1694			0.4	0.0	0.5	0.025	0.3246214375	0.26462143749999995	7687	8136	-449
pseudo1_N1B4	Pf1N1B4_5255	NZ_JACNDV010000002.1_351			0.4	0.0	0.5	0.025	0.3245791125	0.26457911250000005	7688	8207	-519
pseudo3_N2E3	AO353_28035	NZ_POHE01000002.1_41			0.5	0.025	0.5	0.025	0.324521259375	0.25327125937499995	7689	8728	-1039
MR1	203857	NC_004349.1_32			0.4	0.0	0.5	0.025	0.3245038375	0.2645038375	7690	8208	-518
PV4	5210477	NZ_CP080420.1_2927	1.0	universal	1.0	0.525	0.5	0.025	0.32448578125	0.25323578125	7691	8730	-1039
Cola	Echvi_4389				0.0	0.0	0.5	0.025	0.324440615625	0.324440615625	7692	5869	1823
Pedo557	CA265_RS21260				0.0	0.0	0.5	0.025	0.3243798749999999	0.32437987499999993	7693	5871	1822
psRCH2	GFF2712	NC_019936.1_2689	5.0	universal	1.0	0.625	0.5	0.125	0.324358828125	0.26810882812500003	7694	8012	-318
Smeli	SMc02591	NZ_ATYH01000066.1_27	1.0	universal	1.0	0.525	0.5	0.025	0.324234240625	0.252984240625	7695	8736	-1041
psRCH2	GFF3495	NC_019936.1_3467	1.0	universal	0.9	0.42500000000000004	0.5	0.025	0.3241666666666667	0.2529166666666667	7696	8739	-1043
Koxy	BWI76_RS15555				0.0	0.0	0.5	0.025	0.3240791875	0.32407918750000003	7697	5881	1816
Ponti	CA264_03995	NZ_CP021235.1_793			0.5	0.025	0.5	0.025	0.323899759375	0.252649759375	7698	8741	-1043
DvH	207518	NC_017310.1_1895			0.4	0.0	0.5	0.025	0.32384559375	0.26384559375	7699	8216	-517
azobra	AZOBR_RS33170	NZ_WFKF01000104.1_24			0.4	0.0	0.5	0.025	0.32375546875	0.26375546875	7700	8217	-517
DvH	208698	JAEWXM010000287.1_16			0.5	0.025	0.5	0.025	0.32373634375	0.25248634375	7701	8750	-1049
Pedo557	CA265_RS21265				0.0	0.0	0.5	0.025	0.3237165874999999	0.32371658749999993	7702	5897	1805
Caulo	CCNA_03604	NZ_CP023313.2_3521			0.5	0.025	0.5	0.025	0.3236863656249999	0.252436365625	7703	8751	-1048
pseudo13_GW456_L13	PfGW456L13_3997	NZ_LKBJ01000002.1_3999			0.4	0.0	0.5	0.025	0.3236565125	0.2636565125	7704	8230	-526
HerbieS	HSERO_RS07380	NZ_CP034395.1_1334	1.0	universal	1.0	0.525	0.5	0.025	0.323639875	0.252389875	7705	8752	-1047
acidovorax_3H11	Ac3H11_4725	NZ_LUKZ01000008.1_32			0.5	0.025	0.5	0.025	0.323619615625	0.25236961562500004	7706	8753	-1047
Koxy	BWI76_RS12125	NZ_CP058118.1_3903			0.4	0.0	0.5	0.025	0.32361268125	0.26361268125000004	7707	8231	-524
pseudo6_N2E2	Pf6N2E2_3965	NZ_CP015225.1_3989	5.0	universal	0.9	0.525	0.5	0.125	0.3233333333333333	0.26708333333333334	7708	8058	-350
Smeli	SMa0848	NZ_WISM01000075.1_9			0.4	0.0	0.5	0.025	0.32324725	0.26324725000000004	7709	8251	-542
Cup4G11	RR42_RS09580	NZ_JAMBNM010000001.1_317	1.0	universal	1.0	0.525	0.5	0.025	0.32316325	0.25191325	7710	8757	-1047
Dino	3610542	NZ_CP097549.1_131	1.0	universal	1.0	0.525	0.5	0.025	0.323123909375	0.251873909375	7711	8759	-1048
Pedo557	CA265_RS19620	NZ_JAGGPU010000010.1_316			0.4	0.0	0.5	0.025	0.3231020781249999	0.26310207812499997	7712	8252	-540
Dino	3606917	NZ_CP097547.1_343			0.5	0.025	0.5	0.025	0.323060921875	0.25181092187500004	7713	8760	-1047
Miya	8499986				0.0	0.0	0.5	0.025	0.3230267187499999	0.32302671874999994	7714	5915	1799
Miya	8502338				0.0	0.0	0.5	0.025	0.3229407833333333	0.3229407833333333	7715	5917	1798
Smeli	SM_b21476	NZ_WIRN01000025.1_2			0.4	0.0	0.5	0.025	0.3227711875	0.2627711875	7716	8260	-544
Magneto	AMB_RS00180				0.0	0.0	0.5	0.025	0.3226974562499999	0.32269745624999996	7717	5922	1795
Ponti	CA264_13240	NZ_CP021235.1_2668	1.0	universal	1.0	0.525	0.5	0.025	0.322676728125	0.251426728125	7718	8770	-1052
RalstoniaUW163	UW163_RS02215	NZ_NCTI01000001.1_473	3.0	universal	1.0	0.575	0.5	0.075	0.3225	0.25875	7719	8390	-671
RalstoniaUW163	UW163_RS07075	NZ_JALO01000028.1_36	4.0	universal	1.0	0.6	0.5	0.1	0.3225	0.2625	7719	8265	-546
WCS417	GFF514	NZ_JAEKCQ010000006.1_52	4.0	universal	1.0	0.6	0.5	0.1	0.3225	0.2625	7719	8265	-546
pseudo3_N2E3	AO353_04150	NZ_POHN01000016.1_22	4.0	universal	1.0	0.6	0.5	0.1	0.3225	0.2625	7719	8265	-546
pseudo3_N2E3	AO353_13295	NZ_POHF01000010.1_92	4.0	universal	1.0	0.6	0.5	0.1	0.3225	0.2625	7719	8265	-546
WCS417	GFF1041	NZ_MDFH01000002.1_62	3.0	universal	1.0	0.575	0.5	0.075	0.3225	0.25875	7719	8390	-671
ANA3	7025339	NC_008577.1_2564	3.0	universal	1.0	0.575	0.5	0.075	0.3225	0.25875	7719	8390	-671
RalstoniaUW163	UW163_RS09315	NZ_CP088237.1_2674	2.0	universal	1.0	0.55	0.5	0.05	0.3225	0.255	7719	8610	-891
pseudo6_N2E2	Pf6N2E2_5580	NZ_FOTH01000003.1_204	4.0	universal	1.0	0.6	0.5	0.1	0.3225	0.2625	7719	8265	-546
pseudo6_N2E2	Pf6N2E2_3590	NZ_CP015225.1_3619	4.0	universal	1.0	0.6	0.5	0.1	0.3225	0.2625	7719	8265	-546
RalstoniaBSBF1503	RALBFv3_RS11370	NZ_NCTI01000001.1_473	3.0	universal	1.0	0.575	0.5	0.075	0.3225	0.25875	7719	8390	-671
RalstoniaBSBF1503	RALBFv3_RS06550	NZ_JALO01000028.1_36	4.0	universal	1.0	0.6	0.5	0.1	0.3225	0.2625	7719	8265	-546
RalstoniaPSI07	RPSI07_RS10680	NZ_CP022774.1_486	4.0	universal	1.0	0.6	0.5	0.1	0.3225	0.2625	7719	8265	-546
Dino	3609557	NZ_CP097547.1_2994	8.0	universal	1.0	0.7	0.5	0.2	0.3225	0.2775	7719	7640	79
RalstoniaUW163	UW163_RS22795	NZ_MZNB01000052.1_30	5.0	universal	1.0	0.625	0.5	0.125	0.3225	0.26625	7719	8078	-359
SyringaeB728a	Psyr_0316	NZ_LKEL01000156.1_8	2.0	universal	1.0	0.55	0.5	0.05	0.3225	0.255	7719	8610	-891
SyringaeB728a	Psyr_1766	NZ_MVAW01000269.1_33	1.0	universal	1.0	0.525	0.5	0.025	0.3225	0.25125000000000003	7719	8774	-1055
Putida	PP_2381	NZ_KK214940.1_80	1.0	universal	1.0	0.525	0.5	0.025	0.3225	0.25125000000000003	7719	8774	-1055
RalstoniaGMI1000	RS_RS19905	NZ_JACWNJ010000020.1_1098	4.0	universal	1.0	0.6	0.5	0.1	0.3225	0.2625	7719	8265	-546
RalstoniaGMI1000	RS_RS18355	NZ_JAJMNG010000614.1_3	5.0	universal	1.0	0.625	0.5	0.125	0.3225	0.26625	7719	8078	-359
RalstoniaBSBF1503	RALBFv3_RS15645	NZ_JACWNY010000003.1_154	3.0	universal	1.0	0.575	0.5	0.075	0.3225	0.25875	7719	8390	-671
RalstoniaPSI07	RPSI07_RS00950	NZ_CP022799.1_199	5.0	universal	1.0	0.625	0.5	0.125	0.3225	0.26625	7719	8078	-359
pseudo6_N2E2	Pf6N2E2_1244	NZ_FNYG01000004.1_260	1.0	universal	1.0	0.525	0.5	0.025	0.3225	0.25125000000000003	7719	8774	-1055
pseudo6_N2E2	Pf6N2E2_4475	NZ_FMTR01000002.1_142	2.0	universal	1.0	0.55	0.5	0.05	0.3225	0.255	7719	8610	-891
BFirm	BPHYT_RS29505	NZ_PVNC01000003.1_446	4.0	universal	1.0	0.6	0.5	0.1	0.3225	0.2625	7719	8265	-546
RalstoniaGMI1000	RS_RS14500	NZ_JAJLIY010000025.1_41	4.0	universal	1.0	0.6	0.5	0.1	0.3225	0.2625	7719	8265	-546
RalstoniaBSBF1503	RALBFv3_RS22250	NZ_MZNB01000052.1_30	5.0	universal	1.0	0.625	0.5	0.125	0.3225	0.26625	7719	8078	-359
pseudo3_N2E3	AO353_27055	POHI01000057.1_33	2.0	universal	1.0	0.55	0.5	0.05	0.3225	0.255	7719	8610	-891
SyringaeB728a	Psyr_4017	NZ_JAKMVJ010000009.1_77	1.0	universal	1.0	0.525	0.5	0.025	0.3225	0.25125000000000003	7719	8774	-1055
pseudo3_N2E3	AO353_26980	NZ_JACNBS010000015.1_181	2.0	universal	1.0	0.55	0.5	0.05	0.3225	0.255	7719	8610	-891
psRCH2	GFF169	NZ_BDJA01000001.1_237	1.0	universal	1.0	0.525	0.5	0.025	0.3225	0.25125000000000003	7719	8774	-1055
SB2B	6936345				0.0	0.0	0.5	0.025	0.3224999999999999	0.32249999999999995	7750	5937	1813
Cola	Echvi_0397				0.0	0.0	0.5	0.025	0.3224999999999999	0.32249999999999995	7750	5937	1813
pseudo1_N1B4	Pf1N1B4_5675	NZ_JAHUWR010000003.1_98			0.4	0.0	0.5	0.025	0.322472059375	0.262472059375	7752	8285	-533
azobra	AZOBR_RS28945	NZ_CP022255.1_676	2.0	universal	0.9	0.45	0.5	0.05	0.32243345625	0.25493345624999997	7753	8648	-895
pseudo3_N2E3	AO353_28700	NZ_CP012830.1_5744			0.5	0.025	0.5	0.025	0.322426784375	0.251176784375	7754	8789	-1035
pseudo1_N1B4	Pf1N1B4_5334	NZ_LUKJ01000002.1_135			0.4	0.0	0.5	0.025	0.322250365625	0.26225036562500004	7755	8293	-538
Pedo557	CA265_RS04355				0.0	0.0	0.5	0.025	0.32221595	0.32221595	7756	5945	1811
acidovorax_3H11	Ac3H11_1830	NZ_LUKZ01000009.1_26	1.0	universal	1.0	0.525	0.5	0.025	0.3221608125	0.2509108125	7757	8793	-1036
Dino	3608810	NZ_CP097547.1_2243	7.0	universal	1.0	0.675	0.5	0.175	0.32209309375	0.27334309375	7758	7838	-80
SB2B	6938690				0.0	0.0	0.5	0.025	0.3220583125	0.3220583125	7759	5950	1809
Marino	GFF2814	NZ_JAHWRS010000001.1_1440	1.0	universal	0.9	0.42500000000000004	0.5	0.025	0.321967240625	0.250717240625	7760	8802	-1042
pseudo6_N2E2	Pf6N2E2_1238				0.0	0.0	0.5	0.025	0.3219581802083333	0.32195818020833333	7761	5956	1805
Cola	Echvi_4050				0.0	0.0	0.5	0.025	0.32180749375	0.32180749375	7762	5959	1803
Cup4G11	RR42_RS17735	NZ_SUQM01000003.1_125			0.4	0.0	0.5	0.025	0.321769696875	0.261769696875	7763	8306	-543
Pedo557	CA265_RS21065				0.0	0.0	0.5	0.025	0.3217680427083333	0.32176804270833337	7764	5961	1803
Korea	Ga0059261_3056	NZ_QQWO01000002.1_236	7.0	universal	1.0	0.675	0.5	0.175	0.321677209375	0.27292720937500003	7765	7845	-80
SB2B	6939380				0.0	0.0	0.5	0.025	0.32157901875	0.32157901875	7766	5975	1791
Caulo	CCNA_02116	NC_011916.1_2035			0.5	0.025	0.5	0.025	0.3213358125	0.2500858125	7767	8909	-1142
psRCH2	GFF3471	MCNJ01000031.1_17			0.4	0.0	0.5	0.025	0.32131745625	0.26131745625	7768	8314	-546
PS	Dsui_3090	JAGODV010000009.1_2			0.5	0.025	0.5	0.025	0.321291790625	0.250041790625	7769	8910	-1141
Cup4G11	RR42_RS18385	NZ_CP010536.1_3695			0.4	0.0	0.5	0.025	0.32124013125	0.26124013125	7770	8324	-554
Keio	18278				0.0	0.0	0.5	0.025	0.32101604375	0.32101604375000004	7771	5991	1780
pseudo5_N2C3_1	AO356_26455	NZ_JACNDT010000001.1_2222			0.4	0.0	0.5	0.025	0.3209031375	0.26090313750000005	7772	8329	-557
azobra	AZOBR_RS33510	NZ_CP022256.1_83	2.0	universal	0.9	0.45	0.5	0.05	0.3208333333333333	0.25333333333333335	7773	8715	-942
BFirm	BPHYT_RS28005	NZ_SNVI01000002.1_2380	12.0	universal	0.9	0.7	0.5	0.3	0.3208333333333333	0.29083333333333333	7773	7138	635
psRCH2	GFF2848	NC_019936.1_2826	1.0	universal	0.9	0.42500000000000004	0.5	0.025	0.3208333333333333	0.24958333333333335	7773	8924	-1151
WCS417	GFF4721	NZ_CP007637.1_4726	2.0	universal	0.9	0.45	0.5	0.05	0.3208333333333333	0.25333333333333335	7773	8715	-942
BFirm	BPHYT_RS13060	NC_010681.1_2608	2.0	universal	0.9	0.45	0.5	0.05	0.3208333333333333	0.25333333333333335	7773	8715	-942
PV4	5208908	NC_009092.1_1421	9.0	universal	0.9	0.625	0.5	0.225	0.3208333333333333	0.27958333333333335	7773	7550	223
psRCH2	GFF1400	MCNJ01000097.1_106	9.0	universal	0.9	0.625	0.5	0.225	0.3208333333333333	0.27958333333333335	7773	7550	223
Methanococcus_JJ	MMJJ_RS02550	NZ_JACDUK010000003.1_1	1.0	universal	0.9	0.42500000000000004	0.5	0.025	0.3208333333333333	0.24958333333333335	7773	8924	-1151
Phaeo	GFF1899	NZ_CP010595.1_1916	14.0	universal	0.9	0.75	0.5	0.35	0.3208333333333333	0.29833333333333334	7773	6832	941
SyringaeB728a	Psyr_4987	NZ_LIHR01000004.1_168	1.0	universal	0.9	0.42500000000000004	0.5	0.025	0.3208333333333333	0.24958333333333335	7773	8924	-1151
RalstoniaGMI1000	RS_RS08515	NZ_JACWOM010000002.1_135	1.0	universal	0.9	0.42500000000000004	0.5	0.025	0.3208333333333333	0.24958333333333335	7773	8924	-1151
WCS417	GFF4723	NZ_CP007637.1_4728	3.0	universal	0.9	0.47500000000000003	0.5	0.075	0.3208333333333333	0.25708333333333333	7773	8569	-796
BFirm	BPHYT_RS28925	NC_010676.1_1837	1.0	universal	0.9	0.42500000000000004	0.5	0.025	0.3208333333333333	0.24958333333333335	7773	8924	-1151
DdiaME23	DZA65_RS04010	NZ_WABE01000020.1_54	9.0	universal	0.9	0.625	0.5	0.225	0.3208333333333333	0.27958333333333335	7773	7550	223
Ddia6719	HGI48_RS13840	NZ_CP051429.1_2702	1.0	universal	0.9	0.42500000000000004	0.5	0.025	0.3208333333333333	0.24958333333333335	7773	8924	-1151
SyringaeB728a_mexBdelta	Psyr_4987	NZ_LIHR01000004.1_168	1.0	universal	0.9	0.42500000000000004	0.5	0.025	0.3208333333333333	0.24958333333333335	7773	8924	-1151
Ddia6719	HGI48_RS21075	NZ_CP051429.1_4095	4.0	universal	0.9	0.5	0.5	0.1	0.3208333333333333	0.26083333333333336	7773	8331	-558
HerbieS	HSERO_RS09065	NZ_CP013136.1_1765	6.0	universal	0.9	0.55	0.5	0.15	0.3208333333333333	0.26833333333333337	7773	7991	-218
acidovorax_3H11	Ac3H11_3754	NZ_LUKZ01000038.1_12	4.0	universal	0.9	0.5	0.5	0.1	0.3208333333333333	0.26083333333333336	7773	8331	-558
azobra	AZOBR_RS30260	NZ_CP022262.1_376	2.0	universal	0.9	0.45	0.5	0.05	0.3208333333333333	0.25333333333333335	7773	8715	-942
SyringaeB728a	Psyr_1451	NC_007005.1_1465	1.0	universal	0.9	0.42500000000000004	0.5	0.025	0.3208333333333333	0.24958333333333335	7773	8924	-1151
RalstoniaBSBF1503	RALBFv3_RS20810	NZ_CP088236.1_275	1.0	universal	0.9	0.42500000000000004	0.5	0.025	0.3208333333333333	0.24958333333333335	7773	8924	-1151
PV4	5207986	NZ_CP080422.1_491	6.0	universal	0.9	0.55	0.5	0.15	0.3208333333333333	0.26833333333333337	7773	7991	-218
PV4	5208009	NZ_CP080422.1_514	4.0	universal	0.9	0.5	0.5	0.1	0.3208333333333333	0.26083333333333336	7773	8331	-558
azobra	AZOBR_RS01840	NZ_VSRJ01000039.1_43	3.0	universal	0.9	0.47500000000000003	0.5	0.075	0.3208333333333333	0.25708333333333333	7773	8569	-796
pseudo6_N2E2	Pf6N2E2_5121	NZ_CP015225.1_5132	1.0	universal	0.9	0.42500000000000004	0.5	0.025	0.3208333333333333	0.24958333333333335	7773	8924	-1151
azobra	AZOBR_RS04525	NZ_VSRJ01000115.1_13	5.0	universal	0.9	0.525	0.5	0.125	0.3208333333333333	0.26458333333333334	7773	8137	-364
WCS417	GFF1951	NZ_JH635997.1_3684	2.0	universal	0.9	0.45	0.5	0.05	0.3208333333333333	0.25333333333333335	7773	8715	-942
RalstoniaBSBF1503	RALBFv3_RS22585	NZ_CP034199.1_4658	1.0	universal	0.9	0.42500000000000004	0.5	0.025	0.3208333333333333	0.24958333333333335	7773	8924	-1151
RalstoniaBSBF1503	RALBFv3_RS23545	NZ_CP012940.1_116	2.0	universal	0.9	0.45	0.5	0.05	0.3208333333333333	0.25333333333333335	7773	8715	-942
BFirm	BPHYT_RS08435	NC_010681.1_1686	6.0	universal	0.9	0.55	0.5	0.15	0.3208333333333333	0.26833333333333337	7773	7991	-218
RalstoniaUW163	UW163_RS23135	NZ_CP034199.1_4658	1.0	universal	0.9	0.42500000000000004	0.5	0.025	0.3208333333333333	0.24958333333333335	7773	8924	-1151
SyringaeB728a	Psyr_2349	NC_007005.1_2375	17.0	universal	0.9	0.825	0.5	0.425	0.3208333333333333	0.3095833333333333	7773	6417	1356
PV4	5210827	NC_009092.1_3284	1.0	universal	0.9	0.42500000000000004	0.5	0.025	0.3208333333333333	0.24958333333333335	7773	8924	-1151
Btheta	349696	JAGZEW010000013.1_79	5.0	universal	0.9	0.525	0.5	0.125	0.3208333333333333	0.26458333333333334	7773	8137	-364
Methanococcus_JJ	MMJJ_RS02435	NZ_JACDUK010000003.1_40	1.0	universal	0.9	0.42500000000000004	0.5	0.025	0.3208333333333333	0.24958333333333335	7773	8924	-1151
azobra	AZOBR_RS33275	NZ_CP022261.1_126	11.0	universal	0.9	0.675	0.5	0.275	0.3208333333333333	0.28708333333333336	7773	7262	511
DvH	207479	NC_017310.1_1309	1.0	universal	0.9	0.42500000000000004	0.5	0.025	0.3208333333333333	0.24958333333333335	7773	8924	-1151
RalstoniaGMI1000	RS_RS09430	NZ_JAJCRW010000002.1_1881	1.0	universal	0.9	0.42500000000000004	0.5	0.025	0.3208333333333333	0.24958333333333335	7773	8924	-1151
Methanococcus_S2	MMP_RS02485	NZ_JACDUO010000001.1_1388	1.0	universal	0.9	0.42500000000000004	0.5	0.025	0.3208333333333333	0.24958333333333335	7773	8924	-1151
Methanococcus_S2	MMP_RS02505	NC_005791.1_478	1.0	universal	0.9	0.42500000000000004	0.5	0.025	0.3208333333333333	0.24958333333333335	7773	8924	-1151
Methanococcus_S2	MMP_RS00075	NC_005791.1_9	1.0	universal	0.9	0.42500000000000004	0.5	0.025	0.3208333333333333	0.24958333333333335	7773	8924	-1151
SyringaeB728a_mexBdelta	Psyr_2349	NC_007005.1_2375	17.0	universal	0.9	0.825	0.5	0.425	0.3208333333333333	0.3095833333333333	7773	6417	1356
acidovorax_3H11	Ac3H11_2661	NZ_LUKZ01000009.1_859	1.0	universal	1.0	0.525	0.5	0.025	0.3207591875	0.24950918749999998	7816	8945	-1129
Btheta	351549	NZ_JANUKZ010000001.1_5066			0.5	0.025	0.5	0.025	0.3207561875	0.2495061875	7817	8946	-1129
Miya	8500022				0.0	0.0	0.5	0.025	0.3206171458333333	0.32061714583333334	7818	6000	1818
Koxy	BWI76_RS14410	NZ_JACYGP010000007.1_2590			0.4	0.0	0.5	0.025	0.320510878125	0.260510878125	7819	8341	-522
Miya	8500250				0.0	0.0	0.5	0.025	0.3204148958333334	0.3204148958333334	7820	6014	1806
PV4	5209410	NC_009092.1_1893	8.0	universal	1.0	0.7	0.5	0.2	0.3202635124999999	0.27526351250000003	7821	7723	98
Dino	3608352	NZ_CP097547.1_1783			0.5	0.025	0.5	0.025	0.320254271875	0.249004271875	7822	8953	-1131
acidovorax_3H11	Ac3H11_2799	JAIBEQ010000707.1_1	1.0	universal	1.0	0.525	0.5	0.025	0.3201632125	0.2489132125	7823	8955	-1132
Putida	PP_5571	NZ_BCAX01000006.1_195	1.0	universal	0.9	0.42500000000000004	0.5	0.025	0.3201588125	0.24890881250000002	7824	8956	-1132
RalstoniaUW163	UW163_RS07955	NZ_JACWOR010000005.1_152	7.0	universal	0.9	0.575	0.5	0.175	0.32	0.27125	7825	7904	-79
RalstoniaBSBF1503	RALBFv3_RS05670	NZ_JACWOR010000005.1_152	7.0	universal	0.9	0.575	0.5	0.175	0.32	0.27125	7825	7904	-79
MR1	10942726				0.0	0.0	0.5	0.025	0.32	0.32	7825	6024	1801
MR1	10942736				0.0	0.0	0.5	0.025	0.32	0.32	7825	6024	1801
MR1	203637				0.0	0.0	0.5	0.025	0.32	0.32	7825	6024	1801
pseudo13_GW456_L13	PfGW456L13_4769				0.0	0.0	0.5	0.025	0.32	0.32	7825	6024	1801
Koxy	BWI76_RS09650				0.0	0.0	0.5	0.025	0.32	0.32	7825	6024	1801
Keio	15626				0.0	0.0	0.5	0.025	0.32	0.32	7825	6024	1801
Keio	15266				0.0	0.0	0.5	0.025	0.32	0.32	7825	6024	1801
Koxy	BWI76_RS23265				0.0	0.0	0.5	0.025	0.32	0.32	7825	6024	1801
MR1	2200906				0.0	0.0	0.5	0.025	0.32	0.32	7825	6024	1801
