orgId	locusId	desc	annotation_class	max_abs_fit	top_condition_class	top_condition_fit	n_specific_phenotypes	n_condition_classes	gene_cluster_id	is_core	is_auxiliary	module	module_prediction	OG_id	og_n_organisms	essentiality_class	is_essential_dark	essential_prediction	n_domains	domain_names	top_cofit_partners	top_cofit_score	s_fitness	s_conservation	s_inference	s_pangenome	s_biogeographic	s_tractability	total_score
Putida	PP_5571	conserved protein of unknown function	uncharacterized	3.685082			0		NZ_BCAX01000006.1_195	False	True						False						0.46063525	0.0	0.2	0.9	0.0	0.3	0.3201588125
RalstoniaUW163	UW163_RS07955	hypothetical protein	hypothetical				0		NZ_JACWOR010000005.1_152	False	True			OG04613	9.0	variably_essential	True						0.15	0.4875	0.2	0.9	0.0	0.1	0.32000000000000006
RalstoniaBSBF1503	RALBFv3_RS05670	hypothetical protein	hypothetical				0		NZ_JACWOR010000005.1_152	False	True			OG04613	9.0	variably_essential	True						0.15	0.4875	0.2	0.9	0.0	0.1	0.32000000000000006
MR1	10942726		no_annotation	4.4864554	motility	4.4864554	0	4.0				M004	PF00460				False						0.6	0.0	0.5	0.0	0.0	0.7	0.32
MR1	10942736		no_annotation	4.452103	nitrogen source	4.452103	0	7.0				M028	PF01380				False						0.6	0.0	0.5	0.0	0.0	0.7	0.32
MR1	203637	hypothetical protein (NCBI ptt file)	hypothetical	6.1608853	stress	6.1608853	0	1.0				M041	PF00196				False						0.6	0.0	0.5	0.0	0.0	0.7	0.32
pseudo13_GW456_L13	PfGW456L13_4769	hypothetical protein	hypothetical	5.2567916	carbon source	5.2567916	0	1.0				M010	TIGR01726				False						0.6	0.0	0.5	0.0	0.0	0.7	0.32
Koxy	BWI76_RS09650	hypothetical protein	hypothetical	8.907656	carbon source	8.907656	0	2.0				M015	PF00005				False						0.6	0.0	0.5	0.0	0.0	0.7	0.32
Keio	15626	hypothetical protein (RefSeq)	hypothetical	4.957949	motility	4.957949	0	2.0				M031	PF00460				False						0.6	0.0	0.5	0.0	0.0	0.7	0.32
Keio	15266	orf, hypothetical protein (VIMSS)	hypothetical	5.817133	stress	5.817133	0	1.0				M003	TIGR00790				False						0.6	0.0	0.5	0.0	0.0	0.7	0.32
Koxy	BWI76_RS23265	hypothetical protein	hypothetical	8.179988	r2a control	8.179988	0	7.0				M006	TIGR01494				False						0.6	0.0	0.5	0.0	0.0	0.7	0.32
MR1	2200906		no_annotation	5.13116	nitrogen source	1.8902088	0	1.0				M010	PF00550				False						0.6	0.0	0.5	0.0	0.0	0.7	0.32
Keio	18423	hypothetical protein (NCBI)	hypothetical	4.770072	carbon source	4.770072	0	2.0				M028	PF00989				False						0.6	0.0	0.5	0.0	0.0	0.7	0.32
Koxy	BWI76_RS05235	hypothetical protein	hypothetical	4.62039	stress	4.1775403	0	1.0				M023	PF03471				False						0.6	0.0	0.5	0.0	0.0	0.7	0.32
Koxy	BWI76_RS19935	hypothetical protein	hypothetical	5.343815	carbon source	1.7870864	0	2.0				M023	PF03471				False						0.6	0.0	0.5	0.0	0.0	0.7	0.32
Koxy	BWI76_RS00025	hypothetical protein	hypothetical	4.2164035	stress	2.8123732	0	1.0				M035	K03293				False						0.6	0.0	0.5	0.0	0.0	0.7	0.32
Koxy	BWI76_RS21235	hypothetical protein	hypothetical	4.952395	lb	2.1405325	0	1.0				M034	PF00903				False						0.6	0.0	0.5	0.0	0.0	0.7	0.32
Smeli	SMa1174	hypothetical protein	hypothetical	2.397291			0		NZ_CP026529.1_61	False	True						False						0.299661375	0.0	0.2	0.9	0.0	0.7	0.31991534375
SB2B	6939225	hypothetical protein (RefSeq)	hypothetical	2.0152957	stress	1.2663614	0	1.0						OG05534	4.0	variably_essential	False		1.0	ZapB	hypothetical protein (RefSeq) | hypothetical protein (RefSeq) | putative methyl-accepting chemotaxis sensory transducer (RefSeq)	0.538453706089038	0.3519119625	0.3833333333333333	0.35	0.0	0.0	0.85	0.3196446572916667
PV4	5208149	hypothetical protein (RefSeq)	hypothetical	3.1879473			0		NZ_CP080420.1_653	True	False						False						0.3984934125	0.0	0.2	1.0	0.0	0.3	0.319623353125
Btheta	353775	hypothetical protein (NCBI ptt file)	hypothetical	3.5011544	nitrogen source	2.9440322	0	4.0	NZ_KE159459.1_2489	False	True						False				NADH dehydrogenase I, chain H (NCBI ptt file) | aminopeptidase (NCBI ptt file) | putative anti-sigma factor (NCBI ptt file)	0.479362376869245	0.5376443	0.0	0.4	0.4	0.0	0.44999999999999996	0.319411075
SB2B	6937161	hypothetical protein (RefSeq)	hypothetical	2.8058608	carbon source	2.8058608	0	3.0				M023	PF00460	OG05831	4.0	never_essential	False						0.45073260000000004	0.3833333333333333	0.3	0.0	0.0	0.7	0.3193498166666667
Miya	8502136		no_annotation	3.578801	stress	3.578801	3	1.0				M012	TIGR01727				False						0.6973501249999999	0.0	0.5	0.0	0.0	0.44999999999999996	0.31933753125
pseudo1_N1B4	Pf1N1B4_441	hypothetical protein	hypothetical	2.373937			0		NZ_JACNDV010000001.1_835	False	True						False						0.296742125	0.0	0.2	0.9	0.0	0.7	0.31918553125000004
BFirm	BPHYT_RS36300	hypothetical protein	hypothetical	3.333739	carbon source	3.333739	0	2.0	NC_010679.1_100	False	True	M023	PF00156				False						0.516717375	0.0	0.5	0.4	0.0	0.3	0.31917934375
psRCH2	GFF3087	hypothetical protein	hypothetical	3.4935317	stress	1.7636665	0	2.0	NC_019936.1_3059	False	True						False				SmpA / OmlA family. | transporter, SSS family | phosphate regulon transcriptional regulatory protein PhoB	0.284127912023774	0.5366914625	0.0	0.4	0.4	0.0	0.44999999999999996	0.31917286562499997
PV4	5208859	hypothetical protein (RefSeq)	hypothetical				0		NZ_LVDJ01000017.1_44	False	True			OG05758	4.0	variably_essential	True	PF00460					0.15	0.3833333333333333	0.30000000000000004	0.9	0.0	0.1	0.3191666666666667
Smeli	SMa0647	hypothetical protein	hypothetical	3.8132021			0		NZ_RPHM01000001.1_285	False	True						False		1.0	DUF1612			0.4766502625	0.0	0.35	0.4	0.0	0.7	0.319162565625
pseudo6_N2E2	Pf6N2E2_1917	hypothetical protein	hypothetical	2.1061695	carbon source	2.1061695	0	2.0				M028	PF00532	OG17109	2.0	never_essential	False		1.0	ABM			0.3632711875	0.3416666666666667	0.6499999999999999	0.0	0.0	0.3	0.3191511302083333
pseudo1_N1B4	Pf1N1B4_430	hypothetical protein	hypothetical	2.2112942	nitrogen source	1.6209404	0	1.0	NZ_JACNDV010000001.1_862	False	True						False				Quinolinate synthetase (EC 2.5.1.72) | Unknown | Polyphosphate kinase (EC 2.7.4.1)	0.448538190795727	0.376411775	0.0	0.4	0.4	0.0	0.85	0.31910294375000003
SyringaeB728a_mexBdelta	Psyr_2817	hypothetical protein	hypothetical	2.3388062	stress	2.3388062	1	1.0						OG15980	2.0	never_essential	False				conserved hypothetical protein | hypothetical protein | hypothetical protein	0.971615982671113	0.442350775	0.3416666666666667	0.4	0.0	0.0	0.6	0.31892102708333336
Ponti	CA264_18345	hypothetical protein	hypothetical	3.0047443	stress	2.1763737	0	1.0	NZ_AXBP01000019.1_490	True	False						False				lytic transglycosylase | hypothetical protein | 6-pyruvoyl tetrahydrobiopterin synthase	0.46662495805546	0.47559303750000004	0.0	0.4	0.5	0.0	0.44999999999999996	0.318898259375
SyringaeB728a_mexBdelta	Psyr_1226	hypothetical protein	hypothetical	2.895908			0		NZ_QPBT01000028.1_43	False	True			OG16479	2.0	never_essential	False		1.0	Arm-DNA-bind_3			0.3619885	0.3416666666666667	0.35	0.4	0.0	0.3	0.31883045833333334
Cola	Echvi_1487	hypothetical protein	hypothetical	3.0762765	stress	3.0762765	5	1.0				M017	PF13692				False		1.0	Caps_assemb_Wzi			0.7345345625	0.0	0.44999999999999996	0.0	0.0	0.44999999999999996	0.318633640625
Miya	8499639	hypothetical protein (RefSeq)	hypothetical	3.0483963	stress	2.9557862	0	1.0				M005	PF13641	OG09085	2.0	never_essential	False						0.4810495375	0.3416666666666667	0.5	0.0	0.0	0.3	0.3185957177083334
azobra	AZOBR_RS12890	hypothetical protein	hypothetical	2.994941	stress	2.994941	0	3.0	NC_016617.1_2619	True	False						False				cell division protein FtsK | membrane protein | hemolysin-like protein	0.728588397935422	0.47436762499999996	0.0	0.4	0.5	0.0	0.44999999999999996	0.31859190625
Cola	Echvi_2084	Uncharacterized protein conserved in bacteria	uncharacterized	3.0984073	stress	3.0984073	0	2.0				M003	TIGR01730	OG09922	4.0	variably_essential	False		1.0	TamB			0.48730091249999996	0.3833333333333333	0.44999999999999996	0.0	0.0	0.3	0.3184918947916666
pseudo3_N2E3	AO353_04305	hypothetical protein	hypothetical				0		NZ_POHG01000042.1_12	True	False			OG16746	5.0	variably_essential	True						0.15	0.4041666666666667	0.2	1.0	0.0	0.1	0.31833333333333336
RalstoniaUW163	UW163_RS03575	hypothetical protein	hypothetical				0		NZ_JNVP03000001.1_55	True	False			OG12665	5.0	variably_essential	True						0.15	0.4041666666666667	0.2	1.0	0.0	0.1	0.31833333333333336
BFirm	BPHYT_RS35620	hypothetical protein	hypothetical				0		NZ_SNVI01000002.1_717	True	False			OG12665	5.0	variably_essential	True						0.15	0.4041666666666667	0.2	1.0	0.0	0.1	0.31833333333333336
RalstoniaPSI07	RPSI07_RS13200	hypothetical protein	hypothetical				0		NZ_CP022770.1_979	True	False			OG13486	5.0	variably_essential	True						0.15	0.4041666666666667	0.2	1.0	0.0	0.1	0.31833333333333336
PV4	5209468	hypothetical protein (RefSeq)	hypothetical				0		NZ_CP080416.1_1902	True	False			OG02426	5.0	variably_essential	True						0.15	0.4041666666666667	0.2	1.0	0.0	0.1	0.31833333333333336
ANA3	7024783	hypothetical protein (RefSeq)	hypothetical				0		NZ_NAJR01000004.1_45	True	False			OG02426	5.0	variably_essential	True						0.15	0.4041666666666667	0.2	1.0	0.0	0.1	0.31833333333333336
RalstoniaGMI1000	RS_RS11740	hypothetical protein	hypothetical				0		NZ_JAJLIX010000001.1_291	True	False			OG13486	5.0	variably_essential	True						0.15	0.4041666666666667	0.2	1.0	0.0	0.1	0.31833333333333336
azobra	AZOBR_RS18925	hypothetical protein	hypothetical	5.050058			0							OG03106	8.0	variably_essential	False		2.0	DUF559 | MTES_1575			0.5	0.4666666666666667	0.35	0.0	0.0	0.3	0.31833333333333336
RalstoniaPSI07	RPSI07_RS00945	hypothetical protein	hypothetical				0		NZ_CP068285.1_1610	True	False			OG13597	5.0	universally_essential	True						0.15	0.4041666666666667	0.2	1.0	0.0	0.1	0.31833333333333336
RalstoniaBSBF1503	RALBFv3_RS09205	hypothetical protein	hypothetical				0		JACWNS010000040.1_22	True	False			OG12437	5.0	variably_essential	True						0.15	0.4041666666666667	0.2	1.0	0.0	0.1	0.31833333333333336
RalstoniaGMI1000	RS_RS02315	hypothetical protein	hypothetical				0		NZ_JAAWVM010000001.1_157	True	False			OG13579	5.0	variably_essential	True						0.15	0.4041666666666667	0.2	1.0	0.0	0.1	0.31833333333333336
RalstoniaGMI1000	RS_RS00185	hypothetical protein	hypothetical				0		NZ_JACWOU010000087.1_19	True	False			OG01751	5.0	variably_essential	True						0.15	0.4041666666666667	0.2	1.0	0.0	0.1	0.31833333333333336
pseudo3_N2E3	AO353_25455	hypothetical protein	hypothetical				0		POHI01000020.1_40	True	False			OG11225	5.0	variably_essential	True						0.15	0.4041666666666667	0.2	1.0	0.0	0.1	0.31833333333333336
RalstoniaGMI1000	RS_RS06980	hypothetical protein	hypothetical				0		NZ_JAJLIX010000025.1_36	True	False			OG13693	5.0	universally_essential	True						0.15	0.4041666666666667	0.2	1.0	0.0	0.1	0.31833333333333336
RalstoniaUW163	UW163_RS23465	hypothetical protein	hypothetical				0		NZ_CDLX01000001.1_1070	True	False			OG15501	5.0	variably_essential	True						0.15	0.4041666666666667	0.2	1.0	0.0	0.1	0.31833333333333336
RalstoniaGMI1000	RS_RS18350	hypothetical protein	hypothetical				0		NZ_CP025742.1_328	True	False			OG13597	5.0	universally_essential	True						0.15	0.4041666666666667	0.2	1.0	0.0	0.1	0.31833333333333336
RalstoniaGMI1000	RS_RS03290	hypothetical protein	hypothetical				0		NZ_JACWOI010000194.1_2	True	False			OG12192	5.0	variably_essential	True						0.15	0.4041666666666667	0.2	1.0	0.0	0.1	0.31833333333333336
RalstoniaGMI1000	RS_RS02720	hypothetical protein	hypothetical				0		NZ_CP051173.1_969	True	False			OG13642	5.0	variably_essential	True						0.15	0.4041666666666667	0.2	1.0	0.0	0.1	0.31833333333333336
RalstoniaPSI07	RPSI07_RS23765	hypothetical protein	hypothetical				0		NZ_CP022770.1_3155	True	False			OG01751	5.0	variably_essential	True						0.15	0.4041666666666667	0.2	1.0	0.0	0.1	0.31833333333333336
RalstoniaPSI07	RPSI07_RS00375	hypothetical protein	hypothetical				0		NZ_JACWNH010000014.1_77	True	False			OG15501	5.0	variably_essential	True						0.15	0.4041666666666667	0.2	1.0	0.0	0.1	0.31833333333333336
RalstoniaGMI1000	RS_RS17705	hypothetical protein	hypothetical				0		NZ_JAJLJB010000044.1_26	True	False			OG15501	5.0	variably_essential	True						0.15	0.4041666666666667	0.2	1.0	0.0	0.1	0.31833333333333336
RalstoniaGMI1000	RS_RS04195	hypothetical protein	hypothetical				0		NZ_JAJLIX010000014.1_95	True	False			OG09222	5.0	variably_essential	True						0.15	0.4041666666666667	0.2	1.0	0.0	0.1	0.31833333333333336
WCS417	GFF2338	hypothetical protein	hypothetical				0		NZ_CP007637.1_2334	True	False			OG16718	5.0	variably_essential	True						0.15	0.4041666666666667	0.2	1.0	0.0	0.1	0.31833333333333336
RalstoniaUW163	UW163_RS14185	hypothetical protein	hypothetical				0		NZ_CDLY01000001.1_959	True	False			OG13763	5.0	variably_essential	True						0.15	0.4041666666666667	0.2	1.0	0.0	0.1	0.31833333333333336
pseudo6_N2E2	Pf6N2E2_3483	FIG00956405: hypothetical protein	hypothetical				0		NZ_FOPT01000017.1_21	True	False			OG16733	5.0	universally_essential	True						0.15	0.4041666666666667	0.2	1.0	0.0	0.1	0.31833333333333336
RalstoniaBSBF1503	RALBFv3_RS00850	hypothetical protein	hypothetical				0		NZ_CDLY01000001.1_959	True	False			OG13763	5.0	variably_essential	True						0.15	0.4041666666666667	0.2	1.0	0.0	0.1	0.31833333333333336
RalstoniaBSBF1503	RALBFv3_RS11380	hypothetical protein	hypothetical				0		NZ_CDMA01000001.1_2690	True	False			OG14516	5.0	variably_essential	True						0.15	0.4041666666666667	0.2	1.0	0.0	0.1	0.31833333333333336
RalstoniaBSBF1503	RALBFv3_RS09600	hypothetical protein	hypothetical				0		NZ_MXAM01000047.1_5	True	False			OG01751	5.0	variably_essential	True						0.15	0.4041666666666667	0.2	1.0	0.0	0.1	0.31833333333333336
RalstoniaUW163	UW163_RS01045	hypothetical protein	hypothetical				0		NZ_JACWOV010000151.1_11	True	False			OG12192	5.0	variably_essential	True						0.15	0.4041666666666667	0.2	1.0	0.0	0.1	0.31833333333333336
pseudo6_N2E2	Pf6N2E2_528	FIG00961088: hypothetical protein	hypothetical				0		NZ_FMYA01000005.1_138	True	False			OG16718	5.0	variably_essential	True						0.15	0.4041666666666667	0.2	1.0	0.0	0.1	0.31833333333333336
Dino	3610825	hypothetical protein (RefSeq)	hypothetical				0		NZ_CP097552.1_58	True	False			OG13623	5.0	variably_essential	True						0.15	0.4041666666666667	0.2	1.0	0.0	0.1	0.31833333333333336
RalstoniaBSBF1503	RALBFv3_RS10005	hypothetical protein	hypothetical				0		NZ_JNVP03000001.1_55	True	False			OG12665	5.0	variably_essential	True						0.15	0.4041666666666667	0.2	1.0	0.0	0.1	0.31833333333333336
WCS417	GFF626	hypothetical protein	hypothetical				0		NZ_WKCL01000050.1_15	True	False			OG16733	5.0	universally_essential	True						0.15	0.4041666666666667	0.2	1.0	0.0	0.1	0.31833333333333336
WCS417	GFF2732	hypothetical protein	hypothetical				0		JALKFD010000001.1_3559	True	False			OG16737	5.0	variably_essential	True						0.15	0.4041666666666667	0.2	1.0	0.0	0.1	0.31833333333333336
BFirm	BPHYT_RS07830	hypothetical protein	hypothetical				0		NZ_PVNC01000018.1_116	True	False			OG12435	5.0	variably_essential	True						0.15	0.4041666666666667	0.2	1.0	0.0	0.1	0.31833333333333336
BFirm	BPHYT_RS11690	hypothetical protein	hypothetical				0		NZ_SNVI01000001.1_372	True	False			OG11916	5.0	variably_essential	True						0.15	0.4041666666666667	0.2	1.0	0.0	0.1	0.31833333333333336
RalstoniaUW163	UW163_RS04390	hypothetical protein	hypothetical				0		JACWNS010000040.1_22	True	False			OG12437	5.0	variably_essential	True						0.15	0.4041666666666667	0.2	1.0	0.0	0.1	0.31833333333333336
RalstoniaUW163	UW163_RS03980	hypothetical protein	hypothetical				0		NZ_MXAM01000047.1_5	True	False			OG01751	5.0	variably_essential	True						0.15	0.4041666666666667	0.2	1.0	0.0	0.1	0.31833333333333336
RalstoniaPSI07	RPSI07_RS17165	hypothetical protein	hypothetical				0		NZ_CP022776.1_1881	True	False			OG13693	5.0	universally_essential	True						0.15	0.4041666666666667	0.2	1.0	0.0	0.1	0.31833333333333336
pseudo6_N2E2	Pf6N2E2_6092	hypothetical protein	hypothetical				0		NZ_JACNDS010000001.1_123	True	False			OG16866	5.0	variably_essential	True						0.15	0.4041666666666667	0.2	1.0	0.0	0.1	0.31833333333333336
Miya	8501139	hypothetical protein (RefSeq)	hypothetical	5.088415			0							OG08784	8.0	never_essential	False		1.0	AAA_13			0.5	0.4666666666666667	0.35	0.0	0.0	0.3	0.31833333333333336
RalstoniaUW163	UW163_RS04970	hypothetical protein	hypothetical				0		NZ_JACWOC010000017.1_44	True	False			OG13659	5.0	variably_essential	True						0.15	0.4041666666666667	0.2	1.0	0.0	0.1	0.31833333333333336
RalstoniaUW163	UW163_RS09520	hypothetical protein	hypothetical				0		NZ_CDRX01000001.1_2116	True	False			OG13486	5.0	variably_essential	True						0.15	0.4041666666666667	0.2	1.0	0.0	0.1	0.31833333333333336
Cup4G11	RR42_RS05215	hypothetical protein	hypothetical				0		NZ_CP062803.1_1081	True	False			OG13597	5.0	universally_essential	True						0.15	0.4041666666666667	0.2	1.0	0.0	0.1	0.31833333333333336
azobra	AZOBR_RS33610	hypothetical protein	hypothetical	2.5031672	carbon source	2.5031672	0	3.0	NC_016597.1_45	False	True						False		4.0	Methyltransf_11 | Glyco_trans_1_2 | Methyltransf_25	putative Glycosyl transferase-like protein | chemotaxis protein CheY | flagellar hook protein	0.795421807379288	0.4128959	0.0	0.55	0.4	0.0	0.44999999999999996	0.318223975
pseudo1_N1B4	Pf1N1B4_647	hypothetical protein	hypothetical	3.936638	stress	3.936638	0	3.0				M007	High-affinity choline uptake protein BetT				False						0.59207975	0.0	0.5	0.0	0.0	0.7	0.3180199375
Ponti	CA264_01810	hypothetical protein	hypothetical	2.8138583	stress	2.8138583	0	1.0	NZ_CP021235.1_359	True	False	M012	PF00171				False						0.45173228750000005	0.0	0.5	0.5	0.0	0.3	0.317933071875
Koxy	BWI76_RS15745	hypothetical protein	hypothetical	2.412631	carbon source	2.412631	3	1.0									False				hypothetical protein | hypothetical protein | hypothetical protein	0.676598372855821	0.551578875	0.0	0.4	0.0	0.0	1.0	0.31789471875
Ponti	CA264_09680	hypothetical protein	hypothetical	2.808274	stress	2.808274	0	1.0	NZ_CP021235.1_1943	True	False	M019	PF04055				False						0.45103424999999997	0.0	0.5	0.5	0.0	0.3	0.3177585625
SB2B	6935893	hypothetical protein (RefSeq)	hypothetical	2.059612	stress	2.059612	0	2.0				M027	PF01380	OG11882	2.0	never_essential	False		2.0	Hydrolase_3 | TIGR01689			0.35745150000000003	0.3416666666666667	0.44999999999999996	0.0	0.0	0.7	0.31769620833333334
BFirm	BPHYT_RS11705	hypothetical protein	hypothetical	3.1235163			0		NZ_SNVI01000001.1_369	True	False						False						0.3904395375	0.0	0.2	1.0	0.0	0.3	0.31760988437500004
Phaeo	GFF40	Protein of unknown function (DUF2783).	DUF	2.162968			0		NZ_CP031948.1_34	True	False						False		1.0	DUF2783			0.270371	0.0	0.35	1.0	0.0	0.3	0.31759275
SB2B	6936921	hypothetical protein (RefSeq)	hypothetical	2.1612122	carbon source	2.1612122	4	1.0				M023	PF00460				False		1.0	DUF333			0.570151525	0.0	0.44999999999999996	0.0	0.0	0.85	0.31753788125
Cup4G11	RR42_RS11315	hypothetical protein	hypothetical				0		NZ_CP010536.1_2287	False	True			OG06775	18.0	variably_essential	True	Transcriptional regulator, MocR family, putative Taurine regulator tauR	1.0	DUF1289			0.15	0.6	0.44999999999999996	0.4	0.0	0.1	0.3175
Kang	B158DRAFT_2498	hypothetical protein	hypothetical	5.8436747	motility	5.8436747	5	2.0				M017	PF00437				False						0.85	0.0	0.3	0.0	0.0	0.44999999999999996	0.31749999999999995
Cola	Echvi_0710	hypothetical protein	hypothetical	4.043262	nitrogen source	4.043262	5	1.0				M028	PF00072				False						0.85	0.0	0.3	0.0	0.0	0.44999999999999996	0.31749999999999995
Caulo	CCNA_02379	hypothetical protein	hypothetical	2.9596887	stress	2.9596887	0	5.0	NZ_PJRR01000009.1_121	True	False						False				stalk cross-band protein StpC | ice nucleation protein | MarR-family transcriptional regulator	0.942241404802327	0.4699610875	0.0	0.4	0.5	0.0	0.44999999999999996	0.317490271875
Ponti	CA264_03610	hypothetical protein	hypothetical	2.7989268	stress	2.7989268	0	1.0	NZ_CP021235.1_715	True	False	M002	PF19335				False						0.44986585	0.0	0.5	0.5	0.0	0.3	0.3174664625
pseudo5_N2C3_1	AO356_28300	hypothetical protein	hypothetical	2.3131802			0		NZ_FPJC01000018.1_85	False	True						False						0.289147525	0.0	0.2	0.9	0.0	0.7	0.31728688125000004
pseudo3_N2E3	AO353_28055	hypothetical protein	hypothetical	2.14994			0		NZ_POHA01000003.1_32	True	False						False		1.0	MC4			0.2687425	0.0	0.35	1.0	0.0	0.3	0.317185625
Ponti	CA264_09700	hypothetical protein	hypothetical	3.1075108			0		NZ_CP021235.1_1947	True	False						False						0.38843885	0.0	0.2	1.0	0.0	0.3	0.3171097125
Cola	Echvi_2778	hypothetical protein	hypothetical	2.305784	nitrogen source	2.305784	1	2.0				M034	PF00549	OG09939	3.0	never_essential	False		1.0	DUF4920			0.43822300000000003	0.3625	0.44999999999999996	0.0	0.0	0.44999999999999996	0.31705575
BFirm	BPHYT_RS30890	hypothetical protein	hypothetical	2.141131			0		NZ_SNVI01000002.1_1734	True	False						False		1.0	DUF4096			0.267641375	0.0	0.35	1.0	0.0	0.3	0.31691034375000005
Phaeo	GFF351	hypothetical protein	hypothetical	3.2597144	carbon source	3.2597144	4	3.0									False				phosphoribosylaminoimidazole carboxylase ATPase subunit PurK | Predicted membrane protein | amidophosphoribosyltransferase PurF	0.455817558552947	0.7074642999999999	0.0	0.4	0.0	0.0	0.6	0.316866075
Miya	8500359	hypothetical protein (RefSeq)	hypothetical	2.8320754			0					M023	PF00005	OG08744	2.0	never_essential	False		2.0	TSCPD | TIGR03905			0.354009425	0.3416666666666667	0.6499999999999999	0.0	0.0	0.3	0.3168356895833333
Caulo	CCNA_00438	hypothetical protein	hypothetical	2.9281669	stress	2.9281669	0	4.0	NC_011916.1_426	True	False						False				citrate synthase | chemotaxis protein cheW | cupin domain transcriptional regulator	0.917698651113445	0.46602086249999997	0.0	0.4	0.5	0.0	0.44999999999999996	0.316505215625
Miya	8499417	hypothetical protein (RefSeq)	hypothetical	3.140036	starvation	3.140036	0	3.0						OG08991	2.0	variably_essential	False				putative PAS/PAC sensor protein (RefSeq) | DSBA oxidoreductase (RefSeq) | hypothetical protein (RefSeq)	0.571405668297495	0.4925045	0.3416666666666667	0.4	0.0	0.0	0.44999999999999996	0.31645945833333333
pseudo6_N2E2	Pf6N2E2_919	FIG00954373: hypothetical protein	hypothetical	2.0450506	carbon source	1.1544111	0	1.0						OG14529	3.0	never_essential	False		3.0	HTH_3 | HTH_19 | HTH_31	Glutathione S-transferase (EC 2.5.1.18) | YcgN (Fragment) | FIG00956946: hypothetical protein	0.455536704634584	0.35563132500000005	0.3625	0.55	0.0	0.0	0.44999999999999996	0.31640783125
ANA3	7025237	hypothetical protein (RefSeq)	hypothetical	2.6010182			0		NC_008577.1_2458	False	True	M003					False						0.325127275	0.0	0.35	0.9	0.0	0.3	0.31628181875000005
psRCH2	GFF2843	hypothetical protein	hypothetical	3.5597475			0		NZ_BDJA01000005.1_157	False	True						False						0.4449684375	0.0	0.2	0.9	0.0	0.3	0.31624210937499997
Cup4G11	RR42_RS27065	hypothetical protein	hypothetical	2.5966396			0		NZ_CP010537.1_1259	True	False	M009	TIGR01783				False		1.0	MgtC_SapB_C			0.32457995	0.0	0.6499999999999999	0.5	0.0	0.3	0.3161449875
psRCH2	GFF3129	hypothetical protein	hypothetical	2.1684024	stress	2.1684024	0	1.0						OG07014	2.0	never_essential	False		1.0	DUF4124	acetate--CoA ligase | FolB domain | hypothetical protein	0.377439710215128	0.37105030000000006	0.3416666666666667	0.55	0.0	0.0	0.44999999999999996	0.3160959083333334
Koxy	BWI76_RS21690	hypothetical protein	hypothetical	3.7119696			0		NZ_AP022547.1_1261	False	True	M012					False						0.4639962	0.0	0.35	0.4	0.0	0.7	0.31599905
MR1	202133	hypothetical protein (NCBI ptt file)	hypothetical	2.7511477	stress	2.7511477	2	1.0									False				prophage LambdaSo, tail length tape meausure protein (NCBI ptt file) | prophage LambdaSo, tail assembly protein I (NCBI ptt file) | hypothetical protein (NCBI ptt file)	0.686446914009061	0.5438934625	0.0	0.4	0.0	0.0	1.0	0.315973365625
Miya	8500142	hypothetical protein (RefSeq)	hypothetical	3.122872	stress	3.122872	0	1.0						OG08371	2.0	never_essential	False				flagellar basal body rod protein FlgG (RefSeq) | flagellar hook-length control protein (RefSeq) | protein of unknown function DUF1078 domain protein (RefSeq)	0.57197799687836	0.490359	0.3416666666666667	0.4	0.0	0.0	0.44999999999999996	0.31592308333333335
SynE	Synpcc7942_0866	hypothetical protein	hypothetical	2.74738	stress	2.74738	0	2.0	NZ_CP085785.1_895	True	False	M005	PF00528				False						0.44342250000000005	0.0	0.5	0.5	0.0	0.3	0.315855625
Kang	B158DRAFT_1480	hypothetical protein	hypothetical	4.40953	stress	4.40953	0	2.0						OG02426	5.0	variably_essential	False				trigger factor | EF-P lysine aminoacylase GenX | lysine-2,3-aminomutase-related protein	0.843873286297872	0.6	0.4041666666666667	0.2	0.0	0.0	0.44999999999999996	0.31583333333333335
Cup4G11	RR42_RS18035	hypothetical protein	hypothetical				0		NZ_LZZU01000096.1_61	False	True			OG12905	8.0	universally_essential	True						0.15	0.4666666666666667	0.2	0.9	0.0	0.1	0.31583333333333335
Marino	GFF2021	hypothetical protein	hypothetical	2.5853376	stress	2.5853376	2	1.0				M028	PF05136				False						0.5231671999999999	0.0	0.5	0.0	0.0	0.85	0.3157918
Keio	14441	orf, hypothetical protein (VIMSS)	hypothetical	3.0608513	motility	3.0608513	0	3.0									False		1.0	YdgH_BhsA-like	predicted transcriptional regulator (NCBI) | predicted periplasmic pilin chaperone (NCBI) | predicted fimbrial-like adhesin protein (NCBI)	0.675974717684186	0.4826064125	0.0	0.55	0.0	0.0	0.85	0.315651603125
Koxy	BWI76_RS09625	hypothetical protein	hypothetical	3.859937	stress	3.0573735	0	1.0				M005	PF00440				False						0.582492125	0.0	0.5	0.0	0.0	0.7	0.31562303125
Btheta	351448	hypothetical protein (NCBI ptt file)	hypothetical	2.0996308	stress	2.0996308	2	3.0	NZ_JAHYQH010000001.1_570	False	True						False				conserved hypothetical protein (NCBI ptt file) | hypothetical protein (NCBI ptt file) | outer membrane protein (NCBI ptt file)	0.488954805852116	0.46245384999999994	0.0	0.4	0.4	0.0	0.6	0.3156134625
