gene_cluster_id	root_og	narrowest_og	n_tax_levels	breadth_class	COG_category	EC	KEGG_ko	PFAMs	Description	n_species	n_clusters
NZ_JANUND010000003.1_3513	COG3458	4AP9N	5	universal	Q	-	-	AXE1,DUF3826	cephalosporin-C deacetylase activity	1	1
NZ_VEWO01000004.1_186	COG0614	4AKWH	5	universal	P	-	ko:K21572	SusD-like_3,SusD_RagB	Psort location OuterMembrane, score	7	23
NZ_JANUNN010000001.1_4162	COG3505	22WUG	5	universal	U	-	-	T4SS-DNA_transf,TraG-D_C,TrwB_AAD_bind,YWFCY	Type IV secretory system Conjugative DNA transfer	5	5
NZ_JAJSRE010000083.1_5	32NYQ	1YZD4	5	universal	-	-	-	-	-	3	3
NZ_JAFEKI010000001.1_193	COG3533	4AKRG	5	universal	S	-	ko:K09955	F5_F8_type_C,Glyco_hydro_127	protein conserved in bacteria	5	12
VCHB01000010.1_88	338QC	4AW66	5	universal	S	-	-	SusD-like	Susd and RagB outer membrane lipoprotein	1	1
JAEXVR010000303.1_14	2Z8X2	4AP31	5	universal	S	-	-	DUF5016,DUF5121,DUF5125	Domain of unknown function (DUF5121)	1	1
NZ_LFYQ01000010.1_68	COG0497	1YZCM	5	universal	L	-	-	AAA_23,DUF3732	Protein of unknown function (DUF3732)	5	7
NZ_JADNFY010000017.1_115	2Z8AD	4ANWG	5	universal	S	-	-	Cthe_2159	Carbohydrate-binding domain-containing protein Cthe_2159	1	1
WGTF01000001.1_401	COG0457	4AKP7	5	universal	S	-	ko:K21572	SusD-like_3,SusD_RagB	SusD family	33	169
NZ_CP103375.1_1621	2ZW5G	4AP8N	5	universal	S	-	-	Fib_succ_major	Fibrobacter succinogenes major domain (Fib_succ_major)	1	1
JAFAAK010000051.1_4	COG1208	4AK7Y	5	universal	JM	-	-	DUF4954	Psort location Cytoplasmic, score 8.96	5	7
NZ_JANUTV010000002.1_4413	COG3391	4AWEZ	5	universal	S	-	-	DUF4465	COG NOG23380 non supervised orthologous group	19	65
NZ_JAEDZY010000010.1_1550	COG4886	4APBA	5	universal	S	-	-	BACON	Putative binding domain, N-terminal	13	33
JAIJSG010000042.1_12	COG0614	4AKWH	5	universal	P	-	ko:K21572	SusD-like_3,SusD_RagB	Psort location OuterMembrane, score	7	23
NZ_NHBB01000030.1_130	COG1574	1YV0G	5	universal	S	-	-	Amidohydro_3	PFAM Amidohydrolase 3	4	5
JAEYFR010000422.1_11	COG0614	4AKWH	5	universal	P	-	ko:K21572	SusD-like_3,SusD_RagB	Psort location OuterMembrane, score	7	23
JAIIKX010000064.1_8	COG0614	4AMJ9	5	universal	P	-	ko:K21572	SusD-like_3,SusD_RagB	non supervised orthologous group	7	23
NZ_VTYW01000033.1_30	COG2849	4AP1S	5	universal	S	-	-	DUF3352,MORN_2	COG NOG22466 non supervised orthologous group	10	15
VCHB01000002.1_28	COG1595	4AMKC	5	universal	K	-	-	F5_F8_type_C,GxGYxYP_C,GxGYxYP_N	GxGYxY sequence motif in domain of unknown function N-terminal	12	22
NZ_NHBB01000017.1_246	COG3391	1R7E0	3	universal	C	-	-	Cytochrom_D1,Phosphoesterase	TIGRFAM 40-residue YVTN family beta-propeller repeat	19	65
JANUHY010000004.1_760	COG3533	4ANV8	5	universal	S	-	ko:K09955	DUF4986,Glyco_hydro_127	Domain of unknown function	5	12
NZ_JAHOBB010000022.1_45	COG4085	4APSE	5	universal	S	-	-	CBM_4_9	PFAM nucleic acid binding, OB-fold, tRNA	2	3
JAIIKX010000009.1_37	COG0614	4AW1M	5	universal	P	-	ko:K21572	SusD-like_3,SusD_RagB	SusD family	7	23
NC_002947.4_2002	3314P	1SDAF	4	universal	-	-	-	-	-	1	1
NZ_JANUKC010000001.1_37	COG0577	4AKIN	5	universal	V	-	ko:K02004	FtsX,MacB_PCD	Psort location CytoplasmicMembrane, score 10.00	10	23
NZ_CP012937.1_4878	COG4704	4AK9X	5	universal	S	-	-	Big_5,fn3_3	COG NOG07965 non supervised orthologous group	10	13
WGTF01000007.1_146	COG1305	4APBK	5	universal	E	-	-	DUF3857,DUF3858,Transglut_core	Domain of Unknown Function with PDB structure (DUF3857)	17	27
CP069317.1_106	COG3228	1YUVE	5	universal	S	-	-	DUF4105	Domain of unknown function (DUF4105)	15	18
NZ_JADNCK010000005.1_60	COG0699	4ATJD	5	universal	S	-	-	Dynamin_N	Dynamin family	8	9
CAKUTT010000011.1_43	2ZW49	4APZ0	5	universal	S	-	-	DUF5003	Domain of unknown function (DUF5003)	1	1
NZ_JACNAS010000001.1_210	COG0582	2UKMB	4	universal	L	-	-	Phage_integrase	Site-specific recombinase phage integrase family	22	49
NZ_JAHBCO010000076.1_11	COG5361	1S3FP	4	universal	S	-	-	DUF1214,DUF1254	Protein of unknown function (DUF1214)	10	23
NZ_POHT01000022.1_79	2ZAQX	1SMI6	4	universal	-	-	-	-	-	6	6
NZ_JAHBCQ010000044.1_36	COG3706	1RPY9	4	universal	T	-	-	GGDEF,dCache_1	Diguanylate cyclase	14	25
NZ_JAGYGH010000029.1_46	COG1167	1RMQ0	4	universal	K	-	-	Aminotran_1_2,GntR	Transcriptional regulators containing a DNA-binding HTH domain and an aminotransferase domain (MocR family) and their eukaryotic orthologs	6	8
NZ_CABVJB010000004.1_406	COG2304	1RSKK	4	universal	S	-	-	VWA_2	von willebrand factor, type A	18	36
NZ_JAHUWM010000004.1_197	COG2120	1S5RR	4	universal	S	-	-	PIG-L	GlcNAc-PI de-N-acetylase	8	12
NZ_LKBJ01000002.1_3105	COG2072	1RYGB	4	universal	P	-	-	NAD_binding_8	flavoprotein involved in K transport	7	7
NZ_JACNAS010000001.1_1287	COG2308	1RNAF	4	universal	S	-	-	CP_ATPgrasp_2	Circularly permuted ATP-grasp type 2	25	45
NZ_JAHBDA010000033.1_7	COG5361	1S82V	4	universal	S	-	-	DUF1214,DUF1254	Protein of unknown function (DUF1254)	10	23
NZ_CABVIO010000009.1_93	COG3540	1YRXW	5	universal	P	3.1.3.1	ko:K01113	PhoD	PhoD-like phosphatase	12	16
NZ_JAHBDA010000009.1_49	COG3182	1RSDV	4	universal	S	-	-	PepSY,PepSY_TM	Iron-regulated membrane protein	16	31
NZ_JAGYGE010000037.1_45	2Z7HQ	1RN8H	4	universal	S	-	-	DUF1329	Protein of unknown function (DUF1329)	17	43
NZ_LKBJ01000002.1_5121	2Z7HQ	1RN8H	4	universal	S	-	-	DUF1329	Protein of unknown function (DUF1329)	17	43
NZ_CABVHB010000003.1_37	2Z7HQ	1RN8H	4	universal	S	-	-	DUF1329	Protein of unknown function (DUF1329)	17	43
NZ_JAHUWI010000002.1_74	2Z7HQ	1RN8H	4	universal	S	-	-	DUF1329	Protein of unknown function (DUF1329)	17	43
NZ_JACNAS010000001.1_554	2Z7HQ	1MXTF	3	universal	S	-	-	DUF1329	Protein of unknown function (DUF1329)	17	43
NZ_CP019398.1_905	2Z7HQ	1S12D	4	universal	S	-	-	DUF1329	Protein of unknown function (DUF1329)	17	43
NZ_LKBJ01000002.1_3411	2Z7HQ	1MXTF	3	universal	S	-	-	DUF1329	Protein of unknown function (DUF1329)	17	43
NZ_CABVHB010000020.1_3	COG3177	1RM9J	4	universal	K	-	-	Fic,HTH_11,HTH_DeoR	Filamentation induced by cAMP protein fic	16	18
NZ_JACNAS010000001.1_222	2Z7SP	1SI41	4	universal	-	-	-	-	-	2	2
NZ_JACNDZ010000006.1_92	2Z7HQ	1S12D	4	universal	S	-	-	DUF1329	Protein of unknown function (DUF1329)	17	43
NZ_CP019398.1_2633	COG3710	COG3710	2	universal	K	-	ko:K10921	AAA_16,PD40,Trans_reg_C	Transcriptional regulator	1	1
NZ_POHT01000016.1_88	COG5492	1STXN	4	universal	N	-	-	-	domain, Protein	14	51
NZ_POHS01000003.1_31	31TT4	1YR79	5	universal	-	-	-	-	-	2	2
NZ_POHS01000018.1_32	COG4676	1RYMC	4	universal	S	-	-	DUF2135,VIT	signal peptide protein	12	20
NZ_POHS01000054.1_27	COG1216	1YT8G	5	universal	S	-	-	Glycos_transf_2	Glycosyl transferase family 2	16	31
NZ_CABVIO010000007.1_87	COG1524	1RNQJ	4	universal	S	-	-	Phosphodiest	proteins of the AP superfamily	11	16
NZ_CABVHL010000041.1_16	31HF3	1SFV4	4	universal	-	-	-	-	-	2	2
NZ_JACNAS010000001.1_1924	COG3121	1S7D8	4	universal	M	-	-	-	pilus assembly	5	9
NZ_POHS01000054.1_26	COG3751	1RJST	3	universal	O	-	-	2OG-FeII_Oxy_3	2OG-Fe(II) oxygenase superfamily	6	8
NZ_CABVHB010000074.1_10	30177	1YRAG	5	universal	S	-	-	DUF4123	Domain of unknown function (DUF4123)	5	5
NZ_JAHBDA010000022.1_36	COG0491	1S5DU	4	universal	S	-	-	Lactamase_B	Metallo-beta-lactamase superfamily	8	17
NZ_JAGYGG010000018.1_109	COG0834	1SD6E	4	universal	ET	-	ko:K02030	SBP_bac_3	COG0834 ABC-type amino acid transport signal transduction systems periplasmic component domain	18	50
NZ_POHS01000002.1_135	COG0767	1RM9H	4	universal	Q	-	ko:K02066	MlaE	COG0767 ABC-type transport system involved in resistance to organic solvents, permease component	12	12
NZ_POHS01000044.1_32	COG0384	1S2EZ	4	universal	S	-	-	PhzC-PhzF	Phenazine biosynthesis protein PhzF	6	7
NZ_CABVIO010000010.1_70	COG0727	1YM2Y	5	universal	S	-	-	CxxCxxCC	Putative zinc- or iron-chelating domain	14	33
NZ_JAGYGH010000036.1_6	COG3233	1S5KC	4	universal	S	-	ko:K06986	DUF2334	deacetylase	8	8
NZ_JACNAS010000002.1_1477	COG3416	1S472	4	universal	S	-	ko:K09945	DUF2076	ABC transporter substrate-binding protein	13	14
NZ_JAGYFW010000003.1_46	COG0834	1YT1J	5	universal	ET	-	ko:K02030	SBP_bac_3	Bacterial extracellular solute-binding proteins, family 3	18	50
NZ_NIWT01000003.1_270	32DV0	1S6ZR	4	universal	-	-	-	-	-	8	8
NZ_LKBJ01000002.1_104	31TVK	1YS1U	5	universal	-	-	-	-	-	2	3
NZ_JAGYGG010000012.1_155	COG3384	1S1S9	4	universal	S	-	ko:K15777	LigB	aromatic ring-opening dioxygenase	9	10
NZ_JAHBCP010000040.1_14	COG5501	1RZ0S	4	universal	S	-	ko:K17226	SoxY,SoxZ	oxidation protein SoxZ	8	9
NZ_CP019398.1_2955	COG5662	1S24C	4	universal	K	-	-	-	AntiSigma factor	10	16
NZ_CABVJB010000005.1_113	COG5607	1SDXG	4	universal	S	-	-	CHAD	Metal-chelation protein CHAD	11	12
NZ_JAHBDG010000004.1_56	COG3148	1RS6H	4	universal	S	-	ko:K05812	DTW	DTW domain containing protein	11	18
NZ_JACNDX010000038.1_44	COG0327	1RNBU	4	universal	S	-	-	NIF3	metal-binding protein	8	8
NZ_POHR01000001.1_218	COG2175	1NAM5	3	universal	Q	-	-	TauD	Taurine catabolism dioxygenase TauD, TfdA family	4	5
NZ_JAGYGH010000011.1_11	33F44	1SGY2	4	universal	S	-	-	DUF2059	Uncharacterized protein conserved in bacteria (DUF2059)	11	11
NZ_CP019398.1_2217	30ENV	1SGXK	4	universal	-	-	-	-	-	2	2
NZ_JACNAS010000002.1_894	COG5581	1SYQ0	4	universal	M	-	-	PilZ,YcgR	pilus assembly protein, PilZ	7	9
NZ_LKBJ01000002.1_1825	COG0217	1RP5N	4	universal	K	-	-	Transcrip_reg	transcriptional regulatory protein	16	21
NZ_JAHBCQ010000016.1_15	32ZIW	1SDUB	4	universal	S	-	-	Gcw_chp	Bacterial protein of unknown function (Gcw_chp)	3	3
NZ_JAHUWM010000011.1_20	COG0834	1YP1Z	5	universal	ET	-	ko:K02030	SBP_bac_3	ABC transporter substrate-binding protein	18	50
NZ_POHS01000001.1_231	COG0745	2GMG9	3	universal	T	-	-	Response_reg,Trans_reg_C	Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain	9	16
NZ_LKBJ01000002.1_3382	30DXN	1S4RD	4	universal	S	-	-	DUF2889	Protein of unknown function (DUF2889)	2	2
NZ_JAHUWI010000001.1_229	COG3821	1S43M	4	universal	S	-	-	DUF599	Membrane	12	12
NZ_JACNAS010000001.1_500	COG2267	COG2267	2	universal	I	-	-	Abhydrolase_6	carboxylic ester hydrolase activity	21	45
NZ_POHS01000013.1_80	31J68	1Z6QP	5	universal	-	-	-	-	-	2	2
NZ_NIWT01000002.1_59	COG4312	1S31J	4	universal	S	-	-	DUF899	protein conserved in bacteria	11	16
NZ_JAHUWI010000005.1_113	COG2801	1QZ4V	3	universal	L	-	-	-	Transposase and inactivated derivatives	9	14
NZ_FNTC01000002.1_385	COG3159	1S9SC	4	universal	S	-	ko:K09921	DUF484	protein conserved in bacteria	28	28
NZ_CABVIO010000003.1_43	COG0625	1S2K3	4	universal	O	2.5.1.18	ko:K00799	GST_C,GST_C_2,GST_N,GST_N_3	Glutathione S-Transferase	11	21
NZ_JAHBDO010000103.1_75	332E8	1YGAV	5	universal	S	-	-	DUF4157	Domain of unknown function (DUF4157)	5	5
NZ_JAHBCP010000013.1_4	COG0625	1SIA1	4	universal	O	-	ko:K11208	GST_N,GST_N_2,GST_N_3	Glutathione S-transferase	11	21
NZ_JAHUWM010000006.1_132	COG2915	1RPCC	4	universal	S	-	ko:K07153	DUF489	High frequency lysogenization protein hflD homolog	10	10
NZ_JACNAS010000001.1_708	305ZK	1S8QY	4	universal	S	-	-	NIPSNAP	NIPSNAP	1	1
NZ_JACNDX010000008.1_101	COG4123	1RESR	3	universal	S	-	-	-	Specifically methylates the adenine in position 37 of tRNA(1)(Val) (anticodon cmo5UAC)	5	5
NZ_CABVHL010000007.1_28	2ZUU6	1S8FI	4	universal	-	-	-	-	-	10	10
NZ_JAHUWI010000010.1_209	COG4764	1RQ79	4	universal	S	-	-	SLT	protein conserved in bacteria	7	7
NZ_JAHUWI010000008.1_249	COG1801	235A1	4	universal	S	-	-	DUF72	Protein of unknown function DUF72	26	39
NZ_NIWT01000005.1_55	COG1708	1S3KC	4	universal	K	-	-	MarR_2,NTP_transf_2	transcriptional	6	8
NZ_POHR01000025.1_6	COG3148	1S977	4	universal	S	-	ko:K05812	DTW	PFAM DTW domain containing protein	11	18
NZ_JAHBDE010000030.1_47	2ZZ0F	1S4BA	4	universal	S	-	-	DUF3087	Protein of unknown function (DUF3087)	7	7
NZ_JACNAS010000001.1_1699	COG2353	1S9EZ	4	universal	G	-	-	YceI	Belongs to the UPF0312 family	20	29
NZ_JACNAS010000002.1_107	339P5	1K52U	5	universal	S	-	-	Caudo_TAP	tail fiber assembly-like protein	3	3
NZ_LKBJ01000002.1_4417	COG3318	1SDYK	4	universal	S	-	ko:K07039	UPF0149	Belongs to the UPF0149 family	10	11
NZ_POHS01000033.1_14	31TJR	1YQ0M	5	universal	-	-	-	-	-	5	5
NZ_JAHBDE010000066.1_20	330RV	1YNDU	5	universal	S	-	-	PilZ	Type iv pilus assembly	6	6
NZ_JAGYGE010000013.1_116	COG3545	1S12R	4	universal	S	-	ko:K07002	Ser_hydrolase	Alpha beta hydrolase	10	14
NZ_JAHBCQ010000015.1_227	31TI2	1YP1Y	5	universal	S	-	-	CsiV	Peptidoglycan-binding protein, CsiV	6	6
NZ_JAHBDO010000067.1_13	COG3545	1S3BN	4	universal	S	-	ko:K07002	Ser_hydrolase	Alpha beta hydrolase	10	14
NZ_JACNDX010000039.1_41	32XQ5	1SNEJ	4	universal	-	-	-	-	-	8	8
NZ_JAHBDG010000044.1_178	32N8M	32N8M	2	universal	-	-	-	-	-	1	1
NZ_JAHUWM010000003.1_138	COG3117	1S3S8	4	universal	S	-	ko:K11719	LptC	Involved in the assembly of lipopolysaccharide (LPS). Required for the translocation of LPS from the inner membrane to the outer membrane. Facilitates the transfer of LPS from the inner membrane to the periplasmic protein LptA. Could be a docking site for LptA	17	17
NZ_JACNAP010000059.1_8	332C4	1SQEQ	4	universal	-	-	-	-	-	1	2
NZ_CABVIT010000005.1_320	COG3758	1SBP0	4	universal	S	-	ko:K09975	HutD	protein conserved in bacteria	17	17
NZ_CABVHB010000011.1_41	331R8	1SDIU	4	universal	S	-	-	DUF2780	Protein of unknown function VcgC/VcgE (DUF2780)	7	8
NZ_FNTC01000002.1_3428	COG3575	1R5GH	3	universal	S	-	ko:K09962	NTP_transf_6	Protein conserved in bacteria	8	8
NZ_FNTC01000002.1_3300	32WMR	32WMR	2	universal	S	-	-	DUF4381	Domain of unknown function (DUF4381)	1	1
NZ_FNTC01000002.1_481	34BEI	1SSV9	4	universal	-	-	-	Reprolysin_4	-	1	1
NZ_CABVIO010000013.1_34	32YZ5	1YS0M	5	universal	S	-	-	BiPBP_C,DUF4124	Domain of unknown function (DUF4124)	10	13
NZ_NIWT01000004.1_4	31EB9	1S5Z7	4	universal	-	-	-	-	-	3	3
NZ_CP019398.1_5289	COG4341	1YPYX	5	universal	S	1.13.11.78	ko:K21196	HD	Metal dependent phosphohydrolases with conserved 'HD' motif.	2	2
NZ_JACNAS010000002.1_414	33B8F	1NBG5	3	universal	S	-	-	DUF4174	Tyrosyl-trna synthetase	6	6
NZ_JACNAS010000002.1_114	32XGS	1YTSP	5	universal	-	-	-	-	-	4	4
NZ_JAHBDO010000026.1_164	32XB1	1SBCQ	4	universal	S	-	-	-	Twin-arginine translocation pathway signal protein	9	9
NZ_JAHBCQ010000048.1_207	COG4648	1S9TC	4	universal	I	-	-	IspA	Membrane	9	10
NZ_JAHBDA010000039.1_21	32YDB	1N0HE	3	universal	S	-	-	DUF2937	Protein of unknown function (DUF2937)	9	9
NZ_CP019398.1_2953	COG0457	1T0HT	4	universal	S	-	-	TPR_16	Tetratricopeptide repeat	33	169
NZ_LKBJ01000002.1_260	31U45	1YTHS	5	universal	S	-	-	T2SSC	Type II secretion system protein C	4	4
NZ_CABVJB010000001.1_27	31U8I	1YTUG	5	universal	-	-	-	-	-	3	3
NZ_CABVIT010000003.1_353	31TXB	1YS9Z	5	universal	-	-	-	-	-	2	2
NZ_JACNAS010000002.1_1914	32D2Q	1YTVJ	5	universal	-	-	-	-	-	3	4
NZ_JAGYGG010000006.1_11	COG2940	1YQTF	5	universal	S	-	-	-	SET domain	4	4
JAEYKL010000159.1_167	COG1426	2KWMY	5	universal	S	-	ko:K15539	DUF4115,HTH_25	Domain of unknown function (DUF4115)	14	15
NZ_AXBP01000020.1_74	COG0545	47KIJ	4	universal	O	5.2.1.8	ko:K01802,ko:K03767	FKBP_C,Pro_isomerase	Peptidyl-prolyl cis-trans isomerase	1	3
NZ_AXBP01000016.1_45	COG1300	1IQH7	4	universal	S	-	-	SpoIIM	PFAM Integral membrane protein DUF95	10	10
NZ_CP049334.1_26	COG1562	2WHD1	4	universal	I	-	-	-	ergosterol biosynthetic process	5	9
NZ_CP011930.1_4041	2ZYGH	2W0V9	4	universal	S	-	-	DUF4238	Protein of unknown function (DUF4238)	1	1
NZ_CP021235.1_4062	COG3843	47RGT	4	universal	U	-	-	Relaxase	Relaxase/Mobilisation nuclease domain	6	11
NZ_CP021235.1_733	COG0697	2M9JD	6	universal	EG	-	-	EmrE	Putative multidrug resistance efflux transporter	24	134
NZ_AXBP01000013.1_324	COG5504	2YM2T	5	universal	O	-	-	CBM_20,DUF2268	Zn-dependent protease	3	4
NZ_JWZZ01000001.1_29	33J1E	2W656	4	universal	-	-	-	-	-	1	3
NZ_CP034395.1_4500	COG0583	2VS8M	4	universal	K	-	-	HTH_1,LysR_substrate	LysR substrate binding domain	14	36
NZ_CP021235.1_3830	COG2035	1FD6F	3	universal	S	-	ko:K08974	DUF368	Domain of unknown function (DUF368)	5	5
NZ_AXBP01000019.1_70	COG0017	36GED	5	universal	J	6.1.1.22	ko:K01893	tRNA-synt_2	tRNA synthetases class II (D, K and N)	1	1
NZ_AXBP01000016.1_1235	COG3137	2PAT9	5	universal	M	-	-	DUF3078	Protein of unknown function (DUF3078)	12	18
NZ_CP011930.1_2983	COG4313	4790Y	5	universal	C	-	-	Phenol_MetA_deg	Putative MetA-pathway of phenol degradation	9	20
NZ_CP021235.1_2362	COG3843	22XK0	5	universal	U	-	-	Relaxase	Mobilization protein	6	11
NZ_AP021844.1_2924	COG4972	2KWGV	5	universal	NU	-	ko:K12279	-	Pilus assembly protein	5	5
NZ_CP021235.1_1790	COG0589	2NSE9	5	universal	T	-	-	Usp	Universal stress protein family	8	25
NZ_CP021235.1_410	32XY9	1N6D2	3	universal	S	-	-	Mrr_cat	Restriction endonuclease	1	1
NZ_CP021235.1_347	COG2855	2NT77	5	universal	S	-	-	Cons_hypoth698	membrane	11	14
JAEWZZ010000025.1_5	COG2307	2KV8E	5	universal	S	-	-	Alpha-E	A predicted alpha-helical domain with a conserved ER motif.	21	25
NZ_CP021235.1_1226	COG1893	2YPG3	5	universal	H	1.1.1.169	ko:K00077	ApbA,ApbA_C	Catalyzes the NADPH-dependent reduction of ketopantoate into pantoic acid	1	1
NZ_CP021235.1_3575	COG4856	47K4N	4	universal	S	-	-	-	YbbR-like protein	3	3
NZ_CP021235.1_3289	COG0226	47PVA	4	universal	P	-	-	PorP_SprF	Type IX secretion system membrane protein PorP/SprF	7	9
NZ_CP021235.1_2250	2Z7SC	1IUS8	4	universal	-	-	-	-	-	1	1
NZ_CP021235.1_937	COG1196	47MGD	4	universal	D	-	ko:K09892	-	nuclear chromosome segregation	23	41
NZ_AXBP01000001.1_190	COG4227	47PIP	4	universal	L	-	-	DUF1738,MutS_I	Domain of unknown function (DUF1738)	7	9
NZ_CP049334.1_754	33N3K	476VP	5	universal	S	-	-	DUF4123	Domain of unknown function (DUF4123)	3	3
NZ_CP034395.1_4287	32SXH	2W0DF	4	universal	S	-	-	Gcw_chp	Bacterial protein of unknown function (Gcw_chp)	1	1
NC_014323.1_5	2ZAXQ	2VWJA	4	universal	-	-	-	-	-	1	1
NZ_AP021844.1_2745	COG4275	2KVSI	5	universal	S	-	-	Chrome_Resist	Chromate resistance exported protein	7	8
NZ_AP021844.1_47	COG5126	2KWRW	5	universal	DTZ	-	-	EF-hand_5,EF-hand_7	EF-hand domain pair	5	7
JAGUYD010000277.1_11	COG0700	2KZXN	5	universal	S	-	-	-	Nucleoside recognition	1	1
NZ_CP049334.1_13	COG0834	4776C	5	universal	ET	-	-	SBP_bac_3	ABC-type amino acid transport signal transduction systems periplasmic component domain	18	50
NC_014323.1_740	3357P	1N7W8	3	universal	-	-	-	DUF4123	-	1	1
VAUH01000001.1_111	COG0664	2KUZE	5	universal	T	-	-	-	signal-transduction protein containing cAMP-binding and CBS domains	11	24
NZ_CP021235.1_1140	31ZSX	47QB9	4	universal	S	-	-	DUF4249	Domain of unknown function (DUF4249)	1	2
NZ_CP021235.1_1132	33A0P	47WIP	4	universal	-	-	-	-	-	1	1
NZ_CP021235.1_817	COG1808	4P1J9	3	universal	S	-	-	-	Membrane	3	6
NZ_CP011930.1_3402	COG3246	2VJ9E	4	universal	S	2.3.1.247	ko:K18013	BKACE	3-keto-5-aminohexanoate cleavage protein	11	18
NZ_CP021235.1_2360	COG0358	1IXMK	4	universal	L	-	-	Toprim_2,zf-CHC2	Toprim-like	9	14
NZ_AXBP01000020.1_363	COG0358	22XZI	5	universal	L	-	-	Toprim_2,zf-CHC2	CHC2 zinc finger	9	14
NZ_AXBP01000016.1_658	COG4977	4PMES	3	universal	K	-	-	HTH_18	helix_turn_helix, arabinose operon control protein	3	3
NC_014323.1_4577	337VQ	1N7Y3	3	universal	-	-	-	-	-	1	1
NZ_CP021235.1_3446	COG0657	4ETXM	4	universal	I	-	-	Abhydrolase_3	Steryl acetyl hydrolase	3	3
NZ_CP021235.1_1597	COG0110	COG0110	2	universal	S	2.3.1.157,2.3.1.79,2.7.7.23	ko:K00661,ko:K04042	Hexapep,Hexapep_2	O-acyltransferase activity	7	9
NZ_AXBP01000016.1_1045	COG3358	1IXBX	4	universal	CO	-	ko:K09164	DUF1684	Protein of unknown function (DUF1684)	2	3
NC_014323.1_3234	COG1409	472Z9	5	universal	S	-	-	-	Hydrolyzes cAMP to 5'-AMP. Plays an important regulatory role in modulating the intracellular concentration of cAMP, thereby influencing cAMP-dependent processes	12	19
NZ_CP021235.1_988	COG3170	47JDN	4	universal	NU	-	-	-	Tfp pilus assembly protein FimV	21	28
NZ_AXBP01000021.1_28	COG2319	47JUN	4	universal	S	-	-	WD40	PFAM WD domain, G-beta repeat	4	4
NZ_CP034395.1_977	2Z8KR	4763S	5	universal	S	-	-	-	signal peptide protein	6	6
NZ_AP021844.1_581	COG1354	2KU7P	5	universal	D	-	ko:K05896	SMC_ScpA	Participates in chromosomal partition during cell division. May act via the formation of a condensin-like complex containing Smc and ScpB that pull DNA away from mid-cell into both cell halves	4	4
NZ_AXBP01000016.1_116	COG2017	47KZH	4	universal	G	-	-	-	converts alpha-aldose to the beta-anomer	11	13
NZ_CP049334.1_4365	COG2226	COG2226	2	universal	Q	-	-	Glyco_transf_9,Methyltransf_23,SAM_MT	methyltransferase	17	38
NZ_CP021235.1_52	COG0697	47K3C	4	universal	EG	-	-	EamA	Transporter	24	134
NZ_AXBP01000020.1_139	COG2259	47QQ2	4	universal	S	-	-	-	Doxx family	12	27
NZ_CP049334.1_985	COG4313	4786E	5	universal	C	-	-	Phenol_MetA_deg	Putative MetA-pathway of phenol degradation	9	20
NZ_CP021235.1_1778	2Z84S	2777U	5	universal	S	-	-	DUF1835	Domain of unknown function (DUF1835)	3	3
NZ_CP021235.1_1691	COG3055	3ZQ39	5	universal	S	-	-	CarbopepD_reg_2,Kelch_1,Kelch_4,Kelch_6	Kelch motif	2	3
NZ_CP021235.1_1370	COG4313	4073A	5	universal	C	-	-	Phenol_MetA_deg	Protein involved in meta-pathway of phenol degradation	9	20
NC_014323.1_4132	COG4972	472MX	5	universal	NU	-	ko:K02662	PilM_2	Type IV pilus assembly protein PilM;	5	5
NC_014323.1_2179	COG1801	473UP	5	universal	S	-	-	DUF72	Protein of unknown function DUF72	26	39
NZ_CP021235.1_3790	COG3586	47VPD	4	universal	L	-	-	-	endonuclease activity	3	3
NZ_AXBP01000011.1_416	COG3344	1XX0E	5	universal	L	-	-	RVT_1	Reverse transcriptase (RNA-dependent DNA polymerase)	9	9
NZ_AXBP01000011.1_415	33BCE	1UPXQ	3	universal	-	-	-	-	-	1	1
NZ_CP049334.1_916	COG4313	477YI	5	universal	C	-	-	Phenol_MetA_deg	Putative MetA-pathway of phenol degradation	9	20
NZ_JWZZ01000013.1_125	COG5474	1MZRX	3	universal	S	-	-	Crr6,DUF4365	Domain of unknown function (DUF4365)	4	4
NZ_JWZZ01000012.1_42	COG3735	47465	5	universal	S	-	ko:K09973	TraB	TraB family	8	10
NZ_CAJHOC010000020.1_31	COG4395	2KV4Q	5	universal	S	-	-	Tim44	import inner membrane translocase subunit Tim44	7	7
NZ_CP021235.1_3353	COG1566	1IIV0	4	universal	V	-	-	DUF3667	Protein of unknown function (DUF3667)	11	20
NZ_CP021235.1_1499	COG1721	47JTH	4	universal	S	-	-	DUF58	protein (some members contain a von Willebrand factor type A (vWA) domain)	29	50
NZ_CP021235.1_1277	32ISF	47QN3	4	universal	-	-	-	-	-	1	1
NZ_CP021235.1_728	COG2207	47S7J	4	universal	K	-	-	AraC_binding,HTH_18	helix_turn_helix, arabinose operon control protein	9	21
NZ_CP021235.1_380	31PG6	1SHCZ	4	universal	-	-	-	-	-	2	2
NZ_CP021235.1_242	COG3064	47P6I	4	universal	M	-	-	PorP_SprF	Type IX secretion system membrane protein PorP/SprF	19	38
NZ_AXBP01000019.1_101	COG2849	47NFY	4	universal	S	-	-	-	repeat protein	10	15
NZ_CP051429.1_785	COG3843	1K6FX	5	universal	U	-	-	DUF3363	Protein of unknown function (DUF3363)	6	11
