#Annotated with Bakta (v1.12.0): https://github.com/oschwengers/bakta
#Database (v6.0): https://doi.org/10.5281/zenodo.4247252
ID	Length	Gene	Product	EC	GO	COG	RefSeq	UniParc	UniRef
NZ_UUKC01000037.1_33	195		DUF4892 domain-containing protein				WP_163031918.1	UPI0013D160F5	UniRef100_UPI0013D160F5,UniRef50_A0A3M6G8Q7,UniRef90_UPI0013D160F5
NZ_SOCQ01000001.1_206	201		GST N-terminal domain-containing protein				WP_134173857.1	UPI0010652925	UniRef100_A0A4R7VU87,UniRef50_Q7NTJ7,UniRef90_A0A5E7IEA2
NZ_JAMJIU010000035.1_7	364		Topoisomerase				WP_020996192.1	UPI00038F3890	UniRef100_A0A2N4YYV9,UniRef50_A0AAP2FMK5,UniRef90_A0A0F6U0P8
NZ_LKEF01000065.1_3	260	phnE	phosphonate ABC transporter, permease protein PhnE	7.3.2.2	GO:0005886,GO:0015416,GO:0015716,GO:0055052		WP_056857139.1	UPI0007027E13	UniRef100_A0A0Q4EQI8,UniRef50_A0A0G3BQY2,UniRef90_A0A5E6T9V7
NZ_VITH01000006.1_115	93		Antitoxin				WP_145683771.1	UPI00119CD229	UniRef100_A0A560CDL9,UniRef50_A0A560CDL9,UniRef90_A0A560CDL9
NZ_CABVJF010000040.1_1	302		DNA-binding transcriptional regulator, MurR/RpiR family, contains HTH and SIS domains				WP_128870410.1	UPI0009C5B5FB	UniRef100_A0A1V4LV53,UniRef50_A0A2A2KF18,UniRef90_A0A0J6GAH4
NZ_KE159459.1_2463	145		Lin1244/Lin1753-like N-terminal domain-containing protein					UPI00033BEFAA	UniRef100_R9HHM7,UniRef50_I9KFY2,UniRef90_R9HHM7
DNYT01000551.1_7	366		Omega-protein						UniRef50_A0AAE6RE26,UniRef90_A0AAE6RE26
NZ_RHJK01000009.1_25	44		hypothetical protein						
NZ_NHSZ01000177.1_8	361		hypothetical protein						
NZ_JACWOM010000067.1_27	406	cfa	Cyclopropane-fatty-acyl-phospholipid synthase	2.1.1.79		COG2230,I	WP_071012815.1	UPI0008D9A46F	UniRef100_UPI0008D9A46F,UniRef50_B1G258,UniRef90_G3A5T0
JAINAH010000013.1_357	251		Phage protein				WP_001535476.1	UPI0002A3392E	UniRef100_A0A0J2GGY5,UniRef50_A0A0J1NEN0,UniRef90_A0A0J2GGY5
NZ_JAAOWU010000003.1_492	2208		DUF4011 domain-containing protein				WP_181643182.1	UPI0015EC32EF	UniRef100_UPI0015EC32EF,UniRef50_A0A1H7TMA3,UniRef90_UPI001F38C105
NZ_JACCJY010000018.1_129	198		WHG domain-containing protein				WP_188261344.1	UPI001660D6EE	UniRef100_UPI001660D6EE,UniRef50_A0A0P0F3B3,UniRef90_A0A0P0F3B3
NZ_POHD01000045.1_27	226	qseB	Transcriptional regulatory protein QseB				WP_054596403.1	UPI0006CAE245	UniRef100_A0A2N8BT42,UniRef50_W1N357,UniRef90_A0A0P8ZUP5
NZ_FPCE01000007.1_292	148		HK97-gp10 family putative phage morphogenesis protein				WP_093544073.1	UPI0008EEEDD6	UniRef100_UPI0008EEEDD6,UniRef50_A0A0H5A7M6,UniRef90_A0A0H5A7M6
JALJRP010000008.1_63	199		hypothetical protein				WP_262020122.1	UPI0021C567BD	UniRef100_UPI0021C567BD,UniRef50_UPI00261A35B9,UniRef90_UPI00261A35B9
NZ_JADPXE010000009.1_126	146	aroQ	type II 3-dehydroquinate dehydratase	4.2.1.10	GO:0003855,GO:0009423		WP_192309104.1	UPI00177F2465	UniRef100_UPI00177F2465,UniRef50_O52377,UniRef90_J3EQ83
NZ_CAKLBO010000009.1_131	37		hypothetical protein						
NZ_CABVIC010000001.1_885	608	kefC	glutathione-regulated potassium-efflux system protein KefC		GO:0006813,GO:0015503		WP_078732093.1	UPI00099A5A8A	UniRef100_A0A5E7HFT4,UniRef50_P03819,UniRef90_A0A5E7RBG0
NZ_CP062699.1_3283	346		Amino acid ABC transporter substrate-binding protein					UPI000F978109	UniRef100_A0A7L9GAT9,UniRef50_P45766,UniRef90_A0A7L9GAT9
NZ_FPJC01000009.1_44	638	abc-f	ribosomal protection-like ABC-F family protein		GO:0003677,GO:0005524,GO:0016887		WP_072407828.1	UPI00090859FF	UniRef100_UPI00090859FF,UniRef50_W6R0M3,UniRef90_A0A2C9EJE4
NZ_UWFJ01000031.1_1	102		glycosyltransferase				WP_122659750.1	UPI000F054C6C	UniRef100_UPI000F054C6C,UniRef50_UPI000F036C52,UniRef90_UPI000F054C6C
NZ_WFLQ01000267.1_1	97		M48 family metallopeptidase				WP_163385766.1	UPI0013CF49D4	UniRef100_UPI002044D458,UniRef50_A0A022PFI1,UniRef90_UPI0013D87138
NZ_JAATUR010000002.1_37	550	hcp	hydroxylamine reductase	1.7.99.1	GO:0016661,GO:0051536				UniRef50_Q6WRT6,UniRef90_A0A376P3H2
NZ_CAHW02000019.1_4	121		hypothetical protein						
NZ_LZZU01000043.1_36	343	ppsC	Phthiocerol synthesis polyketide synthase type I PpsC				WP_183033539.1	UPI001601E3D0	UniRef100_UPI001601E3D0,UniRef50_A0A085U941,UniRef90_A0A6J5AJR1
NZ_JAAQWH010000001.1_482	52		hypothetical protein						
NZ_CP089304.1_1820	816	fimD	Outer membrane usher protein FimD						UniRef50_A0A0B7DIA6,UniRef90_A0A0B7DIA6
NZ_LJXB01000088.1_26	442		Alginate export domain-containing protein				WP_057399444.1	UPI0006DB34C4	UniRef100_A0A0P9B0R5,UniRef50_A0A077LHP9,UniRef90_A0A2S8HQ03
NZ_CAJVQH010000016.1_14	124		Bactoprenol-linked glucose translocase				WP_150728080.1	UPI000FA570BB	UniRef100_UPI000FA570BB,UniRef50_I4K6A0,UniRef90_A0A5E7JW24
NZ_CM001558.1_2480	662	ligD	DNA ligase D	6.5.1.1	GO:0006303		WP_003181283.1	UPI00026E3259	UniRef100_J2MVR2,UniRef50_J2MVR2,UniRef90_J2MVR2
NZ_JTGG01000003.1_134	85		HigA2-like helix-turn-helix domain-containing protein				WP_039758015.1	UPI0005844A0C	UniRef100_UPI0005844A0C,UniRef50_A0A2N1H9I7,UniRef90_A0A2N1H9I7
NZ_LJPY01000287.1_1	46		ABC transporter permease						UniRef50_A0A0P9PKS1,UniRef90_A0A0P9PKS1
NZ_CABVHE010000020.1_50	72		Transcriptional regulator, XRE-family					UPI001256A44B	UniRef100_A0A5E7NW16,UniRef50_A0A375ISQ0,UniRef90_A0A5E7NW16
NZ_SNVI01000005.1_322	822		FAD-dependent oxidoreductase	1.5.8.4			WP_208949646.1	UPI001AD7F379	UniRef100_A0A4Y8MKF1,UniRef50_A0A7V1U7L4,UniRef90_A0A4Y8MKF1
NZ_JVYD01000145.1_1	73		hypothetical protein						UniRef50_UPI001C937760,UniRef90_UPI001F2F26E5
NZ_JACAOM010000222.1_1	94		hypothetical protein						
NZ_CP043856.1_54	280	tnp	IS6 family IS6100 transposase		GO:0004803				UniRef50_B3ERP2,UniRef90_A0A7Z7VIT3
NZ_WKEZ01000008.1_61	101	mlaB	Sulfate transporter/antisigma-factor antagonist STAS			COG3113,M	WP_003313585.1	UPI0000395555	UniRef100_F3G3Y0,UniRef50_A0A024HLX3,UniRef90_F3G3Y0
NZ_MOBC01000009.1_21	652		Putative tail fiber protein gp53-like C-terminal domain-containing protein				WP_123579352.1	UPI000F48D04E	UniRef100_A0A423G4P3,UniRef50_J3I922,UniRef90_A0A423G4P3
NZ_VCCF02000001.1_3145	238		HAD family phosphatase				WP_138815449.1	UPI00110E81C4	UniRef100_UPI00110E81C4,UniRef50_A0A5E6TD97,UniRef90_UPI00110E81C4
NZ_JYHJ01000006.1_343	238		hypothetical protein						UniRef50_UPI001F3C70FC,UniRef90_UPI001F3C70FC
NZ_JVQN01000129.1_1	73	aroP	Aromatic amino acid transport protein AroP						UniRef50_A0A3S4M887,UniRef90_A0A378C193
NZ_LVUJ01000164.1_21	32		hypothetical protein						
NZ_JACASD010000009.1_42	564		putative 2-aminoethylphosphonate ABC transporter permease subunit		GO:0005886,GO:0033223,GO:0033225,GO:0055052				UniRef50_A0A6S7EHY2,UniRef90_A0A0C5ET51
NZ_JACAPG010000002.1_164	204		Glycine transporter domain-containing protein				WP_177001592.1	UPI0015A01E24	UniRef100_UPI0015A01E24,UniRef50_A9C3G1,UniRef90_F2KBI0
NZ_UNTE01000024.1_35	215		Helicase domain-containing protein					UPI00024FF73E	UniRef100_A0A485WKU0,UniRef50_A0A485WKU0,UniRef90_A0A485WKU0
NZ_CABIVL010000027.1_34	174		SET domain-containing protein-lysine N-methyltransferase				WP_034128124.1	UPI00054BCB85	UniRef100_A0A125QIZ6,UniRef50_A0A031J247,UniRef90_I4K861
NZ_QRZK01000011.1_155	30		hypothetical protein					UPI0002137EE6	UniRef100_F7MCI9,UniRef50_F7MCI9,UniRef90_F7MCI9
NZ_JAFLXB010000007.1_293	896		DNA primase/polymerase bifunctional N-terminal domain-containing protein				WP_223018374.1	UPI001CA75012	UniRef100_UPI001CA75012,UniRef50_A0AAD1C3I1,UniRef90_A0A109KM43
NZ_JNCH01000017.1_2	505		ATP:glycerol 3-phosphotransferase	2.7.1.30			WP_032719547.1	UPI0004E2E32B	UniRef100_UPI0004E2E32B,UniRef50_A0A443VQM8,UniRef90_A0AAD3UNP5
NZ_VKUS01000757.1_1	61		hypothetical protein						
NZ_JACCAS010000002.1_3057	208	cobH	precorrin-8X methylmutase	5.4.99.60,5.4.99.61	GO:0009236,GO:0016993	COG2082,H	WP_179746986.1	UPI0015CDB933	UniRef100_A0A7Y9WVC0,UniRef50_A0A1D8QVC7,UniRef90_A0A7Y9WAQ7
NZ_JACJTW010000001.1_564	550	gGDEF	GGDEF domain-containing protein			COG2199,T	WP_247223784.1	UPI0002E63208	UniRef100_Q31L47,UniRef50_A0A0H3K4M6,UniRef90_A0A0H3K4M6
NZ_QIYJ01000045.1_24	186		Virion structural protein				WP_110203431.1	UPI000D745421	UniRef100_UPI000D745421,UniRef50_A0A9E7MLZ1,UniRef90_A0A9E7MLZ1
NZ_JACMZJ010000091.1_32	246		Phage tail protein				WP_102643039.1	UPI000C87F3D0	UniRef100_UPI000C87F3D0,UniRef50_A0A9X9BSP7,UniRef90_A0A9X9BSP7
VITJ01000077.1_1	44		hypothetical protein						
NZ_JAFLXB010000001.1_434	322		Cytochrome B6	1.11.1.5				UPI0004E77E1D	UniRef100_A0A5D3GC66,UniRef50_A0A0C5EBX5,UniRef90_A0A7S7MWK7
NZ_CP059052.1_2144	95		RNA-directed DNA polymerase						UniRef50_A0A101DAQ3
NC_018700.1_2518	192	pduO	Corrinoid adenosyltransferase			COG2096,H	WP_010970094.1	UPI00000CBAE9	UniRef100_Q92MH6,UniRef50_A0A1E1V1Y9,UniRef90_Q92MH6
NZ_JACWNH010000007.1_78	366		Putative Spermidine/putrescine ABC transpoter (Substrate binding protein) (PotD)				WP_197333371.1	UPI00021E849A	UniRef100_G2ZY62,UniRef50_A0A6J5FZM7,UniRef90_G2ZY62
NZ_JAMHFX010000219.1_36	376		Asparaginase				WP_245355164.1	UPI001DDC7C14	UniRef100_A0AAW5HQ75,UniRef50_W0PDW0,UniRef90_A0AAW5HQ75
NZ_JXQT01000044.1_19	205		Putative glutathione S-transferase family protein				WP_010211650.1	UPI000299D5CF	UniRef100_U1TGE2,UniRef50_A0A379IAY8,UniRef90_A0A379IAY8
NZ_JAGLBM010000067.1_41	1244		S-layer family protein				WP_210710969.1	UPI001B321289	UniRef100_UPI001B321289,UniRef50_UPI001B321289,UniRef90_UPI001B321289
NZ_AKJJ01000051.1_59	326	dppD	Glutathione import ATP-binding protein GsiA			COG0444,EP	WP_008018751.1	UPI000270777F	UniRef100_J3AXQ0,UniRef50_P37313,UniRef90_A0A0B7D6X0
NZ_KQ089501.1_104	101		Secreted protein						UniRef50_A0A377VSV4,UniRef90_A0A377VSV4
NZ_AJLG01000088.1_5	303		sodium:solute symporter family transporter				WP_238533681.1	UPI0002D9F7B0	UniRef100_UPI0002D9F7B0,UniRef90_A0A519RRV9
JAINAX010000045.1_46	230	ygjQ	Uncharacterized protein YgjQ		GO:0005886				UniRef50_P42598,UniRef90_P42598
NZ_WJZG01000664.1_1	41		hypothetical protein						
NZ_LJRM01000047.1_59	160	gvpU	gas vesicle accessory protein GvpU		GO:0031411,GO:0031412		WP_055005501.1	UPI0006D62711	UniRef100_A0A0P9MFM0,UniRef50_A0A1M7LYL3,UniRef90_A0A1M7LYL3
NZ_CP097540.1_799	258	cobS	Adenosylcobinamide-GDP ribazoletransferase	2.7.8.26		COG0368,H	WP_012177464.1	UPI0000E93F17	UniRef100_A8LQY9,UniRef50_A0A1X6Y7W2,UniRef90_A8LQY9
NZ_CM001514.1_5347	216		ABC transmembrane type-1 domain-containing protein				WP_005792410.1	UPI0002600188	UniRef100_A0A7S7S404,UniRef50_A0A5E7EJ03,UniRef90_A0A0C5EH91
NZ_LHVI01000019.1_296	180		SnoaL-like domain-containing protein				WP_053213908.1	UPI00069F2847	UniRef100_UPI00069F2847,UniRef50_J2Y8N0,UniRef90_J2Y8N0
NZ_QAJQ01000019.1_59	1037		SusC/RagA family protein				WP_199748383.1	UPI0018F71E3E	UniRef100_A0A3N7D7K4,UniRef50_A0A1V2B2C5,UniRef90_A0A1X9Z1N2
JAHPJH010000001.1_44	289	rpiR	Uncharacterized HTH-type transcriptional regulator ybbH			COG1737,K	WP_025801944.1	UPI00046E731A	UniRef100_A0A097R1P7,UniRef50_Q88P32,UniRef90_A0A376DG00
NZ_JAFHUG010000006.1_137	93		hypothetical protein						
NZ_VLMC01000438.1_1	79		FimD/PapC N-terminal domain-containing protein						UniRef50_UPI0029FEF510,UniRef90_UPI0029FEF510
SEEE01000149.1_10	307		hypothetical protein						
NZ_NCTK01000002.1_1304	84		hypothetical protein						
NZ_JAJKFD010000166.1_1	109	gp16	Regulatory protein GemA			COG4382,X	WP_230259571.1	UPI001E4947B5	UniRef100_UPI00227E549F,UniRef50_A0A0F7LSV5,UniRef90_A0A085AE45
NC_021745.1_565	264		Integrase catalytic domain-containing protein						UniRef50_V2TZB8
NZ_LCYA01000105.1_40	65		hypothetical protein					UPI00076D4033	UniRef100_A0A120G6Q5,UniRef50_A0A120G6Q5,UniRef90_A0A120G6Q5
NZ_JACARZ010000098.1_31	295		Baseplate assembly protein				WP_178903860.1	UPI0015BA3ED2	UniRef100_UPI0015BA3ED2,UniRef50_A0A1Q9QX41,UniRef90_A0A0Q8D874
NZ_CP014703.1_980	101		hypothetical protein				WP_134928230.1	UPI000AAF7066	UniRef100_UPI000AAF7066,UniRef50_UPI000AAF7066,UniRef90_UPI000AAF7066
NZ_CP062803.1_1973	285	iclR	IclR family transcriptional regulator				WP_206702508.1	UPI0019D532A2	UniRef100_A0A643G3P4,UniRef50_Q9X4X3,UniRef90_A0A643G3P4
QRBM01000163.1_1	336	qor	Zinc-type alcohol dehydrogenase-like protein			COG0604,CR	WP_047368875.1	UPI000642FF8A	UniRef100_A0A348DMV8,UniRef50_A0A1G6U6S6,UniRef90_A7KGA3
NZ_JAHEPW010000006.1_486	188	yqaB	fructose-1-phosphate/6-phosphogluconate phosphatase	3.1.3.-		COG0637,G	WP_024106965.1	UPI00039A3B99	UniRef100_A0AAP2D248,UniRef50_A0A085G4E0,UniRef90_E0SC71
NZ_JAMGSN010000001.1_895	387		RHS repeat-associated core domain-containing protein				WP_249873746.1	UPI00201D7425	UniRef100_UPI00201D7425,UniRef50_UPI00201D7425,UniRef90_UPI00201D7425
NZ_CP058533.1_1005	550		Putative methyl-accepting chemotaxis protein				WP_179178916.1	UPI0015C4CE82	UniRef100_UPI0015C4CE82,UniRef50_A0A3M3WW96,UniRef90_A0A031J3P8
NZ_JWPV01000060.1_28	245		DUF4145 domain-containing protein				WP_039025460.1	UPI00057978D5	UniRef100_UPI00294B88F8,UniRef50_C9Y5T2,UniRef90_UPI00294B88F8
NZ_CABWPG010000160.1_1	42		hypothetical protein						
NZ_VKUL01000387.1_1	87		lysine--tRNA ligase	6.1.1.6	GO:0000049,GO:0004824,GO:0005524,GO:0006430		WP_204316892.1	UPI0019538E3F	UniRef100_A0A973ZYT6,UniRef50_A0A399R7W3,UniRef90_H0U0L2
NZ_LJXB01000091.1_187	363	potF	Spermidine/putrescine ABC transporter substrate-binding protein PotF				WP_057400112.1	UPI0006D9C1BA	UniRef100_A0A0P8WN71,UniRef50_A0A1V0B2N9,UniRef90_W6VD85
NZ_RBQF01000068.1_100	313		Carboxyltransferase domain-containing protein				WP_064053650.1	UPI0007C8DECF	UniRef100_A0A3M3WZH9,UniRef50_A0A193FW00,UniRef90_A0A3M3WZH9
DIEH01000070.1_3	205		hypothetical protein						
NZ_JALIZV010000012.1_23	83	azlC	AzlC family ABC transporter permease						UniRef50_A0A485JE20,UniRef90_UPI0029358771
NZ_QLTK01000027.1_50	336		FHA domain-containing protein				WP_111934643.1	UPI000DC3DD57	UniRef100_A0A329BIW8,UniRef50_A0A329BIW8,UniRef90_A0A329BIW8
PGYX01000527.1_2	124		5-methyltetrahydropteroyltriglutamate/homocysteine S-methyltransferase						UniRef50_A0A377ZRJ3
NZ_AFTG01000564.1_1	82		hypothetical protein						
NZ_CAKLOQ010000003.1_63	200		Transposase						UniRef50_A0A6F8Z7C7,UniRef90_A0A6F8Z7C7
NZ_JVWV01000152.1_23	1206	tssM	type VI secretion system membrane subunit TssM		GO:0033103	COG3523,U	WP_048962844.1	UPI000667CE7D	UniRef100_UPI000667CE7D,UniRef50_A0AAJ1CWU8,UniRef90_W7PBP8
NZ_JACWNH010000015.1_111	3120	lysM	LysM domain-containing protein						UniRef50_A0AAE3T6I6
NZ_CAJFCN010000004.1_229	110		hypothetical protein				WP_201491437.1	UPI00191BB17A	UniRef100_UPI0015E3E25E,UniRef50_UPI00054C6EC8,UniRef90_UPI0015E3E25E
NZ_UNST01000065.1_1	105		hypothetical protein						
NZ_CP076686.1_4005	480		dihydrolipoyl dehydrogenase	1.8.1.4			WP_014578459.1	UPI0001F233A3	UniRef100_E4PQW2,UniRef50_A0A157SWP7,UniRef90_A0A3D8H1G4
NZ_JAGGOE010000007.1_207	303		WD40 repeat domain-containing protein				WP_214917662.1	UPI001BEC731A	UniRef100_A0A944HFR5,UniRef50_Q1CXG2,UniRef90_A0AA96YHG9
JQNA01000002.1_5638	504		ATPase domain-containing protein				WP_035561329.1	UPI000550616D	UniRef100_UPI000550616D,UniRef50_E1TFJ2,UniRef90_UPI000550616D
NZ_JAJGSL010000001.1_2757	367		Methyltransferase				WP_046481307.1	UPI000620D2B7	UniRef100_A0A0F6RF88,UniRef50_A0A285URY3,UniRef90_A0A0F6RF88
NZ_CP025542.1_3611	247		SDR family oxidoreductase				WP_134924860.1	UPI000CA1AFF0	UniRef100_UPI000CA1AFF0,UniRef50_Q8RL69,UniRef90_A0AAE2Q3B8
NZ_RDQX01000054.1_20	58		hypothetical protein				WP_013845643.1	UPI0001E4BD73	UniRef100_A0AAW9TWK2,UniRef50_Q92YA0,UniRef90_Q92YA0
NZ_LMCV01000037.1_43	145		Acyl-CoA dehydrogenase				WP_056744889.1	UPI0006FC78E9	UniRef100_A0A0Q6QFB6,UniRef50_A0A0C5DW11,UniRef90_A0A5E7W2B2
NZ_FNNL01000010.1_115	137		DUF3509 domain-containing protein				WP_092224159.1	UPI00089D83F3	UniRef100_UPI00089D83F3,UniRef50_A0A3B8P5U3,UniRef90_A0A3B8P5U3
NZ_UYJC01000033.1_2	184		hypothetical protein						UniRef50_A0A1E4XAM9,UniRef90_UPI0018E5F868
NZ_JACOPU010000001.1_706	817		Assimilatory nitrite reductase (NAD(P)H) large subunit				WP_210622356.1	UPI001B33B8FA	UniRef100_UPI001B33B8FA,UniRef50_A0A379IGZ3,UniRef90_A0A379IGZ3
NZ_JANKKF010000127.1_1	52		hypothetical protein						
NZ_JAMPUO010000003.1_276	38		hypothetical protein						UniRef50_A0A2X3H962
NZ_LCYD01000004.1_1225	220		riboflavin synthase	2.5.1.9			WP_047711880.1	UPI00064899F3	UniRef100_A0A0R3CE69,UniRef50_Q01993,UniRef90_A0A5E7VDG8
NZ_JAGYGL010000021.1_73	114		DRBM domain-containing protein				WP_223496799.1	UPI001CBD7436	UniRef100_UPI001CBD7436,UniRef50_A0AAJ6HGU5,UniRef90_A0A7M1KI57
NZ_CP099599.1_2591	88		DUF3509 domain-containing protein				WP_016774677.1	UPI00031FF47F	UniRef100_A0A423LZ32,UniRef50_A0A3M3ESR3,UniRef90_Q3KD23
LJPN01000416.1_1	119		cation:proton antiporter						UniRef50_UPI00234C6894
NZ_PYAQ01000001.1_227	284	rpoH	RNA polymerase sigma factor RpoH		GO:0003677,GO:0003700,GO:0005737,GO:0006352,GO:0006355,GO:0009408,GO:0016987	COG0568,K	WP_003176698.1	UPI00019DAEFA	UniRef100_A0A3M4B8W9,UniRef50_P42378,UniRef90_P42378
NZ_CP078138.1_819	230		Histidine phosphatase family protein				WP_105754870.1	UPI000D0050AF	UniRef100_A0A2S8Y4R8,UniRef50_A0A5E7SNC0,UniRef90_A0A2S8Y4R8
NZ_SNVI01000007.1_11	228		Alpha/beta hydrolase						UniRef50_A0A4Y8MI16,UniRef90_A0A4Y8MI16
NZ_JVPH01000124.1_4	40		hypothetical protein						
NZ_JACWPU010000037.1_6	243	rsmI	Tetrapyrrole methylase domain-containing protein	2.1.1.198		COG0313,J	WP_197343383.1	UPI0018D1C1A6	UniRef100_UPI0018D1C1A6,UniRef50_A0A853T621,UniRef90_Q8Y0J8
NZ_VCCF02000001.1_1210	268		N-acetyltransferase				WP_138814548.1	UPI00110D8DDC	UniRef100_UPI00110D8DDC,UniRef50_U2ZLY6,UniRef90_A0A1V2JTU4
NZ_NXIM01000494.1_1	57		hypothetical protein						
NZ_UETT01000001.1_47	594	fliF	flagellar basal-body MS-ring/collar protein FliF		GO:0001539,GO:0005198,GO:0009431		WP_109751347.1	UPI000D6AE8BF	UniRef100_A0A6N1CRY8,UniRef50_Q51463,UniRef90_A0A0P8XPU1
NZ_JAGURH010000001.1_310	120		Lipoprotein				WP_004585712.1	UPI00023255B1	UniRef100_G5GB22,UniRef50_F9D6E4,UniRef90_G5GB22
DYTS01000084.1_1	179		HTH tetR-type domain-containing protein				WP_044273058.1	UPI0005C54F88	UniRef100_A0A921NG03,UniRef50_A0A3M3EKU6,UniRef90_A0A0D0TA69
NZ_PHHE01000001.1_3757	216		DUF2491 domain-containing protein				WP_095188526.1	UPI000BA45EA3	UniRef100_UPI000BA45EA3,UniRef50_A0A4Q0HUG5,UniRef90_V8R1W4
NZ_CP011566.1_1180	359		phage tail protein				WP_064593854.1	UPI0007DD6021	UniRef100_UPI0007DD6021,UniRef50_A0A7U9CQF8,UniRef90_UPI000A1F6D14
NZ_CP077407.1_984	338		SMEK domain-containing protein				WP_069598418.1	UPI00084C6087	UniRef100_UPI00084C6087,UniRef50_UPI00283AABA0,UniRef90_UPI00084C6087
NZ_JADDUN010000109.1_6	435		DUF4153 domain-containing protein				WP_252979170.1	UPI0020961AA0	UniRef100_UPI0020961AA0,UniRef50_UPI0019086673,UniRef90_UPI0020961AA0
NZ_CP084212.1_3855	157		nuclear transport factor 2 family protein				WP_225231487.1	UPI001CD91690	UniRef100_UPI001CD91690,UniRef50_A0A2S7DEC8,UniRef90_UPI001CD91690
NZ_JTGG01000001.1_219	361	glnL	nitrogen regulation protein NR(II)		GO:0000155,GO:0006355,GO:0007165,GO:0016310	COG3852,T	WP_039756599.1	UPI0005851D33	UniRef100_A0A2U1RFE5,UniRef50_A0A853I9Z7,UniRef90_A0A345RJ21
NZ_LACH01000012.1_40	108		hypothetical protein						
NZ_QAJQ01000023.1_82	1201		SusC/RagA family protein						UniRef50_A0A1V3MSN9,UniRef90_A0A3N7ECS9
NZ_PCQE01000073.1_2	106		hypothetical protein				WP_105226824.1	UPI000CF687EE	UniRef100_A0A2S9D5F7,UniRef50_A0A2S9D5F7,UniRef90_A0A2S9D5F7
NZ_JALJWB010000001.1_4607	98	fliT	Flagellar protein FliT				WP_015096255.1	UPI00029CFC37	UniRef100_A0A327NFL1,UniRef50_A0A0M9GE34,UniRef90_J3A6B3
NZ_KE136727.1_3	101		ASCH domain-containing protein				WP_016235268.1	UPI00033E49AC	UniRef100_UPI00032DB596,UniRef50_A0A0H3F232,UniRef90_A0A0H3F232
NZ_JACCJY010000002.1_140	509		AAA+ ATPase domain-containing protein						UniRef50_D3NU76,UniRef90_A0A9P1JRU4
NZ_WKBB01000401.1_1	571	iorA	Indolepyruvate ferredoxin oxidoreductase	1.2.7.8		C,COG4231	WP_236430002.1	UPI001F26660E	UniRef100_A0A9Q4FJC3,UniRef50_A9I170,UniRef90_A0A3M4XRD7
NZ_BCBN01000087.1_17	196		DNA binding HTH domain-containing protein				WP_054898959.1	UPI0006D3F5D6	UniRef100_A0A109LAM5,UniRef50_A0A2S8Y6L8,UniRef90_A0A109LAM5
NZ_CABVIK010000009.1_93	149		hypothetical protein					UPI001251FC3C	UniRef100_A0A5E7KUH2,UniRef50_A0A5E7KUH2,UniRef90_A0A5E7KUH2
NZ_JAGYGL010000048.1_1	347	zraR	Transcriptional regulatory protein ZraR				WP_223497232.1	UPI001CBB3ED4	UniRef100_A0A2H2ZET9,UniRef50_A0AAN4Q6C4,UniRef90_A0A2H2ZET9
NZ_WISO01000319.1_2	139		hypothetical protein						
NZ_WJGD01000001.1_1569	229		bacteriophage antitermination protein Q				WP_153650911.1	UPI00129A05F6	UniRef100_UPI00129A05F6,UniRef50_A0A4R3ZD89,UniRef90_UPI0010ED21F0
GG774710.1_45	404		Phage Mu protein F like protein domain protein				WP_008763005.1	UPI0001D8A586	UniRef100_D7IHU6,UniRef50_D7IHU6,UniRef90_D7IHU6
NZ_CABVJH010000001.1_671	563	rpsA	30S ribosomal protein S1		GO:0003723,GO:0003735,GO:0005840,GO:0006412	COG0539,J	WP_033055812.1	UPI00045D100E	UniRef100_A0A0F4VCF1,UniRef50_P0AG67,UniRef90_A0A0J6J796
CP070559.1_1469	94		hypothetical protein						
NZ_JACOPU010000004.1_721	487	gapA	glyceraldehyde-3-phosphate dehydrogenase	1.2.1.12	GO:0006006,GO:0016620,GO:0050661,GO:0051287	COG0057,G	WP_210623906.1	UPI001B330D24	UniRef100_UPI001B330D24,UniRef50_Q02PG5,UniRef90_A0A0B7DF28
NZ_RBNR01000196.1_1	175		phage minor tail protein L		GO:0030430,GO:0046718,GO:0051536				UniRef50_A0A1B7JHD2,UniRef90_UPI0032B356E4
DFVS01000026.1_523	235		Lipid A 1-diphosphate synthase	2.7.4.29				UPI000243A310	UniRef100_A0AAE3PMY4,UniRef50_A6TBQ4,UniRef90_A0A5R9LLJ3
NCIM01000006.1_13	479	gatA	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA	6.3.5.6,6.3.5.7	GO:0006412,GO:0006424,GO:0030956,GO:0050567		WP_324486318.1	UPI000BD79DB9	UniRef100_A0A258WUH6,UniRef50_A0A6N6KGL0,UniRef90_A0A258WUH6
MHZO01000047.1_9	137		hypothetical protein				WP_016502319.1	UPI0002D9CDAC	UniRef100_S6BR09,UniRef50_S6BR09,UniRef90_S6BR09
NZ_VNUF01000002.1_115	213		hypothetical protein				WP_224378350.1	UPI001CCBF11F	UniRef100_UPI001CCBF11F,UniRef50_UPI0018977836,UniRef90_UPI001CCBF11F
NZ_AP021902.1_4819	372		Potassium channel protein						UniRef50_A0A5E7WME3,UniRef90_A0A0G3GC39
NZ_JAKWGP010000210.1_1	300		hypothetical protein						UniRef50_UPI003174CACE,UniRef90_UPI001F14DCFF
NZ_JH600497.1_3	75		hypothetical protein						
